Year,SeriesCode,Страна ,Activity,Value
2010,ER_H2O_STRESS,Iceland,INDUSTRIES,0.24
2010,ER_H2O_STRESS,Iceland,ISIC4_GTT,0.12
2010,ER_H2O_STRESS,Iceland,ISIC4_A01_A0210_A0322,0.0
2010,ER_H2O_STRESS,Iceland,TOTAL,0.36
2011,ER_H2O_STRESS,Iceland,INDUSTRIES,0.26
2011,ER_H2O_STRESS,Iceland,ISIC4_A01_A0210_A0322,0.0
2011,ER_H2O_STRESS,Iceland,ISIC4_GTT,0.12
2011,ER_H2O_STRESS,Iceland,TOTAL,0.38
2012,ER_H2O_STRESS,Iceland,ISIC4_A01_A0210_A0322,0.0
2012,ER_H2O_STRESS,Iceland,INDUSTRIES,0.27
2012,ER_H2O_STRESS,Iceland,TOTAL,0.4
2012,ER_H2O_STRESS,Iceland,ISIC4_GTT,0.13
2013,ER_H2O_STRESS,Iceland,TOTAL,0.4
2013,ER_H2O_STRESS,Iceland,ISIC4_A01_A0210_A0322,0.0
2013,ER_H2O_STRESS,Iceland,INDUSTRIES,0.28
2013,ER_H2O_STRESS,Iceland,ISIC4_GTT,0.12
2014,ER_H2O_STRESS,Iceland,ISIC4_GTT,0.1
2014,ER_H2O_STRESS,Iceland,INDUSTRIES,0.27
2014,ER_H2O_STRESS,Iceland,ISIC4_A01_A0210_A0322,0.0
2014,ER_H2O_STRESS,Iceland,TOTAL,0.37
2015,ER_H2O_STRESS,Iceland,INDUSTRIES,0.27
2015,ER_H2O_STRESS,Iceland,ISIC4_A01_A0210_A0322,0.0
2015,ER_H2O_STRESS,Iceland,TOTAL,0.38
2015,ER_H2O_STRESS,Iceland,ISIC4_GTT,0.11
2016,ER_H2O_STRESS,Iceland,TOTAL,0.35
2016,ER_H2O_STRESS,Iceland,ISIC4_GTT,0.11
2016,ER_H2O_STRESS,Iceland,ISIC4_A01_A0210_A0322,0.0
2016,ER_H2O_STRESS,Iceland,INDUSTRIES,0.27
2017,ER_H2O_STRESS,Iceland,INDUSTRIES,0.28
2017,ER_H2O_STRESS,Iceland,TOTAL,0.39
2017,ER_H2O_STRESS,Belarus,ISIC4_A01_A0210_A0322,1.42
2017,ER_H2O_STRESS,Belarus,TOTAL,4.6
2017,ER_H2O_STRESS,Belarus,ISIC4_GTT,1.72
2018,ER_H2O_STRESS,Belarus,ISIC4_A01_A0210_A0322,1.37
2018,ER_H2O_STRESS,Belarus,TOTAL,4.58
2018,ER_H2O_STRESS,Belarus,INDUSTRIES,1.46
2018,ER_H2O_STRESS,Belarus,ISIC4_GTT,1.76
2019,ER_H2O_STRESS,Belarus,TOTAL,4.48
2019,ER_H2O_STRESS,Belarus,INDUSTRIES,1.44
2019,ER_H2O_STRESS,Belarus,ISIC4_A01_A0210_A0322,1.21
2017,ER_H2O_STRESS,Iceland,ISIC4_GTT,0.11
2017,ER_H2O_STRESS,Iceland,ISIC4_A01_A0210_A0322,0.0
2018,ER_H2O_STRESS,Iceland,ISIC4_GTT,0.11
2018,ER_H2O_STRESS,Iceland,ISIC4_A01_A0210_A0322,0.0
2018,ER_H2O_STRESS,Iceland,INDUSTRIES,0.28
2018,ER_H2O_STRESS,Iceland,TOTAL,0.39
2019,ER_H2O_STRESS,Iceland,ISIC4_GTT,0.11
2019,ER_H2O_STRESS,Iceland,ISIC4_A01_A0210_A0322,0.0
2019,ER_H2O_STRESS,Iceland,TOTAL,0.39
2019,ER_H2O_STRESS,Iceland,INDUSTRIES,0.28
2002,ER_H2O_STRESS,Luxembourg,ISIC4_A01_A0210_A0322,0.01
2003,ER_H2O_STRESS,Luxembourg,ISIC4_A01_A0210_A0322,0.01
2003,ER_H2O_STRESS,Luxembourg,INDUSTRIES,0.84
2003,ER_H2O_STRESS,Luxembourg,TOTAL,4.58
2003,ER_H2O_STRESS,Luxembourg,ISIC4_GTT,3.73
2004,ER_H2O_STRESS,Luxembourg,ISIC4_GTT,3.7
2004,ER_H2O_STRESS,Luxembourg,INDUSTRIES,0.75
2004,ER_H2O_STRESS,Luxembourg,ISIC4_A01_A0210_A0322,0.01
2004,ER_H2O_STRESS,Luxembourg,TOTAL,4.47
2005,ER_H2O_STRESS,Luxembourg,TOTAL,4.35
2005,ER_H2O_STRESS,Luxembourg,INDUSTRIES,0.67
2005,ER_H2O_STRESS,Luxembourg,ISIC4_GTT,3.68
2005,ER_H2O_STRESS,Luxembourg,ISIC4_A01_A0210_A0322,0.01
2006,ER_H2O_STRESS,Luxembourg,ISIC4_A01_A0210_A0322,0.01
2006,ER_H2O_STRESS,Luxembourg,ISIC4_GTT,3.65
2006,ER_H2O_STRESS,Luxembourg,TOTAL,4.24
2006,ER_H2O_STRESS,Luxembourg,INDUSTRIES,0.58
2007,ER_H2O_STRESS,Luxembourg,INDUSTRIES,0.5
2007,ER_H2O_STRESS,Luxembourg,TOTAL,4.13
2007,ER_H2O_STRESS,Luxembourg,ISIC4_GTT,3.62
2020,ER_H2O_STRESS,Iceland,ISIC4_GTT,0.11
2020,ER_H2O_STRESS,Iceland,ISIC4_A01_A0210_A0322,0.0
2020,ER_H2O_STRESS,Iceland,TOTAL,0.39
2020,ER_H2O_STRESS,Iceland,INDUSTRIES,0.28
2000,ER_H2O_STRESS,India,INDUSTRIES,1.03
2000,ER_H2O_STRESS,India,TOTAL,62.68
2000,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,57.34
2000,ER_H2O_STRESS,India,ISIC4_GTT,4.31
2001,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,58.67
2001,ER_H2O_STRESS,India,ISIC4_GTT,4.46
2001,ER_H2O_STRESS,India,TOTAL,64.23
2001,ER_H2O_STRESS,India,INDUSTRIES,1.1
2002,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,60.0
2002,ER_H2O_STRESS,India,INDUSTRIES,1.17
2002,ER_H2O_STRESS,India,TOTAL,65.78
2002,ER_H2O_STRESS,India,ISIC4_GTT,4.6
2003,ER_H2O_STRESS,India,ISIC4_GTT,4.74
2003,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,61.33
2003,ER_H2O_STRESS,India,TOTAL,67.32
2003,ER_H2O_STRESS,India,INDUSTRIES,1.24
2019,ER_H2O_STRESS,Belarus,ISIC4_GTT,1.82
2020,ER_H2O_STRESS,Belarus,ISIC4_A01_A0210_A0322,1.21
2020,ER_H2O_STRESS,Belarus,ISIC4_GTT,1.81
2020,ER_H2O_STRESS,Belarus,TOTAL,4.38
2020,ER_H2O_STRESS,Belarus,INDUSTRIES,1.36
2000,ER_H2O_STRESS,Canada,TOTAL,4.31
2000,ER_H2O_STRESS,Canada,ISIC4_GTT,0.59
2000,ER_H2O_STRESS,Canada,INDUSTRIES,3.36
2000,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.37
2001,ER_H2O_STRESS,Canada,ISIC4_GTT,0.59
2004,ER_H2O_STRESS,India,INDUSTRIES,1.23
2004,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,58.42
2004,ER_H2O_STRESS,India,TOTAL,64.21
2004,ER_H2O_STRESS,India,ISIC4_GTT,4.56
2005,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,58.7
2005,ER_H2O_STRESS,India,INDUSTRIES,1.27
2005,ER_H2O_STRESS,India,TOTAL,64.59
2005,ER_H2O_STRESS,India,ISIC4_GTT,4.62
2006,ER_H2O_STRESS,India,INDUSTRIES,1.32
2006,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,58.98
2007,ER_H2O_STRESS,Luxembourg,ISIC4_A01_A0210_A0322,0.01
2008,ER_H2O_STRESS,Luxembourg,ISIC4_GTT,3.59
2008,ER_H2O_STRESS,Luxembourg,TOTAL,4.01
2008,ER_H2O_STRESS,Luxembourg,ISIC4_A01_A0210_A0322,0.01
2008,ER_H2O_STRESS,Luxembourg,INDUSTRIES,0.41
2009,ER_H2O_STRESS,Luxembourg,ISIC4_GTT,3.56
2009,ER_H2O_STRESS,Luxembourg,ISIC4_A01_A0210_A0322,0.01
2009,ER_H2O_STRESS,Luxembourg,TOTAL,3.9
2009,ER_H2O_STRESS,Luxembourg,INDUSTRIES,0.33
2010,ER_H2O_STRESS,Luxembourg,ISIC4_A01_A0210_A0322,0.01
2010,ER_H2O_STRESS,Luxembourg,ISIC4_GTT,3.7
2010,ER_H2O_STRESS,Luxembourg,TOTAL,3.95
2010,ER_H2O_STRESS,Luxembourg,INDUSTRIES,0.24
2011,ER_H2O_STRESS,Luxembourg,TOTAL,3.84
2011,ER_H2O_STRESS,Luxembourg,INDUSTRIES,0.28
2011,ER_H2O_STRESS,Luxembourg,ISIC4_A01_A0210_A0322,0.04
2011,ER_H2O_STRESS,Luxembourg,ISIC4_GTT,3.51
2012,ER_H2O_STRESS,Luxembourg,ISIC4_GTT,3.37
2012,ER_H2O_STRESS,Luxembourg,ISIC4_A01_A0210_A0322,0.02
2012,ER_H2O_STRESS,Luxembourg,TOTAL,3.7
2012,ER_H2O_STRESS,Luxembourg,INDUSTRIES,0.31
2013,ER_H2O_STRESS,Luxembourg,INDUSTRIES,0.17
2013,ER_H2O_STRESS,Luxembourg,TOTAL,3.57
2013,ER_H2O_STRESS,Luxembourg,ISIC4_GTT,3.38
2013,ER_H2O_STRESS,Luxembourg,ISIC4_A01_A0210_A0322,0.02
2014,ER_H2O_STRESS,Luxembourg,ISIC4_A01_A0210_A0322,0.03
2014,ER_H2O_STRESS,Luxembourg,ISIC4_GTT,3.54
2014,ER_H2O_STRESS,Luxembourg,INDUSTRIES,0.25
2014,ER_H2O_STRESS,Luxembourg,TOTAL,3.81
2015,ER_H2O_STRESS,Luxembourg,TOTAL,3.71
2001,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.35
2001,ER_H2O_STRESS,Canada,INDUSTRIES,3.37
2001,ER_H2O_STRESS,Canada,TOTAL,4.31
2002,ER_H2O_STRESS,Canada,TOTAL,4.3
2002,ER_H2O_STRESS,Canada,INDUSTRIES,3.37
2002,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.33
2002,ER_H2O_STRESS,Canada,ISIC4_GTT,0.59
2003,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.31
2003,ER_H2O_STRESS,Canada,ISIC4_GTT,0.6
2003,ER_H2O_STRESS,Canada,TOTAL,4.29
2015,ER_H2O_STRESS,Luxembourg,ISIC4_A01_A0210_A0322,0.06
2015,ER_H2O_STRESS,Luxembourg,INDUSTRIES,0.17
2015,ER_H2O_STRESS,Luxembourg,ISIC4_GTT,3.5
2016,ER_H2O_STRESS,Luxembourg,TOTAL,3.68
2016,ER_H2O_STRESS,Luxembourg,INDUSTRIES,0.11
2016,ER_H2O_STRESS,Luxembourg,ISIC4_GTT,3.52
2016,ER_H2O_STRESS,Luxembourg,ISIC4_A01_A0210_A0322,0.02
2017,ER_H2O_STRESS,Luxembourg,INDUSTRIES,0.13
2017,ER_H2O_STRESS,Luxembourg,TOTAL,3.78
2017,ER_H2O_STRESS,Luxembourg,ISIC4_A01_A0210_A0322,0.03
2017,ER_H2O_STRESS,Luxembourg,ISIC4_GTT,3.62
2018,ER_H2O_STRESS,Luxembourg,ISIC4_GTT,4.13
2018,ER_H2O_STRESS,Luxembourg,ISIC4_A01_A0210_A0322,0.04
2018,ER_H2O_STRESS,Luxembourg,TOTAL,4.33
2018,ER_H2O_STRESS,Luxembourg,INDUSTRIES,0.16
2019,ER_H2O_STRESS,Luxembourg,INDUSTRIES,0.36
2019,ER_H2O_STRESS,Luxembourg,ISIC4_A01_A0210_A0322,0.05
2019,ER_H2O_STRESS,Luxembourg,ISIC4_GTT,3.67
2019,ER_H2O_STRESS,Luxembourg,TOTAL,4.09
2020,ER_H2O_STRESS,Luxembourg,ISIC4_GTT,3.96
2006,ER_H2O_STRESS,India,TOTAL,64.97
2006,ER_H2O_STRESS,India,ISIC4_GTT,4.67
2007,ER_H2O_STRESS,India,ISIC4_GTT,4.73
2007,ER_H2O_STRESS,India,INDUSTRIES,1.36
2007,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,59.26
2007,ER_H2O_STRESS,India,TOTAL,65.35
2008,ER_H2O_STRESS,India,TOTAL,65.73
2008,ER_H2O_STRESS,India,INDUSTRIES,1.4
2008,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,59.54
2008,ER_H2O_STRESS,India,ISIC4_GTT,4.78
2009,ER_H2O_STRESS,India,ISIC4_GTT,4.84
2009,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,59.83
2009,ER_H2O_STRESS,India,TOTAL,66.11
2009,ER_H2O_STRESS,India,INDUSTRIES,1.44
2010,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,60.11
2010,ER_H2O_STRESS,India,ISIC4_GTT,4.89
2010,ER_H2O_STRESS,India,TOTAL,66.49
2010,ER_H2O_STRESS,India,INDUSTRIES,1.49
2011,ER_H2O_STRESS,India,ISIC4_GTT,4.89
2011,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,60.11
2003,ER_H2O_STRESS,Canada,INDUSTRIES,3.38
2004,ER_H2O_STRESS,Canada,INDUSTRIES,3.39
2004,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.29
2004,ER_H2O_STRESS,Canada,ISIC4_GTT,0.6
2004,ER_H2O_STRESS,Canada,TOTAL,4.28
2005,ER_H2O_STRESS,Canada,ISIC4_GTT,0.6
2005,ER_H2O_STRESS,Canada,INDUSTRIES,3.4
2005,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.28
2005,ER_H2O_STRESS,Canada,TOTAL,4.27
2006,ER_H2O_STRESS,Canada,ISIC4_GTT,0.6
2011,ER_H2O_STRESS,India,INDUSTRIES,1.49
2011,ER_H2O_STRESS,India,TOTAL,66.49
2012,ER_H2O_STRESS,India,ISIC4_GTT,4.89
2012,ER_H2O_STRESS,India,TOTAL,66.49
2012,ER_H2O_STRESS,India,INDUSTRIES,1.49
2012,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,60.11
2013,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,60.11
2013,ER_H2O_STRESS,India,ISIC4_GTT,4.89
2013,ER_H2O_STRESS,India,TOTAL,66.49
2013,ER_H2O_STRESS,India,INDUSTRIES,1.49
2014,ER_H2O_STRESS,India,TOTAL,66.49
2014,ER_H2O_STRESS,India,INDUSTRIES,1.49
2014,ER_H2O_STRESS,India,ISIC4_GTT,4.89
2014,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,60.11
2015,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,60.11
2015,ER_H2O_STRESS,India,INDUSTRIES,1.49
2015,ER_H2O_STRESS,India,ISIC4_GTT,4.89
2015,ER_H2O_STRESS,India,TOTAL,66.49
2016,ER_H2O_STRESS,India,TOTAL,66.49
2016,ER_H2O_STRESS,India,INDUSTRIES,1.49
2006,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.26
2006,ER_H2O_STRESS,Canada,INDUSTRIES,3.4
2006,ER_H2O_STRESS,Canada,TOTAL,4.26
2007,ER_H2O_STRESS,Canada,TOTAL,4.26
2007,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.24
2007,ER_H2O_STRESS,Canada,INDUSTRIES,3.41
2007,ER_H2O_STRESS,Canada,ISIC4_GTT,0.61
2008,ER_H2O_STRESS,Canada,ISIC4_GTT,0.59
2008,ER_H2O_STRESS,Canada,TOTAL,4.13
2008,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.23
2016,ER_H2O_STRESS,India,ISIC4_GTT,4.89
2016,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,60.11
2017,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,60.11
2017,ER_H2O_STRESS,India,ISIC4_GTT,4.89
2017,ER_H2O_STRESS,India,INDUSTRIES,1.49
2017,ER_H2O_STRESS,India,TOTAL,66.49
2018,ER_H2O_STRESS,India,INDUSTRIES,1.49
2018,ER_H2O_STRESS,India,ISIC4_GTT,4.89
2018,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,60.11
2018,ER_H2O_STRESS,India,TOTAL,66.49
2008,ER_H2O_STRESS,Canada,INDUSTRIES,3.31
2009,ER_H2O_STRESS,Canada,INDUSTRIES,3.2
2009,ER_H2O_STRESS,Canada,ISIC4_GTT,0.57
2009,ER_H2O_STRESS,Canada,TOTAL,4.0
2009,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.22
2010,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.45
2010,ER_H2O_STRESS,Canada,ISIC4_GTT,0.5
2010,ER_H2O_STRESS,Canada,TOTAL,3.83
2010,ER_H2O_STRESS,Canada,INDUSTRIES,2.88
2011,ER_H2O_STRESS,Canada,INDUSTRIES,2.79
2011,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.4
2011,ER_H2O_STRESS,Canada,TOTAL,3.67
2011,ER_H2O_STRESS,Canada,ISIC4_GTT,0.48
2012,ER_H2O_STRESS,Canada,TOTAL,3.75
2012,ER_H2O_STRESS,Canada,ISIC4_GTT,0.5
2012,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.38
2012,ER_H2O_STRESS,Canada,INDUSTRIES,2.87
2013,ER_H2O_STRESS,Canada,INDUSTRIES,2.96
2013,ER_H2O_STRESS,Canada,ISIC4_GTT,0.52
2013,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.36
2013,ER_H2O_STRESS,Canada,TOTAL,3.84
2014,ER_H2O_STRESS,Canada,INDUSTRIES,2.92
2014,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.32
2014,ER_H2O_STRESS,Canada,ISIC4_GTT,0.52
2014,ER_H2O_STRESS,Canada,TOTAL,3.76
2015,ER_H2O_STRESS,Canada,INDUSTRIES,2.88
2015,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.28
2015,ER_H2O_STRESS,Canada,TOTAL,3.68
2015,ER_H2O_STRESS,Canada,ISIC4_GTT,0.53
2016,ER_H2O_STRESS,Canada,ISIC4_GTT,0.51
2019,ER_H2O_STRESS,India,ISIC4_GTT,4.89
2019,ER_H2O_STRESS,India,INDUSTRIES,1.49
2019,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,60.11
2019,ER_H2O_STRESS,India,TOTAL,66.49
2020,ER_H2O_STRESS,India,TOTAL,66.49
2020,ER_H2O_STRESS,India,INDUSTRIES,1.49
2020,ER_H2O_STRESS,India,ISIC4_GTT,4.89
2020,ER_H2O_STRESS,India,ISIC4_A01_A0210_A0322,60.11
2000,ER_H2O_STRESS,Ireland,ISIC4_A01_A0210_A0322,0.67
2000,ER_H2O_STRESS,Ireland,ISIC4_GTT,2.57
2000,ER_H2O_STRESS,Ireland,TOTAL,4.67
2000,ER_H2O_STRESS,Ireland,INDUSTRIES,1.43
2001,ER_H2O_STRESS,Ireland,INDUSTRIES,1.25
2001,ER_H2O_STRESS,Ireland,ISIC4_A01_A0210_A0322,0.63
2001,ER_H2O_STRESS,Ireland,ISIC4_GTT,2.62
2001,ER_H2O_STRESS,Ireland,TOTAL,4.5
2002,ER_H2O_STRESS,Ireland,ISIC4_GTT,2.66
2002,ER_H2O_STRESS,Ireland,TOTAL,4.34
2002,ER_H2O_STRESS,Ireland,ISIC4_A01_A0210_A0322,0.6
2002,ER_H2O_STRESS,Ireland,INDUSTRIES,1.08
2003,ER_H2O_STRESS,Ireland,INDUSTRIES,0.85
2003,ER_H2O_STRESS,Ireland,TOTAL,4.17
2003,ER_H2O_STRESS,Ireland,ISIC4_GTT,2.8
2003,ER_H2O_STRESS,Ireland,ISIC4_A01_A0210_A0322,0.53
2004,ER_H2O_STRESS,Ireland,ISIC4_GTT,2.9
2004,ER_H2O_STRESS,Ireland,INDUSTRIES,0.64
2004,ER_H2O_STRESS,Ireland,TOTAL,4.01
2004,ER_H2O_STRESS,Ireland,ISIC4_A01_A0210_A0322,0.47
2005,ER_H2O_STRESS,Ireland,INDUSTRIES,0.6
2005,ER_H2O_STRESS,Ireland,TOTAL,3.85
2005,ER_H2O_STRESS,Ireland,ISIC4_A01_A0210_A0322,0.54
2005,ER_H2O_STRESS,Ireland,ISIC4_GTT,3.85
2006,ER_H2O_STRESS,Ireland,ISIC4_A01_A0210_A0322,0.42
2006,ER_H2O_STRESS,Ireland,ISIC4_GTT,2.91
2006,ER_H2O_STRESS,Ireland,INDUSTRIES,0.35
2006,ER_H2O_STRESS,Ireland,TOTAL,3.68
2007,ER_H2O_STRESS,Ireland,ISIC4_A01_A0210_A0322,0.48
2007,ER_H2O_STRESS,Ireland,TOTAL,3.51
2007,ER_H2O_STRESS,Ireland,INDUSTRIES,0.25
2007,ER_H2O_STRESS,Ireland,ISIC4_GTT,3.27
2014,ER_H2O_STRESS,China,ISIC4_GTT,5.55
2014,ER_H2O_STRESS,China,ISIC4_A01_A0210_A0322,27.98
2014,ER_H2O_STRESS,China,INDUSTRIES,9.81
2014,ER_H2O_STRESS,China,TOTAL,43.34
2015,ER_H2O_STRESS,China,TOTAL,43.22
2015,ER_H2O_STRESS,China,INDUSTRIES,9.65
2015,ER_H2O_STRESS,China,ISIC4_A01_A0210_A0322,27.84
2015,ER_H2O_STRESS,China,ISIC4_GTT,5.74
2016,ER_H2O_STRESS,China,ISIC4_A01_A0210_A0322,27.52
2016,ER_H2O_STRESS,China,INDUSTRIES,9.55
2016,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.34
2016,ER_H2O_STRESS,Canada,INDUSTRIES,2.86
2016,ER_H2O_STRESS,Canada,TOTAL,3.71
2017,ER_H2O_STRESS,Canada,INDUSTRIES,2.83
2017,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.4
2017,ER_H2O_STRESS,Canada,ISIC4_GTT,0.5
2017,ER_H2O_STRESS,Canada,TOTAL,3.73
2018,ER_H2O_STRESS,Canada,ISIC4_GTT,0.5
2018,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.4
2018,ER_H2O_STRESS,Canada,TOTAL,3.73
2008,ER_H2O_STRESS,Ireland,ISIC4_A01_A0210_A0322,0.39
2008,ER_H2O_STRESS,Ireland,TOTAL,3.58
2008,ER_H2O_STRESS,Ireland,ISIC4_GTT,2.8
2008,ER_H2O_STRESS,Ireland,INDUSTRIES,0.38
2009,ER_H2O_STRESS,Ireland,INDUSTRIES,0.65
2009,ER_H2O_STRESS,Ireland,TOTAL,3.64
2009,ER_H2O_STRESS,Ireland,ISIC4_A01_A0210_A0322,0.43
2009,ER_H2O_STRESS,Ireland,ISIC4_GTT,3.27
2010,ER_H2O_STRESS,Ireland,ISIC4_GTT,2.88
2010,ER_H2O_STRESS,Ireland,ISIC4_A01_A0210_A0322,0.36
2016,ER_H2O_STRESS,China,ISIC4_GTT,7.04
2016,ER_H2O_STRESS,China,TOTAL,44.11
2017,ER_H2O_STRESS,China,INDUSTRIES,9.2
2017,ER_H2O_STRESS,China,TOTAL,43.54
2017,ER_H2O_STRESS,China,ISIC4_GTT,7.21
2017,ER_H2O_STRESS,China,ISIC4_A01_A0210_A0322,27.14
2018,ER_H2O_STRESS,China,ISIC4_GTT,7.64
2018,ER_H2O_STRESS,China,ISIC4_A01_A0210_A0322,26.58
2018,ER_H2O_STRESS,China,TOTAL,43.3
2018,ER_H2O_STRESS,China,INDUSTRIES,9.08
2019,ER_H2O_STRESS,China,INDUSTRIES,8.89
2019,ER_H2O_STRESS,China,ISIC4_A01_A0210_A0322,26.89
2019,ER_H2O_STRESS,China,ISIC4_GTT,8.19
2019,ER_H2O_STRESS,China,TOTAL,43.98
2020,ER_H2O_STRESS,China,INDUSTRIES,7.36
2020,ER_H2O_STRESS,China,ISIC4_GTT,8.36
2020,ER_H2O_STRESS,China,TOTAL,41.52
2020,ER_H2O_STRESS,China,ISIC4_A01_A0210_A0322,25.8
2000,ER_H2O_STRESS,Colombia,INDUSTRIES,0.05
2000,ER_H2O_STRESS,Colombia,ISIC4_GTT,0.37
2020,ER_H2O_STRESS,Luxembourg,ISIC4_A01_A0210_A0322,0.0
2020,ER_H2O_STRESS,Luxembourg,INDUSTRIES,0.0
2020,ER_H2O_STRESS,Luxembourg,TOTAL,3.96
2000,ER_H2O_STRESS,Malta,ISIC4_A01_A0210_A0322,19.26
2000,ER_H2O_STRESS,Malta,ISIC4_GTT,41.47
2000,ER_H2O_STRESS,Malta,TOTAL,61.27
2000,ER_H2O_STRESS,Malta,INDUSTRIES,0.54
2001,ER_H2O_STRESS,Malta,ISIC4_GTT,41.05
2001,ER_H2O_STRESS,Malta,ISIC4_A01_A0210_A0322,22.61
2001,ER_H2O_STRESS,Malta,INDUSTRIES,0.64
2018,ER_H2O_STRESS,Canada,INDUSTRIES,2.83
2019,ER_H2O_STRESS,Canada,INDUSTRIES,2.83
2019,ER_H2O_STRESS,Canada,TOTAL,3.73
2019,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.4
2019,ER_H2O_STRESS,Canada,ISIC4_GTT,0.5
2020,ER_H2O_STRESS,Canada,ISIC4_A01_A0210_A0322,0.4
2020,ER_H2O_STRESS,Canada,INDUSTRIES,2.83
2020,ER_H2O_STRESS,Canada,TOTAL,3.73
2020,ER_H2O_STRESS,Canada,ISIC4_GTT,0.5
2000,ER_H2O_STRESS,Netherlands (Kingdom of the),TOTAL,16.01
2010,ER_H2O_STRESS,Ireland,TOTAL,4.0
2010,ER_H2O_STRESS,Ireland,INDUSTRIES,0.77
2011,ER_H2O_STRESS,Ireland,TOTAL,4.36
2011,ER_H2O_STRESS,Ireland,ISIC4_A01_A0210_A0322,0.35
2011,ER_H2O_STRESS,Ireland,ISIC4_GTT,2.99
2011,ER_H2O_STRESS,Ireland,INDUSTRIES,1.01
2012,ER_H2O_STRESS,Ireland,ISIC4_GTT,3.09
2012,ER_H2O_STRESS,Ireland,ISIC4_A01_A0210_A0322,0.35
2012,ER_H2O_STRESS,Ireland,TOTAL,4.72
2012,ER_H2O_STRESS,Ireland,INDUSTRIES,1.28
2000,ER_H2O_STRESS,Colombia,ISIC4_A01_A0210_A0322,0.74
2000,ER_H2O_STRESS,Colombia,TOTAL,1.16
2001,ER_H2O_STRESS,Colombia,ISIC4_A01_A0210_A0322,0.76
2001,ER_H2O_STRESS,Colombia,INDUSTRIES,0.09
2001,ER_H2O_STRESS,Colombia,TOTAL,1.23
2001,ER_H2O_STRESS,Colombia,ISIC4_GTT,0.38
2002,ER_H2O_STRESS,Colombia,ISIC4_A01_A0210_A0322,0.79
2002,ER_H2O_STRESS,Colombia,TOTAL,1.31
2002,ER_H2O_STRESS,Colombia,ISIC4_GTT,0.39
2002,ER_H2O_STRESS,Colombia,INDUSTRIES,0.12
2001,ER_H2O_STRESS,Malta,TOTAL,64.3
2002,ER_H2O_STRESS,Malta,INDUSTRIES,0.8
2002,ER_H2O_STRESS,Malta,TOTAL,67.33
2002,ER_H2O_STRESS,Malta,ISIC4_A01_A0210_A0322,23.59
2002,ER_H2O_STRESS,Malta,ISIC4_GTT,42.94
2003,ER_H2O_STRESS,Malta,INDUSTRIES,0.95
2003,ER_H2O_STRESS,Malta,ISIC4_GTT,45.52
2003,ER_H2O_STRESS,Malta,ISIC4_A01_A0210_A0322,21.97
2003,ER_H2O_STRESS,Malta,TOTAL,68.44
2004,ER_H2O_STRESS,Malta,INDUSTRIES,1.09
2013,ER_H2O_STRESS,Ireland,INDUSTRIES,1.52
2013,ER_H2O_STRESS,Ireland,ISIC4_A01_A0210_A0322,0.32
2013,ER_H2O_STRESS,Ireland,TOTAL,5.08
