Year,SeriesCode,GeoAreaName,Age,Sex,Value
2014,"SL_TLF_NEET","Switzerland","15-24","MALE",10.05
2014,"SL_TLF_NEET","Switzerland","15-24","FEMALE",8.13
2015,"SL_TLF_NEET","Switzerland","15-24","MALE",9.94
2015,"SL_TLF_NEET","Switzerland","15-24","BOTHSEX",9.35
2015,"SL_TLF_NEET","Switzerland","15-24","FEMALE",8.73
2016,"SL_TLF_NEET","Switzerland","15-24","MALE",9.29
2016,"SL_TLF_NEET","Switzerland","15-24","BOTHSEX",8.67
2016,"SL_TLF_NEET","Switzerland","15-24","FEMALE",8.03
2019,"SL_TLF_NEET","Austria","15-24","BOTHSEX",11.01
2019,"SL_TLF_NEET","Austria","15-24","FEMALE",9.22
2019,"SL_TLF_NEET","Austria","15-24","MALE",12.72
2020,"SL_TLF_NEET","Austria","15-24","FEMALE",8.5
2020,"SL_TLF_NEET","Austria","15-24","MALE",14.21
2020,"SL_TLF_NEET","Austria","15-24","BOTHSEX",11.42
2021,"SL_TLF_NEET","Austria","15-24","BOTHSEX",12.26
2021,"SL_TLF_NEET","Austria","15-24","FEMALE",10.34
2021,"SL_TLF_NEET","Austria","15-24","MALE",14.07
2009,"SL_TLF_NEET","Armenia","15-24","MALE",40.19
2017,"SL_TLF_NEET","Switzerland","15-24","BOTHSEX",8.13
2017,"SL_TLF_NEET","Switzerland","15-24","MALE",9.3
2017,"SL_TLF_NEET","Switzerland","15-24","FEMALE",6.91
2018,"SL_TLF_NEET","Switzerland","15-24","MALE",8.84
2018,"SL_TLF_NEET","Switzerland","15-24","FEMALE",6.96
2018,"SL_TLF_NEET","Switzerland","15-24","BOTHSEX",7.93
2019,"SL_TLF_NEET","Switzerland","15-24","FEMALE",5.87
2019,"SL_TLF_NEET","Switzerland","15-24","MALE",9.45
2019,"SL_TLF_NEET","Switzerland","15-24","BOTHSEX",7.71
2009,"SL_TLF_NEET","Armenia","15-24","BOTHSEX",40.52
2009,"SL_TLF_NEET","Armenia","15-24","FEMALE",40.85
2011,"SL_TLF_NEET","Armenia","15-24","FEMALE",44.46
2011,"SL_TLF_NEET","Armenia","15-24","BOTHSEX",44.6
2011,"SL_TLF_NEET","Armenia","15-24","MALE",44.78
2012,"SL_TLF_NEET","Armenia","15-24","FEMALE",39.28
2012,"SL_TLF_NEET","Armenia","15-24","BOTHSEX",36.77
2012,"SL_TLF_NEET","Armenia","15-24","MALE",34.33
2020,"SL_TLF_NEET","Switzerland","15-24","BOTHSEX",8.62
2020,"SL_TLF_NEET","Switzerland","15-24","FEMALE",7.14
2020,"SL_TLF_NEET","Switzerland","15-24","MALE",10.03
2021,"SL_TLF_NEET","Switzerland","15-24","MALE",10.61
2021,"SL_TLF_NEET","Switzerland","15-24","BOTHSEX",9.89
