Year,SeriesCode,GeoAreaName,Education level,Type of skill,Value
2016,"SE_LGP_ACHI","Slovakia","PRIMAR","SKILL_READ",0.66488
2018,"SE_LGP_ACHI","Slovakia","LOWSEC","SKILL_READ",0.39235
2018,"SE_LGP_ACHI","Slovakia","LOWSEC","SKILL_MATH",0.52725
2019,"SE_LGP_ACHI","Slovakia","PRIMAR","SKILL_MATH",0.41154
2015,"SE_LGP_ACHI","Viet Nam","LOWSEC","SKILL_READ",0.86765
2015,"SE_LGP_ACHI","Viet Nam","LOWSEC","SKILL_MATH",0.86385
2001,"SE_LGP_ACHI","Slovenia","PRIMAR","SKILL_READ",0.62327
2003,"SE_LGP_ACHI","Slovenia","PRIMAR","SKILL_MATH",0.63964
2006,"SE_LGP_ACHI","Slovenia","LOWSEC","SKILL_MATH",0.8047
2006,"SE_LGP_ACHI","Slovenia","LOWSEC","SKILL_READ",0.85738
2007,"SE_LGP_ACHI","Slovenia","PRIMAR","SKILL_MATH",0.66164
2009,"SE_LGP_ACHI","Slovenia","LOWSEC","SKILL_MATH",0.79795
2009,"SE_LGP_ACHI","Slovenia","LOWSEC","SKILL_READ",0.78406
2011,"SE_LGP_ACHI","Slovenia","PRIMAR","SKILL_MATH",0.77312
2012,"SE_LGP_ACHI","Slovenia","LOWSEC","SKILL_MATH",0.73342
2012,"SE_LGP_ACHI","Slovenia","LOWSEC","SKILL_READ",0.7744
2015,"SE_LGP_ACHI","Slovenia","LOWSEC","SKILL_READ",0.75607
2015,"SE_LGP_ACHI","Slovenia","LOWSEC","SKILL_MATH",0.71546
2015,"SE_LGP_ACHI","Slovenia","PRIMAR","SKILL_MATH",0.64866
2018,"SE_LGP_ACHI","Slovenia","LOWSEC","SKILL_MATH",0.64853
2018,"SE_LGP_ACHI","Slovenia","LOWSEC","SKILL_READ",0.71549
2000,"SE_LGP_ACHI","Spain","LOWSEC","SKILL_READ",0.99444
2000,"SE_LGP_ACHI","Spain","LOWSEC","SKILL_MATH",1.09291
2003,"SE_LGP_ACHI","Spain","LOWSEC","SKILL_MATH",1.00761
2003,"SE_LGP_ACHI","Spain","LOWSEC","SKILL_READ",0.99696
2006,"SE_LGP_ACHI","Spain","LOWSEC","SKILL_READ",0.95118
2006,"SE_LGP_ACHI","Spain","PRIMAR","SKILL_READ",0.98831
2006,"SE_LGP_ACHI","Spain","LOWSEC","SKILL_MATH",0.95229
2009,"SE_LGP_ACHI","Spain","LOWSEC","SKILL_MATH",0.95416
2009,"SE_LGP_ACHI","Spain","LOWSEC","SKILL_READ",0.93762
2011,"SE_LGP_ACHI","Spain","PRIMAR","SKILL_READ",0.90179
2011,"SE_LGP_ACHI","Spain","PRIMAR","SKILL_MATH",0.82452
2012,"SE_LGP_ACHI","Spain","LOWSEC","SKILL_READ",0.92633
2012,"SE_LGP_ACHI","Spain","LOWSEC","SKILL_MATH",0.92392
2015,"SE_LGP_ACHI","Spain","LOWSEC","SKILL_MATH",0.94418
2015,"SE_LGP_ACHI","Spain","LOWSEC","SKILL_READ",0.89908
2015,"SE_LGP_ACHI","Spain","PRIMAR","SKILL_MATH",0.80948
2016,"SE_LGP_ACHI","Spain","PRIMAR","SKILL_READ",0.93196
2018,"SE_LGP_ACHI","Spain","LOWSEC","SKILL_MATH",0.94927
2019,"SE_LGP_ACHI","Spain","PRIMAR","SKILL_MATH",0.77922
2000,"SE_LGP_ACHI","Sweden","LOWSEC","SKILL_MATH",0.69719
2000,"SE_LGP_ACHI","Sweden","LOWSEC","SKILL_READ",0.79176
2001,"SE_LGP_ACHI","Sweden","PRIMAR","SKILL_READ",0.92482
2003,"SE_LGP_ACHI","Sweden","LOWSEC","SKILL_READ",0.79713
2003,"SE_LGP_ACHI","Sweden","LOWSEC","SKILL_MATH",0.74945
2006,"SE_LGP_ACHI","Sweden","LOWSEC","SKILL_READ",0.81757
2006,"SE_LGP_ACHI","Sweden","PRIMAR","SKILL_READ",0.96881
2006,"SE_LGP_ACHI","Sweden","LOWSEC","SKILL_MATH",0.76769
2007,"SE_LGP_ACHI","Sweden","PRIMAR","SKILL_MATH",0.65352
2009,"SE_LGP_ACHI","Sweden","LOWSEC","SKILL_MATH",0.70241
2009,"SE_LGP_ACHI","Sweden","LOWSEC","SKILL_READ",0.71359
2011,"SE_LGP_ACHI","Sweden","PRIMAR","SKILL_READ",0.95114
2011,"SE_LGP_ACHI","Sweden","PRIMAR","SKILL_MATH",0.66957
2012,"SE_LGP_ACHI","Sweden","LOWSEC","SKILL_MATH",0.70515
2012,"SE_LGP_ACHI","Sweden","LOWSEC","SKILL_READ",0.7493
2015,"SE_LGP_ACHI","Sweden","LOWSEC","SKILL_READ",0.76989
2015,"SE_LGP_ACHI","Sweden","LOWSEC","SKILL_MATH",0.73536
2015,"SE_LGP_ACHI","Sweden","PRIMAR","SKILL_MATH",0.69759
2016,"SE_LGP_ACHI","Sweden","PRIMAR","SKILL_READ",0.95952
2018,"SE_LGP_ACHI","Sweden","LOWSEC","SKILL_READ",0.68781
2018,"SE_LGP_ACHI","Sweden","LOWSEC","SKILL_MATH",0.70967
2019,"SE_LGP_ACHI","Sweden","PRIMAR","SKILL_MATH",0.70436
2015,"SE_LGP_ACHI","Switzerland","LOWSEC","SKILL_READ",0.76439
2015,"SE_LGP_ACHI","Switzerland","LOWSEC","SKILL_MATH",0.79316
2018,"SE_LGP_ACHI","Switzerland","LOWSEC","SKILL_MATH",0.81285
2018,"SE_LGP_ACHI","Switzerland","LOWSEC","SKILL_READ",0.72768
2009,"SE_LGP_ACHI","United Arab Emirates","LOWSEC","SKILL_READ",1.12483
2011,"SE_LGP_ACHI","United Arab Emirates","PRIMAR","SKILL_READ",0.92491
2011,"SE_LGP_ACHI","United Arab Emirates","PRIMAR","SKILL_MATH",1.48651
2011,"SE_LGP_ACHI","United Arab Emirates","LOWSEC","SKILL_MATH",1.43615
2012,"SE_LGP_ACHI","United Arab Emirates","LOWSEC","SKILL_READ",1.13471
2015,"SE_LGP_ACHI","United Arab Emirates","LOWSEC","SKILL_READ",1.21607
2015,"SE_LGP_ACHI","United Arab Emirates","LOWSEC","SKILL_MATH",1.01561
2015,"SE_LGP_ACHI","United Arab Emirates","PRIMAR","SKILL_MATH",0.91373
2016,"SE_LGP_ACHI","United Arab Emirates","PRIMAR","SKILL_READ",1.37028
2018,"SE_LGP_ACHI","United Arab Emirates","LOWSEC","SKILL_READ",1.15421
2019,"SE_LGP_ACHI","United Arab Emirates","PRIMAR","SKILL_MATH",0.95923
2019,"SE_LGP_ACHI","United Arab Emirates","LOWSEC","SKILL_MATH",0.77785
2001,"SE_LGP_ACHI","Türkiye","PRIMAR","SKILL_READ",0.57408
2003,"SE_LGP_ACHI","Türkiye","LOWSEC","SKILL_READ",0.53941
2006,"SE_LGP_ACHI","Türkiye","LOWSEC","SKILL_READ",0.80164
2007,"SE_LGP_ACHI","Türkiye","LOWSEC","SKILL_MATH",0.16234
2009,"SE_LGP_ACHI","Türkiye","LOWSEC","SKILL_READ",0.68146
2011,"SE_LGP_ACHI","Türkiye","PRIMAR","SKILL_MATH",0.4988
2011,"SE_LGP_ACHI","Türkiye","LOWSEC","SKILL_MATH",0.55885
2012,"SE_LGP_ACHI","Türkiye","LOWSEC","SKILL_READ",0.64554
2015,"SE_LGP_ACHI","Türkiye","LOWSEC","SKILL_READ",0.56113
2015,"SE_LGP_ACHI","Türkiye","PRIMAR","SKILL_MATH",0.18133
2015,"SE_LGP_ACHI","Türkiye","LOWSEC","SKILL_MATH",0.27805
2018,"SE_LGP_ACHI","Türkiye","LOWSEC","SKILL_READ",0.662
2019,"SE_LGP_ACHI","Türkiye","LOWSEC","SKILL_MATH",0.48263
2019,"SE_LGP_ACHI","Türkiye","PRIMAR","SKILL_MATH",0.2965
2007,"SE_LGP_ACHI","Ukraine","PRIMAR","SKILL_MATH",1.14685
2018,"SE_LGP_ACHI","Ukraine","LOWSEC","SKILL_READ",1.03485
2000,"SE_LGP_ACHI","North Macedonia","LOWSEC","SKILL_READ",0.22574
2000,"SE_LGP_ACHI","North Macedonia","LOWSEC","SKILL_MATH",0.2623
2001,"SE_LGP_ACHI","North Macedonia","PRIMAR","SKILL_READ",0.68988
2006,"SE_LGP_ACHI","North Macedonia","PRIMAR","SKILL_READ",0.98396
2015,"SE_LGP_ACHI","North Macedonia","LOWSEC","SKILL_READ",0.63813
2015,"SE_LGP_ACHI","North Macedonia","LOWSEC","SKILL_MATH",0.52992
2018,"SE_LGP_ACHI","North Macedonia","LOWSEC","SKILL_MATH",0.55365
2018,"SE_LGP_ACHI","North Macedonia","LOWSEC","SKILL_READ",0.51843
2019,"SE_LGP_ACHI","North Macedonia","PRIMAR","SKILL_MATH",0.68345
2015,"SE_LGP_ACHI","United Kingdom of Great Britain and Northern Ireland","LOWSEC","SKILL_MATH",0.90694
2015,"SE_LGP_ACHI","United Kingdom of Great Britain and Northern Ireland","LOWSEC","SKILL_READ",0.91354
2018,"SE_LGP_ACHI","United Kingdom of Great Britain and Northern Ireland","LOWSEC","SKILL_READ",0.8691
2018,"SE_LGP_ACHI","United Kingdom of Great Britain and Northern Ireland","LOWSEC","SKILL_MATH",0.90028
2019,"SE_LGP_ACHI","United Kingdom of Great Britain and Northern Ireland","PRIMAR","SKILL_MATH",0.94019
2012,"SE_LGP_ACHI","Bulgaria","LOWSEC","SKILL_READ",0.32754
2012,"SE_LGP_ACHI","Bulgaria","LOWSEC","SKILL_READ",0.32754
