Year,GeoAreaName,Age,Location,Sex,Value
2008,Latvia,ALLAGE,ALLAREA,FEMALE,1.23444
2008,Latvia,65+,ALLAREA,BOTHSEX,0.20393
2008,Latvia,15-64,ALLAREA,BOTHSEX,1.69653
2009,Latvia,ALLAGE,ALLAREA,FEMALE,1.67087
2009,Latvia,ALLAGE,URBAN,BOTHSEX,1.8868
2017,Finland,ALLAGE,RURAL,BOTHSEX,0.09801
2017,Finland,ALLAGE,URBAN,BOTHSEX,0.06021
2018,Finland,<15Y,ALLAREA,BOTHSEX,0
2018,Finland,15-64,ALLAREA,BOTHSEX,0.12264
2018,Finland,65+,ALLAREA,BOTHSEX,0
2018,Finland,ALLAGE,ALLAREA,FEMALE,0.02635
2018,Finland,ALLAGE,ALLAREA,MALE,0.12704
2018,Finland,ALLAGE,RURAL,BOTHSEX,0.0457
2018,Finland,ALLAGE,URBAN,BOTHSEX,0.08811
2006,Romania,ALLAGE,ALLAREA,BOTHSEX,7.4
2007,Romania,ALLAGE,ALLAREA,BOTHSEX,5.3
2008,Romania,ALLAGE,ALLAREA,BOTHSEX,4.1
2009,Romania,ALLAGE,ALLAREA,BOTHSEX,3.1
2010,Romania,ALLAGE,ALLAREA,BOTHSEX,4.2
2011,Romania,ALLAGE,ALLAREA,BOTHSEX,5.4
2012,Romania,ALLAGE,ALLAREA,BOTHSEX,6.2
2013,Romania,ALLAGE,ALLAREA,BOTHSEX,6.6
2014,Romania,ALLAGE,ALLAREA,BOTHSEX,7
2009,Latvia,ALLAGE,RURAL,BOTHSEX,2.07142
2009,Latvia,ALLAGE,ALLAREA,MALE,2.35132
2009,Latvia,<15Y,ALLAREA,BOTHSEX,2.51813
2009,Latvia,15-64,ALLAREA,BOTHSEX,2.32884
2009,Latvia,65+,ALLAREA,BOTHSEX,0.36374
2009,Latvia,ALLAGE,ALLAREA,BOTHSEX,1.7
2010,Latvia,ALLAGE,ALLAREA,BOTHSEX,1.7
2010,Latvia,ALLAGE,ALLAREA,FEMALE,1.59695
2010,Latvia,ALLAGE,RURAL,BOTHSEX,2.35041
2018,Finland,ALLAGE,ALLAREA,BOTHSEX,0.1
2019,Finland,ALLAGE,ALLAREA,BOTHSEX,0
2019,Finland,<15Y,ALLAREA,BOTHSEX,0
2019,Finland,15-64,ALLAREA,BOTHSEX,0.08042
2019,Finland,ALLAGE,ALLAREA,FEMALE,0.00772
2019,Finland,65+,ALLAREA,BOTHSEX,0
2019,Finland,ALLAGE,ALLAREA,MALE,0.09293
2019,Finland,ALLAGE,RURAL,BOTHSEX,0.01597
2019,Finland,ALLAGE,URBAN,BOTHSEX,0.06347
2010,Latvia,ALLAGE,URBAN,BOTHSEX,1.6789
2010,Latvia,15-64,ALLAREA,BOTHSEX,2.37307
2010,Latvia,ALLAGE,ALLAREA,MALE,2.52997
2010,Latvia,<15Y,ALLAREA,BOTHSEX,2.69277
2010,Latvia,65+,ALLAREA,BOTHSEX,0.3209
2011,Latvia,<15Y,ALLAREA,BOTHSEX,1.48359
2011,Latvia,15-64,ALLAREA,BOTHSEX,1.70526
2011,Latvia,ALLAGE,URBAN,BOTHSEX,0.96371
2011,Latvia,65+,ALLAREA,BOTHSEX,0.17302
2020,Finland,<15Y,ALLAREA,BOTHSEX,0
2020,Finland,15-64,ALLAREA,BOTHSEX,0.05298
2020,Finland,65+,ALLAREA,BOTHSEX,0.01756
2020,Finland,ALLAGE,ALLAREA,FEMALE,0.00418
2020,Finland,ALLAGE,ALLAREA,MALE,0.07035
2020,Finland,ALLAGE,RURAL,BOTHSEX,0.04879
2020,Finland,ALLAGE,URBAN,BOTHSEX,0.03223
2020,Finland,ALLAGE,ALLAREA,BOTHSEX,0
1970,France,ALLAGE,ALLAREA,BOTHSEX,0
2014,Romania,ALLAGE,RURAL,BOTHSEX,12.03065
2014,Romania,<15Y,ALLAREA,BOTHSEX,15.33429
2014,Romania,15-64,ALLAREA,BOTHSEX,7.46005
2014,Romania,65+,ALLAREA,BOTHSEX,1.34761
2014,Romania,ALLAGE,ALLAREA,FEMALE,7.47616
2014,Romania,ALLAGE,ALLAREA,MALE,7.35478
2014,Romania,ALLAGE,URBAN,BOTHSEX,3.77596
2015,Romania,<15Y,ALLAREA,BOTHSEX,10.83056
2015,Romania,65+,ALLAREA,BOTHSEX,1.1139
2011,Latvia,ALLAGE,ALLAREA,FEMALE,1.12718
2011,Latvia,ALLAGE,RURAL,BOTHSEX,1.84683
2011,Latvia,ALLAGE,ALLAREA,MALE,1.67395
2011,Latvia,ALLAGE,ALLAREA,BOTHSEX,1
2012,Latvia,ALLAGE,ALLAREA,BOTHSEX,1.1
2012,Latvia,ALLAGE,URBAN,BOTHSEX,1.15378
2012,Latvia,ALLAGE,RURAL,BOTHSEX,1.69331
2012,Latvia,ALLAGE,ALLAREA,MALE,1.62287
2012,Latvia,ALLAGE,ALLAREA,FEMALE,1.2335
1975,France,ALLAGE,ALLAREA,BOTHSEX,0.2
1979,France,ALLAGE,ALLAREA,BOTHSEX,0.2
1984,France,ALLAGE,ALLAREA,BOTHSEX,0.5
1990,France,ALLAGE,ALLAREA,BOTHSEX,0.2
1996,France,ALLAGE,ALLAREA,BOTHSEX,0.2
1997,France,ALLAGE,ALLAREA,BOTHSEX,0.2
1998,France,ALLAGE,ALLAREA,BOTHSEX,0
1999,France,ALLAGE,ALLAREA,BOTHSEX,0
2000,France,ALLAGE,ALLAREA,BOTHSEX,0
2015,Romania,ALLAGE,ALLAREA,FEMALE,5.79062
2015,Romania,ALLAGE,ALLAREA,MALE,5.88247
2015,Romania,ALLAGE,RURAL,BOTHSEX,9.5654
2015,Romania,ALLAGE,URBAN,BOTHSEX,2.76666
2015,Romania,15-64,ALLAREA,BOTHSEX,6.08648
2015,Romania,ALLAGE,ALLAREA,BOTHSEX,5.3
2016,Romania,ALLAGE,ALLAREA,BOTHSEX,3.2
2017,Romania,ALLAGE,ALLAREA,BOTHSEX,3.3
2017,Romania,ALLAGE,ALLAREA,MALE,3.57934
2012,Latvia,<15Y,ALLAREA,BOTHSEX,1.72787
2012,Latvia,65+,ALLAREA,BOTHSEX,0.13254
2012,Latvia,15-64,ALLAREA,BOTHSEX,1.72597
2013,Latvia,ALLAGE,RURAL,BOTHSEX,2.35101
2013,Latvia,ALLAGE,URBAN,BOTHSEX,0.71862
2013,Latvia,<15Y,ALLAREA,BOTHSEX,2.50859
2013,Latvia,ALLAGE,ALLAREA,MALE,1.86028
2013,Latvia,15-64,ALLAREA,BOTHSEX,1.62241
2013,Latvia,ALLAGE,ALLAREA,FEMALE,1.16964
2001,France,ALLAGE,ALLAREA,BOTHSEX,0
2002,France,ALLAGE,ALLAREA,BOTHSEX,0
2003,France,ALLAGE,ALLAREA,BOTHSEX,0.2
2003,France,ALLAGE,ALLAREA,FEMALE,0.2042
2003,France,65+,ALLAREA,BOTHSEX,0.22412
2003,France,15-64,ALLAREA,BOTHSEX,0.30392
2003,France,<15Y,ALLAREA,BOTHSEX,0.0159
2003,France,ALLAGE,ALLAREA,MALE,0.27974
2003,France,ALLAGE,RURAL,BOTHSEX,0.24324
2003,France,ALLAGE,URBAN,BOTHSEX,0.24043
2013,Latvia,65+,ALLAREA,BOTHSEX,0.32372
2013,Latvia,ALLAGE,ALLAREA,BOTHSEX,1.2
2014,Latvia,ALLAGE,ALLAREA,BOTHSEX,0.8
2014,Latvia,ALLAGE,ALLAREA,FEMALE,0.97989
2014,Latvia,ALLAGE,ALLAREA,MALE,1.14763
2014,Latvia,ALLAGE,RURAL,BOTHSEX,2.09067
2014,Latvia,15-64,ALLAREA,BOTHSEX,1.27866
2014,Latvia,<15Y,ALLAREA,BOTHSEX,1.36084
2014,Latvia,ALLAGE,URBAN,BOTHSEX,0.44872
2017,Romania,ALLAGE,RURAL,BOTHSEX,5.86098
2017,Romania,ALLAGE,URBAN,BOTHSEX,1.54829
2017,Romania,<15Y,ALLAREA,BOTHSEX,5.5374
2017,Romania,15-64,ALLAREA,BOTHSEX,4.03683
2017,Romania,65+,ALLAREA,BOTHSEX,0.3009
2017,Romania,ALLAGE,ALLAREA,FEMALE,3.46443
2018,Romania,ALLAGE,ALLAREA,BOTHSEX,2.7
2019,Romania,ALLAGE,ALLAREA,BOTHSEX,2.2
2019,Romania,<15Y,ALLAREA,BOTHSEX,4.12958
2019,Romania,ALLAGE,RURAL,BOTHSEX,4.29887
2019,Romania,15-64,ALLAREA,BOTHSEX,2.8315
2019,Romania,65+,ALLAREA,BOTHSEX,0.51283
2019,Romania,ALLAGE,ALLAREA,FEMALE,2.65988
2019,Romania,ALLAGE,ALLAREA,MALE,2.39898
2019,Romania,ALLAGE,URBAN,BOTHSEX,1.21096
2020,Romania,<15Y,ALLAREA,BOTHSEX,1.88296
2020,Romania,15-64,ALLAREA,BOTHSEX,2.51838
2020,Romania,65+,ALLAREA,BOTHSEX,1.3949
2004,France,<15Y,ALLAREA,BOTHSEX,0.0256
2004,France,15-64,ALLAREA,BOTHSEX,0.05901
2004,France,65+,ALLAREA,BOTHSEX,0.278
2004,France,ALLAGE,ALLAREA,FEMALE,0.10386
2004,France,ALLAGE,ALLAREA,MALE,0.07779
2004,France,ALLAGE,RURAL,BOTHSEX,0.02722
2004,France,ALLAGE,URBAN,BOTHSEX,0.10446
2004,France,ALLAGE,ALLAREA,BOTHSEX,0
2005,France,ALLAGE,ALLAREA,BOTHSEX,0
2014,Latvia,65+,ALLAREA,BOTHSEX,0.13671
2015,Latvia,ALLAGE,RURAL,BOTHSEX,1.33793
2015,Latvia,ALLAGE,ALLAREA,MALE,1.14215
2015,Latvia,65+,ALLAREA,BOTHSEX,0.36361
2015,Latvia,15-64,ALLAREA,BOTHSEX,1.09401
2015,Latvia,ALLAGE,ALLAREA,FEMALE,0.78814
2015,Latvia,ALLAGE,URBAN,BOTHSEX,0.71663
2015,Latvia,<15Y,ALLAREA,BOTHSEX,1.15355
2015,Latvia,ALLAGE,ALLAREA,BOTHSEX,0.7
2005,France,<15Y,ALLAREA,BOTHSEX,0.04643
2005,France,15-64,ALLAREA,BOTHSEX,0.09967
2005,France,65+,ALLAREA,BOTHSEX,0.34415
2005,France,ALLAGE,ALLAREA,FEMALE,0.15582
2005,France,ALLAGE,ALLAREA,MALE,0.10867
2005,France,ALLAGE,RURAL,BOTHSEX,0
2005,France,ALLAGE,URBAN,BOTHSEX,0.16148
2006,France,<15Y,ALLAREA,BOTHSEX,0.33242
2006,France,15-64,ALLAREA,BOTHSEX,0.22912
2020,Romania,ALLAGE,ALLAREA,FEMALE,2.04121
2020,Romania,ALLAGE,RURAL,BOTHSEX,3.5244
2020,Romania,ALLAGE,URBAN,BOTHSEX,1.2411
2020,Romania,ALLAGE,ALLAREA,MALE,2.35755
2020,Romania,ALLAGE,ALLAREA,BOTHSEX,1.4
2012,Serbia,ALLAGE,ALLAREA,BOTHSEX,5.3
2013,Serbia,ALLAGE,ALLAREA,BOTHSEX,5.8
2014,Serbia,ALLAGE,ALLAREA,BOTHSEX,6.9
2015,Serbia,ALLAGE,ALLAREA,BOTHSEX,6.6
2016,Latvia,ALLAGE,ALLAREA,BOTHSEX,0.6
2016,Latvia,<15Y,ALLAREA,BOTHSEX,1.01973
2016,Latvia,ALLAGE,URBAN,BOTHSEX,0.77119
2016,Latvia,ALLAGE,RURAL,BOTHSEX,1.79226
2016,Latvia,ALLAGE,ALLAREA,MALE,1.43952
2016,Latvia,ALLAGE,ALLAREA,FEMALE,0.90495
2016,Latvia,65+,ALLAREA,BOTHSEX,0.19577
2016,Latvia,15-64,ALLAREA,BOTHSEX,1.48861
2017,Latvia,15-64,ALLAREA,BOTHSEX,1.45213
2006,France,65+,ALLAREA,BOTHSEX,0.09568
2006,France,ALLAGE,ALLAREA,FEMALE,0.18234
2006,France,ALLAGE,ALLAREA,MALE,0.27645
2006,France,ALLAGE,RURAL,BOTHSEX,0.30431
2006,France,ALLAGE,URBAN,BOTHSEX,0.21152
2006,France,ALLAGE,ALLAREA,BOTHSEX,0
2007,France,ALLAGE,ALLAREA,BOTHSEX,0
2007,France,15-64,ALLAREA,BOTHSEX,0.03371
2007,France,65+,ALLAREA,BOTHSEX,0.02524
2017,Latvia,ALLAGE,URBAN,BOTHSEX,0.94069
2017,Latvia,ALLAGE,RURAL,BOTHSEX,1.30415
2017,Latvia,ALLAGE,ALLAREA,MALE,1.10919
2017,Latvia,ALLAGE,ALLAREA,FEMALE,1.0476
2017,Latvia,65+,ALLAREA,BOTHSEX,0.03241
2017,Latvia,<15Y,ALLAREA,BOTHSEX,0.93701
2017,Latvia,ALLAGE,ALLAREA,BOTHSEX,0.8
2018,Latvia,ALLAGE,ALLAREA,BOTHSEX,0.4
2018,Latvia,65+,ALLAREA,BOTHSEX,0.18961
2007,France,ALLAGE,ALLAREA,FEMALE,0.04398
2007,France,ALLAGE,ALLAREA,MALE,0.02368
2007,France,ALLAGE,RURAL,BOTHSEX,0
2007,France,ALLAGE,URBAN,BOTHSEX,0.04143
2007,France,<15Y,ALLAREA,BOTHSEX,0.04491
2008,France,<15Y,ALLAREA,BOTHSEX,0.0557
2008,France,15-64,ALLAREA,BOTHSEX,0.0677
2008,France,65+,ALLAREA,BOTHSEX,0.01261
2008,France,ALLAGE,ALLAREA,FEMALE,0.06289
2016,Serbia,ALLAGE,ALLAREA,BOTHSEX,6.4
2016,Serbia,<15Y,ALLAREA,BOTHSEX,10.31348
2016,Serbia,15-64,ALLAREA,BOTHSEX,7.40512
2016,Serbia,ALLAGE,URBAN,BOTHSEX,5.71135
2016,Serbia,ALLAGE,ALLAREA,MALE,6.74994
2016,Serbia,ALLAGE,RURAL,BOTHSEX,8.14241
2016,Serbia,ALLAGE,ALLAREA,FEMALE,6.53038
2016,Serbia,65+,ALLAREA,BOTHSEX,1.8895
2017,Serbia,65+,ALLAREA,BOTHSEX,1.90212
2018,Latvia,15-64,ALLAREA,BOTHSEX,0.88408
2018,Latvia,<15Y,ALLAREA,BOTHSEX,0.24468
2018,Latvia,ALLAGE,ALLAREA,FEMALE,0.4856
2018,Latvia,ALLAGE,ALLAREA,MALE,0.81967
2018,Latvia,ALLAGE,URBAN,BOTHSEX,0.43787
2018,Latvia,ALLAGE,RURAL,BOTHSEX,0.98004
2019,Latvia,ALLAGE,ALLAREA,MALE,0.74523
2019,Latvia,ALLAGE,URBAN,BOTHSEX,0.35971
2019,Latvia,ALLAGE,RURAL,BOTHSEX,0.84726
2008,France,ALLAGE,ALLAREA,MALE,0.04857
2008,France,ALLAGE,URBAN,BOTHSEX,0.06226
2008,France,ALLAGE,RURAL,BOTHSEX,0.0264
2008,France,ALLAGE,ALLAREA,BOTHSEX,0
2009,France,ALLAGE,ALLAREA,BOTHSEX,0
2009,France,<15Y,ALLAREA,BOTHSEX,0.12
2009,France,15-64,ALLAREA,BOTHSEX,0.1265
2009,France,65+,ALLAREA,BOTHSEX,0.17331
2009,France,ALLAGE,ALLAREA,FEMALE,0.10155
2009,France,ALLAGE,ALLAREA,MALE,0.16792
2009,France,ALLAGE,RURAL,BOTHSEX,0
2009,France,ALLAGE,URBAN,BOTHSEX,0.16338
2010,France,<15Y,ALLAREA,BOTHSEX,0.13084
2010,France,15-64,ALLAREA,BOTHSEX,0.17911
2010,France,ALLAGE,RURAL,BOTHSEX,0.17393
2010,France,ALLAGE,ALLAREA,MALE,0.11773
2010,France,ALLAGE,ALLAREA,FEMALE,0.18455
2010,France,65+,ALLAREA,BOTHSEX,0.07539
2010,France,ALLAGE,URBAN,BOTHSEX,0.14738
2010,France,ALLAGE,ALLAREA,BOTHSEX,0.1
2011,France,ALLAGE,ALLAREA,BOTHSEX,0
2011,France,<15Y,ALLAREA,BOTHSEX,0.01027
2011,France,15-64,ALLAREA,BOTHSEX,0.1357
2011,France,65+,ALLAREA,BOTHSEX,0.01529
2011,France,ALLAGE,ALLAREA,FEMALE,0.0668
2011,France,ALLAGE,ALLAREA,MALE,0.11917
2011,France,ALLAGE,RURAL,BOTHSEX,0.01722
2019,Latvia,ALLAGE,ALLAREA,FEMALE,0.37281
2019,Latvia,65+,ALLAREA,BOTHSEX,0.07654
2019,Latvia,15-64,ALLAREA,BOTHSEX,0.72874
2019,Latvia,<15Y,ALLAREA,BOTHSEX,0.43756
2019,Latvia,ALLAGE,ALLAREA,BOTHSEX,0.2
2020,Latvia,ALLAGE,ALLAREA,BOTHSEX,0.5
2020,Latvia,ALLAGE,RURAL,BOTHSEX,1.15652
2020,Latvia,ALLAGE,ALLAREA,MALE,0.74624
2020,Latvia,ALLAGE,ALLAREA,FEMALE,0.63844
2017,Serbia,15-64,ALLAREA,BOTHSEX,6.6215
2017,Serbia,<15Y,ALLAREA,BOTHSEX,9.12631
2017,Serbia,ALLAGE,ALLAREA,MALE,6.79841
2017,Serbia,ALLAGE,ALLAREA,FEMALE,5.11736
2017,Serbia,ALLAGE,URBAN,BOTHSEX,4.39049
2017,Serbia,ALLAGE,RURAL,BOTHSEX,8.49302
2017,Serbia,ALLAGE,ALLAREA,BOTHSEX,5.4
2018,Serbia,ALLAGE,ALLAREA,BOTHSEX,2.9
2019,Serbia,ALLAGE,ALLAREA,BOTHSEX,2.3
2011,France,ALLAGE,URBAN,BOTHSEX,0.1316
2012,France,<15Y,ALLAREA,BOTHSEX,0.17638
2012,France,15-64,ALLAREA,BOTHSEX,0.14359
2012,France,65+,ALLAREA,BOTHSEX,0.0771
2012,France,ALLAGE,ALLAREA,FEMALE,0.13338
2012,France,ALLAGE,ALLAREA,MALE,0.14005
2012,France,ALLAGE,RURAL,BOTHSEX,0.14693
2012,France,ALLAGE,URBAN,BOTHSEX,0.13164
2012,France,ALLAGE,ALLAREA,BOTHSEX,0.1
2020,Latvia,65+,ALLAREA,BOTHSEX,0.14666
2020,Latvia,15-64,ALLAREA,BOTHSEX,0.95652
2020,Latvia,<15Y,ALLAREA,BOTHSEX,0.35857
2020,Latvia,ALLAGE,URBAN,BOTHSEX,0.43618
2004,Lithuania,ALLAGE,ALLAREA,BOTHSEX,2.7
2004,Lithuania,ALLAGE,URBAN,BOTHSEX,1.05125
2004,Lithuania,ALLAGE,RURAL,BOTHSEX,3.86205
2004,Lithuania,ALLAGE,ALLAREA,MALE,3.06973
2004,Lithuania,ALLAGE,ALLAREA,FEMALE,2.39271
2013,France,ALLAGE,ALLAREA,BOTHSEX,0.1
2013,France,<15Y,ALLAREA,BOTHSEX,0.04175
2013,France,15-64,ALLAREA,BOTHSEX,0.10566
2013,France,65+,ALLAREA,BOTHSEX,0.07313
2013,France,ALLAGE,ALLAREA,FEMALE,0.06628
2013,France,ALLAGE,ALLAREA,MALE,0.11221
2013,France,ALLAGE,RURAL,BOTHSEX,0.14778
2013,France,ALLAGE,URBAN,BOTHSEX,0.05767
2014,France,<15Y,ALLAREA,BOTHSEX,0.05075
2004,Lithuania,15-64,ALLAREA,BOTHSEX,2.96016
2004,Lithuania,<15Y,ALLAREA,BOTHSEX,4.27063
2004,Lithuania,65+,ALLAREA,BOTHSEX,0.06999
2005,Lithuania,ALLAGE,URBAN,BOTHSEX,0.31411
2005,Lithuania,ALLAGE,RURAL,BOTHSEX,2.82276
2005,Lithuania,ALLAGE,ALLAREA,MALE,1.99229
2005,Lithuania,ALLAGE,ALLAREA,FEMALE,1.5988
2005,Lithuania,65+,ALLAREA,BOTHSEX,0.10278
2005,Lithuania,15-64,ALLAREA,BOTHSEX,2.03875
2020,Serbia,ALLAGE,ALLAREA,BOTHSEX,1.6
2020,Serbia,65+,ALLAREA,BOTHSEX,0.44696
2020,Serbia,15-64,ALLAREA,BOTHSEX,1.93928
2020,Serbia,<15Y,ALLAREA,BOTHSEX,1.92253
2020,Serbia,ALLAGE,ALLAREA,FEMALE,1.37801
2020,Serbia,ALLAGE,ALLAREA,MALE,1.82163
2004,Slovakia,ALLAGE,ALLAREA,BOTHSEX,0.1
2004,Slovakia,ALLAGE,URBAN,BOTHSEX,0.2476
2004,Slovakia,ALLAGE,ALLAREA,MALE,0.28897
2005,Lithuania,<15Y,ALLAREA,BOTHSEX,2.43086
2005,Lithuania,ALLAGE,ALLAREA,BOTHSEX,1.8
2006,Lithuania,ALLAGE,ALLAREA,BOTHSEX,1.5
2006,Lithuania,ALLAGE,ALLAREA,MALE,1.99584
2006,Lithuania,ALLAGE,URBAN,BOTHSEX,0.17073
2006,Lithuania,ALLAGE,ALLAREA,FEMALE,1.15959
2006,Lithuania,65+,ALLAREA,BOTHSEX,0.01283
2006,Lithuania,15-64,ALLAREA,BOTHSEX,1.67736
2006,Lithuania,<15Y,ALLAREA,BOTHSEX,2.68267
2014,France,15-64,ALLAREA,BOTHSEX,0.08626
2014,France,65+,ALLAREA,BOTHSEX,0.0455
2014,France,ALLAGE,ALLAREA,FEMALE,0.07126
2014,France,ALLAGE,ALLAREA,MALE,0.0734
2014,France,ALLAGE,RURAL,BOTHSEX,0.11494
2014,France,ALLAGE,URBAN,BOTHSEX,0.05018
2014,France,ALLAGE,ALLAREA,BOTHSEX,0
2015,France,ALLAGE,ALLAREA,BOTHSEX,0.1
2015,France,<15Y,ALLAREA,BOTHSEX,0.11665
2006,Lithuania,ALLAGE,RURAL,BOTHSEX,2.53239
2007,Lithuania,ALLAGE,RURAL,BOTHSEX,1.88487
2007,Lithuania,ALLAGE,ALLAREA,MALE,1.61953
2007,Lithuania,ALLAGE,ALLAREA,FEMALE,1.1565
2007,Lithuania,65+,ALLAREA,BOTHSEX,0.07384
2007,Lithuania,15-64,ALLAREA,BOTHSEX,1.62264
2007,Lithuania,<15Y,ALLAREA,BOTHSEX,1.82928
2007,Lithuania,ALLAGE,URBAN,BOTHSEX,0.65459
2007,Lithuania,ALLAGE,ALLAREA,BOTHSEX,1.3
2004,Slovakia,ALLAGE,RURAL,BOTHSEX,0.26708
2004,Slovakia,65+,ALLAREA,BOTHSEX,0
2004,Slovakia,ALLAGE,ALLAREA,FEMALE,0.21963
2004,Slovakia,<15Y,ALLAREA,BOTHSEX,0.37918
2004,Slovakia,15-64,ALLAREA,BOTHSEX,0.27369
2005,Slovakia,ALLAGE,ALLAREA,MALE,0.33582
2005,Slovakia,ALLAGE,RURAL,BOTHSEX,0.11417
2005,Slovakia,ALLAGE,URBAN,BOTHSEX,0.33901
2005,Slovakia,65+,ALLAREA,BOTHSEX,0
2015,France,15-64,ALLAREA,BOTHSEX,0.24564
2015,France,65+,ALLAREA,BOTHSEX,0.19018
2015,France,ALLAGE,ALLAREA,FEMALE,0.22772
2015,France,ALLAGE,ALLAREA,MALE,0.19695
2015,France,ALLAGE,RURAL,BOTHSEX,0.2174
2015,France,ALLAGE,URBAN,BOTHSEX,0.21045
2016,France,15-64,ALLAREA,BOTHSEX,0.16543
2016,France,65+,ALLAREA,BOTHSEX,0.14257
2016,France,ALLAGE,ALLAREA,FEMALE,0.16245
2008,Lithuania,ALLAGE,ALLAREA,BOTHSEX,1.4
2008,Lithuania,ALLAGE,URBAN,BOTHSEX,0.57045
2008,Lithuania,ALLAGE,RURAL,BOTHSEX,2.05946
2008,Lithuania,ALLAGE,ALLAREA,MALE,1.85451
2008,Lithuania,ALLAGE,ALLAREA,FEMALE,1.06552
2008,Lithuania,65+,ALLAREA,BOTHSEX,0
2008,Lithuania,15-64,ALLAREA,BOTHSEX,1.61104
2008,Lithuania,<15Y,ALLAREA,BOTHSEX,2.37844
2009,Lithuania,<15Y,ALLAREA,BOTHSEX,3.61436
2016,France,ALLAGE,ALLAREA,MALE,0.13331
2016,France,ALLAGE,RURAL,BOTHSEX,0.08419
2016,France,ALLAGE,URBAN,BOTHSEX,0.18144
2016,France,<15Y,ALLAREA,BOTHSEX,0.09129
2016,France,ALLAGE,ALLAREA,BOTHSEX,0.1
2017,France,ALLAGE,ALLAREA,BOTHSEX,0
2017,France,ALLAGE,URBAN,BOTHSEX,0.10189
2017,France,ALLAGE,RURAL,BOTHSEX,0.12036
2017,France,ALLAGE,ALLAREA,MALE,0.11697
2009,Lithuania,15-64,ALLAREA,BOTHSEX,2.73323
2009,Lithuania,ALLAGE,URBAN,BOTHSEX,1.26182
2009,Lithuania,ALLAGE,RURAL,BOTHSEX,3.22816
2009,Lithuania,ALLAGE,ALLAREA,MALE,2.64601
2009,Lithuania,ALLAGE,ALLAREA,FEMALE,2.19925
2009,Lithuania,65+,ALLAREA,BOTHSEX,0.29715
2009,Lithuania,ALLAGE,ALLAREA,BOTHSEX,2.2
2010,Lithuania,ALLAGE,ALLAREA,BOTHSEX,1.5
2010,Lithuania,65+,ALLAREA,BOTHSEX,0.51147
2005,Slovakia,ALLAGE,ALLAREA,FEMALE,0.23273
2005,Slovakia,<15Y,ALLAREA,BOTHSEX,0.42946
2005,Slovakia,15-64,ALLAREA,BOTHSEX,0.30686
2005,Slovakia,ALLAGE,ALLAREA,BOTHSEX,0.2
2006,Slovakia,ALLAGE,ALLAREA,BOTHSEX,0.2
2006,Slovakia,ALLAGE,URBAN,BOTHSEX,0.2139
2006,Slovakia,<15Y,ALLAREA,BOTHSEX,0.35086
2006,Slovakia,15-64,ALLAREA,BOTHSEX,0.36341
2006,Slovakia,65+,ALLAREA,BOTHSEX,0
2017,France,<15Y,ALLAREA,BOTHSEX,0.05725
2017,France,15-64,ALLAREA,BOTHSEX,0.12258
2017,France,65+,ALLAREA,BOTHSEX,0.10498
2017,France,ALLAGE,ALLAREA,FEMALE,0.09969
2018,France,15-64,ALLAREA,BOTHSEX,0.07569
2018,France,65+,ALLAREA,BOTHSEX,0.08179
2018,France,ALLAGE,ALLAREA,FEMALE,0.09023
2018,France,ALLAGE,ALLAREA,MALE,0.04417
2018,France,ALLAGE,RURAL,BOTHSEX,0.07505
2010,Lithuania,15-64,ALLAREA,BOTHSEX,2.01217
2010,Lithuania,<15Y,ALLAREA,BOTHSEX,1.90783
2010,Lithuania,ALLAGE,URBAN,BOTHSEX,1.37539
2010,Lithuania,ALLAGE,RURAL,BOTHSEX,1.9607
2010,Lithuania,ALLAGE,ALLAREA,MALE,1.65605
2010,Lithuania,ALLAGE,ALLAREA,FEMALE,1.76355
2011,Lithuania,ALLAGE,ALLAREA,MALE,1.05285
2011,Lithuania,ALLAGE,ALLAREA,FEMALE,0.7122
2011,Lithuania,65+,ALLAREA,BOTHSEX,0.4746
2006,Slovakia,ALLAGE,ALLAREA,FEMALE,0.31315
2006,Slovakia,ALLAGE,ALLAREA,MALE,0.30336
2006,Slovakia,ALLAGE,RURAL,BOTHSEX,0.45049
2007,Slovakia,ALLAGE,ALLAREA,FEMALE,0.44264
2007,Slovakia,ALLAGE,ALLAREA,MALE,0.4101
2007,Slovakia,65+,ALLAREA,BOTHSEX,0
2007,Slovakia,<15Y,ALLAREA,BOTHSEX,0.62741
2007,Slovakia,15-64,ALLAREA,BOTHSEX,0.481
2007,Slovakia,ALLAGE,RURAL,BOTHSEX,0.29221
2018,France,ALLAGE,URBAN,BOTHSEX,0.06409
2018,France,<15Y,ALLAREA,BOTHSEX,0.02157
2018,France,ALLAGE,ALLAREA,BOTHSEX,0
2019,France,ALLAGE,ALLAREA,BOTHSEX,0.1
2019,France,<15Y,ALLAREA,BOTHSEX,0.05067
2019,France,15-64,ALLAREA,BOTHSEX,0.3867
2019,France,65+,ALLAREA,BOTHSEX,0.18664
2019,France,ALLAGE,ALLAREA,FEMALE,0.24129
2019,France,ALLAGE,ALLAREA,MALE,0.33853
2011,Lithuania,15-64,ALLAREA,BOTHSEX,1.08145
2011,Lithuania,<15Y,ALLAREA,BOTHSEX,0.37194
2011,Lithuania,ALLAGE,URBAN,BOTHSEX,0.4534
2011,Lithuania,ALLAGE,RURAL,BOTHSEX,1.33172
2011,Lithuania,ALLAGE,ALLAREA,BOTHSEX,0.7
2012,Lithuania,ALLAGE,ALLAREA,BOTHSEX,0.9
