Year,Gender,Country Name,Value
2012,Male,India,66.324
2013,Male,India,66.961
2014,Male,India,67.651
2015,Male,India,68.285
2016,Male,India,68.81
2017,Male,India,69.159
2018,Male,India,69.367
2019,Male,India,69.525
2020,Male,India,68.615
2021,Male,India,65.756
1998,Female,Israel,80.3
1999,Female,Israel,80.4
2000,Female,Israel,80.9
2001,Female,Israel,81.2
2002,Female,Israel,81.5
2003,Female,Israel,81.8
2004,Female,Israel,82.4
2005,Female,Israel,82.2
2006,Female,Israel,82.5
2007,Female,Israel,82.4
2008,Female,Israel,83.0
2009,Female,Israel,83.3
2010,Female,Israel,83.6
2011,Female,Israel,83.5
2012,Female,Israel,83.6
2013,Female,Israel,83.9
2014,Female,Israel,84.1
2015,Female,Israel,84.1
2016,Female,Israel,84.2
2017,Female,Israel,84.6
2018,Female,Israel,84.8
2019,Female,Israel,84.7
2020,Female,Israel,84.8
2021,Female,Israel,84.6
1998,Total,Israel,78.14878049
1999,Total,Israel,78.65853659
2000,Total,Israel,78.95365854
2001,Total,Israel,79.40731707
2002,Total,Israel,79.45121951
2003,Total,Israel,79.64878049
2004,Total,Israel,80.14634146
2005,Total,Israel,80.15121951
2006,Total,Israel,80.55365854
2007,Total,Israel,80.50487805
2008,Total,Israel,80.95121951
2009,Total,Israel,81.40487805
2010,Total,Israel,81.60243902
2011,Total,Israel,81.65609756
2012,Total,Israel,81.70487805
2013,Total,Israel,82.05609756
2014,Total,Israel,82.15365854
2015,Total,Israel,82.05121951
2016,Total,Israel,82.40731707
2017,Total,Israel,82.55121951
2018,Total,Israel,82.80243902
2019,Total,Israel,82.80487805
2020,Total,Israel,82.64878049
2021,Total,Israel,82.5
1998,Male,Israel,76.1
1999,Male,Israel,77.0
2000,Male,Israel,77.1
2001,Male,Israel,77.7
2002,Male,Israel,77.5
2003,Male,Israel,77.6
2004,Male,Israel,78.0
2005,Male,Israel,78.2
2006,Male,Israel,78.7
2007,Male,Israel,78.7
2008,Male,Israel,79.0
2009,Male,Israel,79.6
2010,Male,Israel,79.7
2011,Male,Israel,79.9
2012,Male,Israel,79.9
2013,Male,Israel,80.3
2014,Male,Israel,80.3
2015,Male,Israel,80.1
2016,Male,Israel,80.7
2017,Male,Israel,80.6
2018,Male,Israel,80.9
2019,Male,Israel,81.0
2020,Male,Israel,80.6
2021,Male,Israel,80.5
1998,Female,Japan,84.01
1999,Female,Japan,83.99
2000,Female,Japan,84.6
2001,Female,Japan,84.93
2002,Female,Japan,85.23
2003,Female,Japan,85.33
2004,Female,Japan,85.59
2005,Female,Japan,85.52
2006,Female,Japan,85.81
2007,Female,Japan,85.99
2008,Female,Japan,86.05
2009,Female,Japan,86.44
2010,Female,Japan,86.3
2011,Female,Japan,85.9
2012,Female,Japan,86.41
2013,Female,Japan,86.61
2014,Female,Japan,86.83
2015,Female,Japan,86.99
2016,Female,Japan,87.14
2017,Female,Japan,87.26
2018,Female,Japan,87.32
2019,Female,Japan,87.45
2020,Female,Japan,87.71
2021,Female,Japan,87.57
1998,Total,Japan,80.50146341
1999,Total,Japan,80.46097561
2000,Total,Japan,81.07609756
2001,Total,Japan,81.41634146
2002,Total,Japan,81.69073171
2003,Total,Japan,81.76
2004,Total,Japan,82.0302439
2005,Total,Japan,81.95512195
2006,Total,Japan,82.32195122
2007,Total,Japan,82.50707317
2008,Total,Japan,82.58756098
2009,Total,Japan,82.93146341
2010,Total,Japan,82.84268293
2011,Total,Japan,82.59121951
2012,Total,Japan,83.09609756
2013,Total,Japan,83.33195122
2014,Total,Japan,83.58780488
2015,Total,Japan,83.79390244
2016,Total,Japan,83.98487805
2017,Total,Japan,84.0997561
2018,Total,Japan,84.21097561
2019,Total,Japan,84.35634146
2020,Total,Japan,84.56
2021,Total,Japan,84.44560976
1998,Male,Japan,77.16
1999,Male,Japan,77.1
2000,Male,Japan,77.72
2001,Male,Japan,78.07
2002,Male,Japan,78.32
2003,Male,Japan,78.36
2004,Male,Japan,78.64
2005,Male,Japan,78.56
2006,Male,Japan,79.0
2007,Male,Japan,79.19
2008,Male,Japan,79.29
2009,Male,Japan,79.59
2010,Male,Japan,79.55
2011,Male,Japan,79.44
2012,Male,Japan,79.94
2013,Male,Japan,80.21
2014,Male,Japan,80.5
2015,Male,Japan,80.75
2016,Male,Japan,80.98
2017,Male,Japan,81.09
2018,Male,Japan,81.25
2019,Male,Japan,81.41
2020,Male,Japan,81.56
2021,Male,Japan,81.47
1998,Female,Mexico,76.082
1999,Female,Mexico,76.308
2000,Female,Mexico,76.512
2001,Female,Mexico,76.685
2002,Female,Mexico,76.826
2003,Female,Mexico,76.921
2004,Female,Mexico,76.983
2005,Female,Mexico,76.986
2006,Female,Mexico,76.981
2007,Female,Mexico,76.956
2008,Female,Mexico,76.952
2009,Female,Mexico,76.993
2010,Female,Mexico,77.117
2011,Female,Mexico,77.311
2012,Female,Mexico,77.535
2013,Female,Mexico,77.706
2014,Female,Mexico,77.782
2015,Female,Mexico,77.692
2016,Female,Mexico,77.486
2017,Female,Mexico,77.303
2018,Female,Mexico,77.286
2019,Female,Mexico,77.574
2020,Female,Mexico,74.314
2021,Female,Mexico,74.864
1998,Total,Mexico,72.845
1999,Total,Mexico,73.225
2000,Total,Mexico,73.569
2001,Total,Mexico,73.867
2002,Total,Mexico,74.106
2003,Total,Mexico,74.274
2004,Total,Mexico,74.372
2005,Total,Mexico,74.376
2006,Total,Mexico,74.331
2007,Total,Mexico,74.238
2008,Total,Mexico,74.152
2009,Total,Mexico,74.119
2010,Total,Mexico,74.19
2011,Total,Mexico,74.365
2012,Total,Mexico,74.574
2013,Total,Mexico,74.739
2014,Total,Mexico,74.797
2015,Total,Mexico,74.682
2016,Total,Mexico,74.412
2017,Total,Mexico,74.138
2018,Total,Mexico,74.015
2019,Total,Mexico,74.202
2020,Total,Mexico,70.133
2021,Total,Mexico,70.213
1998,Male,Mexico,69.717
1999,Male,Mexico,70.227
2000,Male,Mexico,70.692
2001,Male,Mexico,71.098
2002,Male,Mexico,71.422
2003,Male,Mexico,71.653
2004,Male,Mexico,71.781
2005,Male,Mexico,71.782
2006,Male,Mexico,71.697
2007,Male,Mexico,71.54
2008,Male,Mexico,71.376
2009,Male,Mexico,71.273
2010,Male,Mexico,71.295
2011,Male,Mexico,71.451
2012,Male,Mexico,71.651
2013,Male,Mexico,71.814
2014,Male,Mexico,71.859
2015,Male,Mexico,71.723
2016,Male,Mexico,71.398
2017,Male,Mexico,71.044
2018,Male,Mexico,70.829
2019,Male,Mexico,70.931
2020,Male,Mexico,66.334
2021,Male,Mexico,66.056
1998,Female,New Zealand,80.8
1999,Female,New Zealand,80.4
2000,Female,New Zealand,81.3
2001,Female,New Zealand,81.1
2002,Female,New Zealand,81.1
2003,Female,New Zealand,81.4
2004,Female,New Zealand,81.7
2005,Female,New Zealand,81.9
2006,Female,New Zealand,82.2
2007,Female,New Zealand,82.2
2008,Female,New Zealand,82.4
2009,Female,New Zealand,82.7
2010,Female,New Zealand,82.8
2011,Female,New Zealand,83.0
2012,Female,New Zealand,83.2
2013,Female,New Zealand,83.3
2014,Female,New Zealand,83.27
2015,Female,New Zealand,83.4
2016,Female,New Zealand,83.4
2017,Female,New Zealand,83.6
2018,Female,New Zealand,83.5
2019,Female,New Zealand,83.9
2020,Female,New Zealand,84.1
2021,Female,New Zealand,84.0
1998,Total,New Zealand,78.08536585
1999,Total,New Zealand,77.8902439
2000,Total,New Zealand,78.63658537
2001,Total,New Zealand,78.69268293
2002,Total,New Zealand,78.84634146
2003,Total,New Zealand,79.14634146
2004,Total,New Zealand,79.54878049
2005,Total,New Zealand,79.85121951
2006,Total,New Zealand,80.04878049
2007,Total,New Zealand,80.15121951
2008,Total,New Zealand,80.35121951
2009,Total,New Zealand,80.70243902
2010,Total,New Zealand,80.90487805
2011,Total,New Zealand,81.15609756
2012,Total,New Zealand,81.40731707
2013,Total,New Zealand,81.40487805
2014,Total,New Zealand,81.45682927
2015,Total,New Zealand,81.61243902
2016,Total,New Zealand,81.65853659
2017,Total,New Zealand,81.85853659
2018,Total,New Zealand,81.70731707
2019,Total,New Zealand,82.05609756
2020,Total,New Zealand,82.25609756
2021,Total,New Zealand,82.20731707
1998,Male,New Zealand,75.5
1999,Male,New Zealand,75.5
2000,Male,New Zealand,76.1
2001,Male,New Zealand,76.4
2002,Male,New Zealand,76.7
2003,Male,New Zealand,77.0
2004,Male,New Zealand,77.5
2005,Male,New Zealand,77.9
2006,Male,New Zealand,78.0
2007,Male,New Zealand,78.2
2008,Male,New Zealand,78.4
2009,Male,New Zealand,78.8
2010,Male,New Zealand,79.1
2011,Male,New Zealand,79.4
2012,Male,New Zealand,79.7
2013,Male,New Zealand,79.6
2014,Male,New Zealand,79.73
2015,Male,New Zealand,79.91
2016,Male,New Zealand,80.0
2017,Male,New Zealand,80.2
2018,Male,New Zealand,80.0
2019,Male,New Zealand,80.3
2020,Male,New Zealand,80.5
2021,Male,New Zealand,80.5
1998,Female,"Korea, Rep.",79.0
1999,Female,"Korea, Rep.",79.2
2000,Female,"Korea, Rep.",79.7
2001,Female,"Korea, Rep.",80.1
2002,Female,"Korea, Rep.",80.3
2003,Female,"Korea, Rep.",80.8
2004,Female,"Korea, Rep.",81.2
2005,Female,"Korea, Rep.",81.6
2006,Female,"Korea, Rep.",82.1
2007,Female,"Korea, Rep.",82.5
2008,Female,"Korea, Rep.",83.0
2009,Female,"Korea, Rep.",83.4
2010,Female,"Korea, Rep.",83.6
2011,Female,"Korea, Rep.",84.0
2012,Female,"Korea, Rep.",84.2
2013,Female,"Korea, Rep.",84.6
2014,Female,"Korea, Rep.",85.0
2015,Female,"Korea, Rep.",85.2
2016,Female,"Korea, Rep.",85.4
2017,Female,"Korea, Rep.",85.7
2018,Female,"Korea, Rep.",85.7
2019,Female,"Korea, Rep.",86.3
2020,Female,"Korea, Rep.",86.5
2021,Female,"Korea, Rep.",86.6
1998,Total,"Korea, Rep.",75.00487805
1999,Total,"Korea, Rep.",75.4097561
2000,Total,"Korea, Rep.",75.9097561
2001,Total,"Korea, Rep.",76.41219512
2002,Total,"Korea, Rep.",76.76585366
2003,Total,"Korea, Rep.",77.21463415
2004,Total,"Korea, Rep.",77.66585366
2005,Total,"Korea, Rep.",78.16829268
2006,Total,"Korea, Rep.",78.66829268
2007,Total,"Korea, Rep.",79.1195122
2008,Total,"Korea, Rep.",79.51707317
2009,Total,"Korea, Rep.",79.96829268
2010,Total,"Korea, Rep.",80.11707317
2011,Total,"Korea, Rep.",80.56829268
2012,Total,"Korea, Rep.",80.8195122
2013,Total,"Korea, Rep.",81.27073171
2014,Total,"Korea, Rep.",81.72195122
2015,Total,"Korea, Rep.",82.02439024
2016,Total,"Korea, Rep.",82.27560976
2017,Total,"Korea, Rep.",82.62682927
2018,Total,"Korea, Rep.",82.62682927
2019,Total,"Korea, Rep.",83.22682927
2020,Total,"Korea, Rep.",83.42682927
2021,Total,"Korea, Rep.",83.52682927
1998,Male,"Korea, Rep.",71.2
1999,Male,"Korea, Rep.",71.8
2000,Male,"Korea, Rep.",72.3
2001,Male,"Korea, Rep.",72.9
2002,Male,"Korea, Rep.",73.4
2003,Male,"Korea, Rep.",73.8
2004,Male,"Korea, Rep.",74.3
2005,Male,"Korea, Rep.",74.9
2006,Male,"Korea, Rep.",75.4
2007,Male,"Korea, Rep.",75.9
2008,Male,"Korea, Rep.",76.2
2009,Male,"Korea, Rep.",76.7
2010,Male,"Korea, Rep.",76.8
2011,Male,"Korea, Rep.",77.3
2012,Male,"Korea, Rep.",77.6
2013,Male,"Korea, Rep.",78.1
2014,Male,"Korea, Rep.",78.6
2015,Male,"Korea, Rep.",79.0
2016,Male,"Korea, Rep.",79.3
2017,Male,"Korea, Rep.",79.7
2018,Male,"Korea, Rep.",79.7
2019,Male,"Korea, Rep.",80.3
2020,Male,"Korea, Rep.",80.5
2021,Male,"Korea, Rep.",80.6
1998,Female,United Arab Emirates,75.676
1999,Female,United Arab Emirates,76.193
2000,Female,United Arab Emirates,76.617
2001,Female,United Arab Emirates,76.998
2002,Female,United Arab Emirates,77.35
2003,Female,United Arab Emirates,78.521
2004,Female,United Arab Emirates,78.784
2005,Female,United Arab Emirates,79.033
2006,Female,United Arab Emirates,79.289
2007,Female,United Arab Emirates,79.52
2008,Female,United Arab Emirates,79.75
2009,Female,United Arab Emirates,79.982
2010,Female,United Arab Emirates,80.203
2011,Female,United Arab Emirates,80.415
2012,Female,United Arab Emirates,80.623
2013,Female,United Arab Emirates,80.828
2014,Female,United Arab Emirates,81.023
2015,Female,United Arab Emirates,81.212
2016,Female,United Arab Emirates,81.396
2017,Female,United Arab Emirates,81.626
2018,Female,United Arab Emirates,81.79
2019,Female,United Arab Emirates,81.907
2020,Female,United Arab Emirates,81.112
2021,Female,United Arab Emirates,80.937
1998,Total,United Arab Emirates,73.066
1999,Total,United Arab Emirates,73.67
2000,Total,United Arab Emirates,74.38
2001,Total,United Arab Emirates,74.636
2002,Total,United Arab Emirates,74.901
2003,Total,United Arab Emirates,76.222
2004,Total,United Arab Emirates,76.453
2005,Total,United Arab Emirates,76.683
2006,Total,United Arab Emirates,76.909
2007,Total,United Arab Emirates,77.129
2008,Total,United Arab Emirates,77.488
2009,Total,United Arab Emirates,78.003
2010,Total,United Arab Emirates,78.334
2011,Total,United Arab Emirates,78.517
2012,Total,United Arab Emirates,78.716
2013,Total,United Arab Emirates,78.853
2014,Total,United Arab Emirates,79.044
2015,Total,United Arab Emirates,79.223
2016,Total,United Arab Emirates,79.335
2017,Total,United Arab Emirates,79.504
2018,Total,United Arab Emirates,79.627
2019,Total,United Arab Emirates,79.726
2020,Total,United Arab Emirates,78.946
2021,Total,United Arab Emirates,78.71
1998,Male,United Arab Emirates,71.704
1999,Male,United Arab Emirates,72.348
2000,Male,United Arab Emirates,73.166
2001,Male,United Arab Emirates,73.388
2002,Male,United Arab Emirates,73.631
2003,Male,United Arab Emirates,74.984
2004,Male,United Arab Emirates,75.202
2005,Male,United Arab Emirates,75.417
2006,Male,United Arab Emirates,75.639
2007,Male,United Arab Emirates,75.825
2008,Male,United Arab Emirates,76.027
2009,Male,United Arab Emirates,76.233
2010,Male,United Arab Emirates,76.459
2011,Male,United Arab Emirates,76.665
2012,Male,United Arab Emirates,76.931
2013,Male,United Arab Emirates,77.084
2014,Male,United Arab Emirates,77.331
2015,Male,United Arab Emirates,77.563
2016,Male,United Arab Emirates,77.684
2017,Male,United Arab Emirates,77.871
2018,Male,United Arab Emirates,78.028
2019,Male,United Arab Emirates,78.175
2020,Male,United Arab Emirates,77.464
2021,Male,United Arab Emirates,77.216
1998,Female,Viet Nam,76.761
1999,Female,Viet Nam,77.023
2000,Female,Viet Nam,77.114
2001,Female,Viet Nam,77.309
2002,Female,Viet Nam,77.504
2003,Female,Viet Nam,77.718
2004,Female,Viet Nam,77.919
2005,Female,Viet Nam,77.988
2006,Female,Viet Nam,78.06
2007,Female,Viet Nam,78.212
2008,Female,Viet Nam,78.237
2009,Female,Viet Nam,78.266
2010,Female,Viet Nam,78.264
2011,Female,Viet Nam,78.415
2012,Female,Viet Nam,78.422
2013,Female,Viet Nam,78.478
2014,Female,Viet Nam,78.593
2015,Female,Viet Nam,78.656
2016,Female,Viet Nam,78.755
2017,Female,Viet Nam,78.72
2018,Female,Viet Nam,78.777
2019,Female,Viet Nam,78.888
2020,Female,Viet Nam,79.92
2021,Female,Viet Nam,78.235
1998,Total,Viet Nam,72.107
1999,Total,Viet Nam,72.317
2000,Total,Viet Nam,72.462
2001,Total,Viet Nam,72.647
2002,Total,Viet Nam,72.801
2003,Total,Viet Nam,72.98
2004,Total,Viet Nam,73.135
2005,Total,Viet Nam,73.271
2006,Total,Viet Nam,73.319
2007,Total,Viet Nam,73.436
2008,Total,Viet Nam,73.411
2009,Total,Viet Nam,73.498
2010,Total,Viet Nam,73.513
2011,Total,Viet Nam,73.692
2012,Total,Viet Nam,73.704
2013,Total,Viet Nam,73.775
2014,Total,Viet Nam,73.855
2015,Total,Viet Nam,73.876
2016,Total,Viet Nam,73.938
2017,Total,Viet Nam,73.963
2018,Total,Viet Nam,73.976
2019,Total,Viet Nam,74.093
2020,Total,Viet Nam,75.378
2021,Total,Viet Nam,73.618
1998,Male,Viet Nam,67.427
1999,Male,Viet Nam,67.589
2000,Male,Viet Nam,67.773
2001,Male,Viet Nam,67.952
2002,Male,Viet Nam,68.075
2003,Male,Viet Nam,68.228
2004,Male,Viet Nam,68.348
2005,Male,Viet Nam,68.543
2006,Male,Viet Nam,68.579
2007,Male,Viet Nam,68.67
2008,Male,Viet Nam,68.613
2009,Male,Viet Nam,68.751
2010,Male,Viet Nam,68.784
2011,Male,Viet Nam,68.984
2012,Male,Viet Nam,69.007
2013,Male,Viet Nam,69.094
2014,Male,Viet Nam,69.149
2015,Male,Viet Nam,69.144
2016,Male,Viet Nam,69.18
2017,Male,Viet Nam,69.26
2018,Male,Viet Nam,69.245
2019,Male,Viet Nam,69.369
2020,Male,Viet Nam,70.787
2021,Male,Viet Nam,69.117
1998,Female,Austria,81.0
1999,Female,Austria,81.0
2000,Female,Austria,81.2
2001,Female,Austria,81.7
2002,Female,Austria,81.7
2003,Female,Austria,81.5
2004,Female,Austria,82.1
2005,Female,Austria,82.2
2006,Female,Austria,82.8
2007,Female,Austria,83.1
2008,Female,Austria,83.3
2009,Female,Austria,83.2
2010,Female,Austria,83.5
2011,Female,Austria,83.8
2012,Female,Austria,83.6
2013,Female,Austria,83.8
2014,Female,Austria,84.0
2015,Female,Austria,83.7
2016,Female,Austria,84.1
2017,Female,Austria,84.0
2018,Female,Austria,84.1
2019,Female,Austria,84.2
2020,Female,Austria,83.6
2021,Female,Austria,83.8
1998,Total,Austria,77.67073171
1999,Total,Austria,77.87560976
2000,Total,Austria,78.12682927
2001,Total,Austria,78.57560976
2002,Total,Austria,78.67804878
2003,Total,Austria,78.63170732
2004,Total,Austria,79.1804878
2005,Total,Austria,79.33170732
2006,Total,Austria,79.8804878
2007,Total,Austria,80.1804878
2008,Total,Austria,80.43170732
2009,Total,Austria,80.33170732
2010,Total,Austria,80.5804878
2011,Total,Austria,80.98292683
2012,Total,Austria,80.93658537
2013,Total,Austria,81.13658537
2014,Total,Austria,81.4902439
2015,Total,Austria,81.1902439
2016,Total,Austria,81.64146341
2017,Total,Austria,81.64390244
2018,Total,Austria,81.69268293
2019,Total,Austria,81.89512195
2020,Total,Austria,81.19268293
2021,Total,Austria,81.23902439
1998,Male,Austria,74.5
1999,Male,Austria,74.9
2000,Male,Austria,75.2
2001,Male,Austria,75.6
2002,Male,Austria,75.8
2003,Male,Austria,75.9
2004,Male,Austria,76.4
2005,Male,Austria,76.6
2006,Male,Austria,77.1
2007,Male,Austria,77.4
2008,Male,Austria,77.7
2009,Male,Austria,77.6
2010,Male,Austria,77.8
2011,Male,Austria,78.3
2012,Male,Austria,78.4
2013,Male,Austria,78.6
2014,Male,Austria,79.1
2015,Male,Austria,78.8
2016,Male,Austria,79.3
2017,Male,Austria,79.4
2018,Male,Austria,79.4
2019,Male,Austria,79.7
2020,Male,Austria,78.9
2021,Male,Austria,78.8
1998,Female,Belgium,80.7
1999,Female,Belgium,81.0
2000,Female,Belgium,81.0
2001,Female,Belgium,81.2
2002,Female,Belgium,81.2
2003,Female,Belgium,81.1
2004,Female,Belgium,81.9
2005,Female,Belgium,81.9
2006,Female,Belgium,82.3
2007,Female,Belgium,82.6
2008,Female,Belgium,82.6
2009,Female,Belgium,82.8
2010,Female,Belgium,83.0
2011,Female,Belgium,83.3
2012,Female,Belgium,83.1
2013,Female,Belgium,83.2
2014,Female,Belgium,83.9
2015,Female,Belgium,83.4
2016,Female,Belgium,84.0
2017,Female,Belgium,83.9
2018,Female,Belgium,83.9
2019,Female,Belgium,84.3
2020,Female,Belgium,83.0
2021,Female,Belgium,84.4
1998,Total,Belgium,77.47317073
1999,Total,Belgium,77.6195122
2000,Total,Belgium,77.72195122
2001,Total,Belgium,77.97317073
2002,Total,Belgium,78.07560976
2003,Total,Belgium,78.12926829
2004,Total,Belgium,78.87804878
2005,Total,Belgium,78.9804878
2006,Total,Belgium,79.3804878
2007,Total,Belgium,79.78292683
2008,Total,Belgium,79.6804878
2009,Total,Belgium,80.03414634
2010,Total,Belgium,80.18292683
2011,Total,Belgium,80.58536585
2012,Total,Belgium,80.38536585
2013,Total,Belgium,80.58780488
2014,Total,Belgium,81.28780488
2015,Total,Belgium,80.99268293
2016,Total,Belgium,81.43902439
2017,Total,Belgium,81.49268293
2018,Total,Belgium,81.59512195
2019,Total,Belgium,81.99512195
2020,Total,Belgium,80.69512195
2021,Total,Belgium,81.8902439
1998,Male,Belgium,74.4
1999,Male,Belgium,74.4
2000,Male,Belgium,74.6
2001,Male,Belgium,74.9
2002,Male,Belgium,75.1
2003,Male,Belgium,75.3
2004,Male,Belgium,76.0
2005,Male,Belgium,76.2
2006,Male,Belgium,76.6
2007,Male,Belgium,77.1
2008,Male,Belgium,76.9
2009,Male,Belgium,77.4
2010,Male,Belgium,77.5
2011,Male,Belgium,78.0
2012,Male,Belgium,77.8
2013,Male,Belgium,78.1
2014,Male,Belgium,78.8
2015,Male,Belgium,78.7
2016,Male,Belgium,79.0
2017,Male,Belgium,79.2
2018,Male,Belgium,79.4
2019,Male,Belgium,79.8
2020,Male,Belgium,78.5
2021,Male,Belgium,79.5
1998,Female,Bulgaria,74.8
1999,Female,Bulgaria,75.1
2000,Female,Bulgaria,75.3
2001,Female,Bulgaria,75.2
2002,Female,Bulgaria,75.4
2003,Female,Bulgaria,75.6
2004,Female,Bulgaria,76.2
2005,Female,Bulgaria,76.3
2006,Female,Bulgaria,76.3
2007,Female,Bulgaria,76.3
2008,Female,Bulgaria,76.6
2009,Female,Bulgaria,77.1
2010,Female,Bulgaria,77.2
2011,Female,Bulgaria,77.8
2012,Female,Bulgaria,77.9
2013,Female,Bulgaria,78.6
2014,Female,Bulgaria,78.0
2015,Female,Bulgaria,78.2
2016,Female,Bulgaria,78.5
2017,Female,Bulgaria,78.4
2018,Female,Bulgaria,78.6
2019,Female,Bulgaria,78.8
2020,Female,Bulgaria,77.5
2021,Female,Bulgaria,75.1
1998,Total,Bulgaria,71.06097561
1999,Total,Bulgaria,71.41219512
2000,Total,Bulgaria,71.66341463
2001,Total,Bulgaria,71.76829268
2002,Total,Bulgaria,71.86585366
2003,Total,Bulgaria,72.06585366
2004,Total,Bulgaria,72.56341463
2005,Total,Bulgaria,72.56097561
2006,Total,Bulgaria,72.61219512
2007,Total,Bulgaria,72.66341463
2008,Total,Bulgaria,72.96341463
2009,Total,Bulgaria,73.41219512
2010,Total,Bulgaria,73.51219512
2011,Total,Bulgaria,74.16341463
2012,Total,Bulgaria,74.31463415
2013,Total,Bulgaria,74.86097561
2014,Total,Bulgaria,74.46585366
2015,Total,Bulgaria,74.61463415
2016,Total,Bulgaria,74.81219512
2017,Total,Bulgaria,74.81463415
2018,Total,Bulgaria,74.96341463
2019,Total,Bulgaria,75.11219512
2020,Total,Bulgaria,73.65853659
2021,Total,Bulgaria,71.51463415
1998,Male,Bulgaria,67.5
1999,Male,Bulgaria,67.9
2000,Male,Bulgaria,68.2
2001,Male,Bulgaria,68.5
2002,Male,Bulgaria,68.5
2003,Male,Bulgaria,68.7
2004,Male,Bulgaria,69.1
2005,Male,Bulgaria,69.0
2006,Male,Bulgaria,69.1
2007,Male,Bulgaria,69.2
2008,Male,Bulgaria,69.5
2009,Male,Bulgaria,69.9
2010,Male,Bulgaria,70.0
2011,Male,Bulgaria,70.7
2012,Male,Bulgaria,70.9
2013,Male,Bulgaria,71.3
2014,Male,Bulgaria,71.1
2015,Male,Bulgaria,71.2
2016,Male,Bulgaria,71.3
2017,Male,Bulgaria,71.4
2018,Male,Bulgaria,71.5
2019,Male,Bulgaria,71.6
2020,Male,Bulgaria,70.0
2021,Male,Bulgaria,68.1
1998,Female,Croatia,76.22
1999,Female,Croatia,76.55
2000,Female,Croatia,76.68
2001,Female,Croatia,78.17
2002,Female,Croatia,78.4
2003,Female,Croatia,78.23
2004,Female,Croatia,79.08
2005,Female,Croatia,78.83
2006,Female,Croatia,79.33
2007,Female,Croatia,79.25
2008,Female,Croatia,79.6
2009,Female,Croatia,79.6
2010,Female,Croatia,79.6
2011,Female,Croatia,79.9
2012,Female,Croatia,80.1
2013,Female,Croatia,80.2
2014,Female,Croatia,80.5
2015,Female,Croatia,80.4
2016,Female,Croatia,81.3
2017,Female,Croatia,80.9
2018,Female,Croatia,81.4
2019,Female,Croatia,81.6
2020,Female,Croatia,80.9
2021,Female,Croatia,79.6
1998,Total,Croatia,72.31707317
1999,Total,Croatia,72.64195122
2000,Total,Croatia,72.80780488
2001,Total,Croatia,74.51292683
2002,Total,Croatia,74.71731707
2003,Total,Croatia,74.61390244
2004,Total,Croatia,75.5202439
2005,Total,Croatia,75.24463415
2006,Total,Croatia,75.83682927
2007,Total,Croatia,75.70560976
2008,Total,Croatia,75.91219512
2009,Total,Croatia,76.16829268
2010,Total,Croatia,76.47560976
2011,Total,Croatia,76.77560976
2012,Total,Croatia,76.92439024
2013,Total,Croatia,77.12682927
2014,Total,Croatia,77.47804878
2015,Total,Croatia,77.27560976
2016,Total,Croatia,78.02195122
2017,Total,Croatia,77.82682927
2018,Total,Croatia,78.07073171
2019,Total,Croatia,78.42439024
2020,Total,Croatia,77.72439024
2021,Total,Croatia,76.42439024
1998,Male,Croatia,68.6
1999,Male,Croatia,68.92
2000,Male,Croatia,69.12
2001,Male,Croatia,71.03
2002,Male,Croatia,71.21
2003,Male,Croatia,71.17
2004,Male,Croatia,72.13
2005,Male,Croatia,71.83
2006,Male,Croatia,72.51
2007,Male,Croatia,72.33
2008,Male,Croatia,72.4
2009,Male,Croatia,72.9
2010,Male,Croatia,73.5
2011,Male,Croatia,73.8
2012,Male,Croatia,73.9
2013,Male,Croatia,74.2
2014,Male,Croatia,74.6
2015,Male,Croatia,74.3
2016,Male,Croatia,74.9
2017,Male,Croatia,74.9
2018,Male,Croatia,74.9
2019,Male,Croatia,75.4
2020,Male,Croatia,74.7
2021,Male,Croatia,73.4
1998,Female,Cyprus,78.417
1999,Female,Cyprus,78.363
2000,Female,Cyprus,78.552
2001,Female,Cyprus,79.02
2002,Female,Cyprus,79.635
2003,Female,Cyprus,79.992
2004,Female,Cyprus,80.105
2005,Female,Cyprus,80.287
2006,Female,Cyprus,80.522
2007,Female,Cyprus,81.006
2008,Female,Cyprus,81.198
2009,Female,Cyprus,81.766
2010,Female,Cyprus,82.048
2011,Female,Cyprus,82.336
2012,Female,Cyprus,82.15
2013,Female,Cyprus,82.405
2014,Female,Cyprus,82.723
2015,Female,Cyprus,82.873
2016,Female,Cyprus,83.185
2017,Female,Cyprus,83.415
2018,Female,Cyprus,83.058
2019,Female,Cyprus,83.27
2020,Female,Cyprus,83.448
2021,Female,Cyprus,83.204
1998,Total,Cyprus,76.182
1999,Total,Cyprus,76.295
2000,Total,Cyprus,76.568
2001,Total,Cyprus,76.989
2002,Total,Cyprus,77.487
2003,Total,Cyprus,77.788
2004,Total,Cyprus,77.944
2005,Total,Cyprus,78.101
2006,Total,Cyprus,78.371
2007,Total,Cyprus,78.81
2008,Total,Cyprus,78.981
2009,Total,Cyprus,79.401
2010,Total,Cyprus,79.665
2011,Total,Cyprus,79.999
2012,Total,Cyprus,80.109
2013,Total,Cyprus,80.402
2014,Total,Cyprus,80.771
2015,Total,Cyprus,80.966
2016,Total,Cyprus,81.056
2017,Total,Cyprus,81.328
2018,Total,Cyprus,81.382
2019,Total,Cyprus,81.397
2020,Total,Cyprus,81.391
2021,Total,Cyprus,81.203
1998,Male,Cyprus,74.0
1999,Male,Cyprus,74.255
