Year,SeriesCode,GeoAreaName,Counterpart,Value
2018,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,ZW,5.80353
2018,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,SO,8.07733
2018,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,CN,2.20713
2018,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,IN,0.57189
2018,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,KE,2.32206
2018,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,JM,5.99303
2018,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,NP,5.28434
2018,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,NG,2.75769
2018,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,BG,2.86917
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,PL,0.87085
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,ZW,6.3419
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,IN,-0.04035
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,ZA,1.52713
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,SO,8.75248
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,RO,1.08052
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,BD,2.30805
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,AL,7.99398
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,ZM,8.62322
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,VN,3.32255
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,KE,1.2594
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,GH,1.54571
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,ER,11.64296
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,RW,6.92753
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,PK,2.34338
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,NG,4.75291
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,LT,0.73337
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,LK,1.69574
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,GM,6.35886
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,LB,7.43055
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,NP,4.85054
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,SL,13.48656
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,JM,6.42265
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,ET,5.44876
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,AF,11.43922
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,UG,3.95852
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,PH,0.69805
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,CN,2.07417
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,TH,2.26984
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,TZ,5.80142
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,BR,2.48654
2019,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,BG,1.63477
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,RO,-0.54171
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,TH,2.48775
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,GM,1.69985
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,NG,2.84974
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,ZA,4.57233
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,PL,0.33922
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,PH,0.12825
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,LK,1.96916
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,TZ,2.86274
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,NP,3.48339
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,AL,7.39973
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,ZM,8.29103
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,BG,2.37975
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,SL,12.67743
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,KE,1.81344
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,VN,4.01921
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,PK,0.50345
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,BD,1.83594
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,CN,2.59778
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,SO,5.43534
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,ET,5.75154
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,AF,15.34888
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,GH,2.89358
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,ZW,4.0933
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,IN,0.27801
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,LT,0.97035
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,BR,3.74149
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,ER,7.75697
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,UG,2.26502
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,LB,8.05017
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,JM,3.44694
2020,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,RW,7.95314
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,TZ,3.34
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,BR,3.30667
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,BG,1.4525
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,GH,2.32
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,PL,0.79
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,ZW,5.21
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,IN,0.57
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,ZA,1.49333
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,SO,5.19333
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,UG,1.79
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,AL,7.23333
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,ZM,6.88
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,VN,3.66667
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,KE,2.79333
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,NP,2.08667
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,CN,0.51667
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,TH,1.64
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,PH,1.78667
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,ER,4.59
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,PK,0.22333
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,NG,-7.18
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,LT,1.30667
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,LK,0.62
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,GM,7.26
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,RW,5.33667
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,SL,8.20667
2019,SI_RMT_COST_SC,Australia,WS,6.67645
2020,SI_RMT_COST_SC,Australia,ID,3.01496
2020,SI_RMT_COST_SC,Australia,ZW,4.04918
2020,SI_RMT_COST_SC,Australia,CN,1.88559
2020,SI_RMT_COST_SC,Australia,TO,6.05597
2020,SI_RMT_COST_SC,Australia,TH,2.04129
2020,SI_RMT_COST_SC,Australia,VN,3.70561
2020,SI_RMT_COST_SC,Australia,WS,5.32063
2020,SI_RMT_COST_SC,Australia,MY,1.4999
2020,SI_RMT_COST_SC,Australia,LB,6.90664
2020,SI_RMT_COST_SC,Australia,PH,2.66958
2020,SI_RMT_COST_SC,Australia,FJ,3.27357
2020,SI_RMT_COST_SC,Australia,LK,1.38646
2020,SI_RMT_COST_SC,Australia,IN,0.36799
2020,SI_RMT_COST_SC,Australia,SO,6.67612
2020,SI_RMT_COST_SC,Australia,VU,7.94474
2020,SI_RMT_COST_SC,Australia,PK,1.3117
2021,SI_RMT_COST_SC,Australia,TH,2.67
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,LB,7.07667
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,JM,0.44
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,ET,1.59667
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,AF,9.66333
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,BD,1.34667
2021,SI_RMT_COST_SC,United Kingdom of Great Britain and Northern Ireland,RO,0.99667
2021,SI_RMT_COST_SC,Australia,VN,3.01
2021,SI_RMT_COST_SC,Australia,TO,5.00667
2021,SI_RMT_COST_SC,Australia,CN,-0.55667
2021,SI_RMT_COST_SC,Australia,ZW,3.49333
2021,SI_RMT_COST_SC,Australia,WS,4.71333
2021,SI_RMT_COST_SC,Australia,MY,0.69667
2021,SI_RMT_COST_SC,Australia,LB,7.49333
2021,SI_RMT_COST_SC,Australia,PK,1.71667
2021,SI_RMT_COST_SC,Australia,PH,1.3625
2021,SI_RMT_COST_SC,Australia,VU,10.465
2021,SI_RMT_COST_SC,Australia,FJ,5.17333
2021,SI_RMT_COST_SC,Australia,LK,0.98
2021,SI_RMT_COST_SC,Australia,IN,0.26333
2021,SI_RMT_COST_SC,Australia,SO,16.58
2021,SI_RMT_COST_SC,Australia,ID,2.85333
2016,SI_RMT_COST_SC,Austria,TR,6.63454
2016,SI_RMT_COST_SC,Austria,RS,9.76585
2016,SI_RMT_COST_SC,Austria,HR,5.0644
2016,SI_RMT_COST_SC,Austria,XK,7.35714
2016,SI_RMT_COST_SC,Austria,BA,9.47682
2016,SI_RMT_COST_SC,Austria,HU,7.35411
2017,SI_RMT_COST_SC,Austria,TR,3.34525
2017,SI_RMT_COST_SC,Austria,XK,5.69048
2017,SI_RMT_COST_SC,Austria,HU,0.05443
2017,SI_RMT_COST_SC,Austria,HR,0.23571
2017,SI_RMT_COST_SC,Austria,BA,5.55814
2017,SI_RMT_COST_SC,Austria,RS,6.82711
2018,SI_RMT_COST_SC,Austria,RS,3.87857
2018,SI_RMT_COST_SC,Austria,XK,3.30714
2018,SI_RMT_COST_SC,Austria,BA,4.57816
2018,SI_RMT_COST_SC,Austria,TR,2.44869
2018,SI_RMT_COST_SC,Austria,HR,0.23571
2018,SI_RMT_COST_SC,Austria,HU,0.0737
2019,SI_RMT_COST_SC,Austria,HR,0.0
2019,SI_RMT_COST_SC,Austria,TR,2.05098
2019,SI_RMT_COST_SC,Austria,HU,0.0
2019,SI_RMT_COST_SC,Austria,RS,4.27922
2019,SI_RMT_COST_SC,Austria,XK,2.49643
2019,SI_RMT_COST_SC,Austria,BA,3.35285
2020,SI_RMT_COST_SC,Austria,BA,3.41468
2020,SI_RMT_COST_SC,Austria,XK,2.03929
2020,SI_RMT_COST_SC,Austria,RS,3.19316
2020,SI_RMT_COST_SC,Austria,HU,1.07523
2020,SI_RMT_COST_SC,Austria,TR,1.7024
2020,SI_RMT_COST_SC,Austria,HR,0.93586
2021,SI_RMT_COST_SC,Austria,RS,3.33
2021,SI_RMT_COST_SC,Austria,HU,1.175
2021,SI_RMT_COST_SC,Austria,HR,0.71
2021,SI_RMT_COST_SC,Austria,TR,1.88667
2021,SI_RMT_COST_SC,Austria,XK,1.75
2021,SI_RMT_COST_SC,Austria,BA,2.47667
2016,SI_RMT_COST_SC,Belgium,DZ,9.55364
2016,SI_RMT_COST_SC,Belgium,CD,9.59214
2016,SI_RMT_COST_SC,Belgium,MA,6.0466
2016,SI_RMT_COST_SC,Belgium,TR,8.80095
2017,SI_RMT_COST_SC,Belgium,TR,4.82739
2017,SI_RMT_COST_SC,Belgium,CD,8.66394
2017,SI_RMT_COST_SC,Belgium,MA,5.48908
2018,SI_RMT_COST_SC,Belgium,DZ,9.05106
2018,SI_RMT_COST_SC,Belgium,CD,6.05217
2018,SI_RMT_COST_SC,Belgium,TR,5.2962
2018,SI_RMT_COST_SC,Belgium,MA,3.73891
2019,SI_RMT_COST_SC,Belgium,MA,3.43758
2019,SI_RMT_COST_SC,Belgium,TR,3.77361
2019,SI_RMT_COST_SC,Belgium,DZ,11.15715
2020,SI_RMT_COST_SC,Belgium,DZ,10.55608
2020,SI_RMT_COST_SC,Belgium,TR,3.07182
2020,SI_RMT_COST_SC,Belgium,CD,7.86944
2020,SI_RMT_COST_SC,Belgium,MA,3.05239
2021,SI_RMT_COST_SC,Belgium,DZ,7.93667
2021,SI_RMT_COST_SC,Belgium,TR,2.38333
2021,SI_RMT_COST_SC,Belgium,CD,7.87333
2021,SI_RMT_COST_SC,Belgium,MA,2.99667
2016,SI_RMT_COST_SC,Canada,CN,9.84698
2016,SI_RMT_COST_SC,Canada,GH,8.8019
2016,SI_RMT_COST_SC,Canada,IN,9.7816
2016,SI_RMT_COST_SC,Canada,HT,7.98294
2016,SI_RMT_COST_SC,Canada,GY,10.9894
2016,SI_RMT_COST_SC,Canada,KE,10.6559
2016,SI_RMT_COST_SC,Canada,ZW,9.49406
2016,SI_RMT_COST_SC,Canada,JM,10.86788
2016,SI_RMT_COST_SC,Canada,PH,6.34586
2016,SI_RMT_COST_SC,Canada,LK,6.24394
2016,SI_RMT_COST_SC,Canada,VN,8.29513
2016,SI_RMT_COST_SC,Canada,PK,6.28114
2016,SI_RMT_COST_SC,Canada,NG,6.33445
2016,SI_RMT_COST_SC,Canada,RW,9.85259
2016,SI_RMT_COST_SC,Canada,LB,10.56578
2017,SI_RMT_COST_SC,Canada,ZW,8.86607
2017,SI_RMT_COST_SC,Canada,CN,1.15762
2017,SI_RMT_COST_SC,Canada,RW,8.5246
2017,SI_RMT_COST_SC,Canada,LK,6.61766
2017,SI_RMT_COST_SC,Canada,VN,7.92262
2017,SI_RMT_COST_SC,Canada,GY,10.59322
2017,SI_RMT_COST_SC,Canada,IN,2.71462
2017,SI_RMT_COST_SC,Canada,LB,9.63544
2017,SI_RMT_COST_SC,Canada,JM,9.5907
2017,SI_RMT_COST_SC,Canada,HT,9.05952
2017,SI_RMT_COST_SC,Canada,KE,6.88457
2017,SI_RMT_COST_SC,Canada,PK,4.73846
2017,SI_RMT_COST_SC,Canada,NG,6.06246
2017,SI_RMT_COST_SC,Canada,GH,7.87986
2017,SI_RMT_COST_SC,Canada,PH,3.56613
2018,SI_RMT_COST_SC,Canada,NG,5.83812
2018,SI_RMT_COST_SC,Canada,KE,4.98575
2018,SI_RMT_COST_SC,Canada,GH,6.28524
2018,SI_RMT_COST_SC,Canada,CN,5.07115
2018,SI_RMT_COST_SC,Canada,JM,8.03949
2018,SI_RMT_COST_SC,Canada,GY,11.78389
2018,SI_RMT_COST_SC,Canada,LB,8.28798
2018,SI_RMT_COST_SC,Canada,ZW,8.30533
2018,SI_RMT_COST_SC,Canada,VN,3.65192
2018,SI_RMT_COST_SC,Canada,PK,10.08442
2018,SI_RMT_COST_SC,Canada,LK,5.88981
2018,SI_RMT_COST_SC,Canada,PH,3.17023
2018,SI_RMT_COST_SC,Canada,RW,9.27394
2018,SI_RMT_COST_SC,Canada,HT,8.65345
2018,SI_RMT_COST_SC,Canada,IN,1.85279
2019,SI_RMT_COST_SC,Canada,CN,5.81185
2019,SI_RMT_COST_SC,Canada,LB,7.9851
2019,SI_RMT_COST_SC,Canada,RW,8.41826
2019,SI_RMT_COST_SC,Canada,GH,5.12135
2019,SI_RMT_COST_SC,Canada,VN,6.09383
2019,SI_RMT_COST_SC,Canada,IN,1.93123
2019,SI_RMT_COST_SC,Canada,LK,3.89386
2019,SI_RMT_COST_SC,Canada,KE,6.82276
2019,SI_RMT_COST_SC,Canada,NG,6.14113
2019,SI_RMT_COST_SC,Canada,GY,6.43043
2019,SI_RMT_COST_SC,Canada,HT,4.88566
2019,SI_RMT_COST_SC,Canada,PH,4.20914
2019,SI_RMT_COST_SC,Canada,PK,4.8294
2019,SI_RMT_COST_SC,Canada,ZW,8.42413
2019,SI_RMT_COST_SC,Canada,JM,6.8076
2020,SI_RMT_COST_SC,Canada,VN,4.6954
2020,SI_RMT_COST_SC,Canada,JM,3.48181
2020,SI_RMT_COST_SC,Canada,PH,2.66309
2020,SI_RMT_COST_SC,Canada,KE,3.12485
2020,SI_RMT_COST_SC,Canada,IN,0.55429
2020,SI_RMT_COST_SC,Canada,GH,2.98154
2020,SI_RMT_COST_SC,Canada,PK,2.55376
2020,SI_RMT_COST_SC,Canada,RW,4.83995
2020,SI_RMT_COST_SC,Canada,LB,5.61172
2020,SI_RMT_COST_SC,Canada,LK,3.77336
2020,SI_RMT_COST_SC,Canada,GY,5.49608
2020,SI_RMT_COST_SC,Canada,NG,3.37207
2020,SI_RMT_COST_SC,Canada,ZW,6.95869
2020,SI_RMT_COST_SC,Canada,CN,3.98787
2020,SI_RMT_COST_SC,Canada,HT,4.32877
2021,SI_RMT_COST_SC,Canada,JM,4.99667
2021,SI_RMT_COST_SC,Canada,KE,3.64667
2021,SI_RMT_COST_SC,Canada,VN,4.89333
2021,SI_RMT_COST_SC,Canada,IN,1.43333
2021,SI_RMT_COST_SC,Canada,GH,4.07667
2021,SI_RMT_COST_SC,Canada,RW,5.50333
2021,SI_RMT_COST_SC,Canada,LK,2.37
2021,SI_RMT_COST_SC,Canada,LB,6.04
2021,SI_RMT_COST_SC,Canada,PH,2.72667
2021,SI_RMT_COST_SC,Canada,HT,4.35
2021,SI_RMT_COST_SC,Canada,NG,3.89667
2021,SI_RMT_COST_SC,Canada,ZW,3.90667
2021,SI_RMT_COST_SC,Canada,CN,4.91
2021,SI_RMT_COST_SC,Canada,GY,7.47
2021,SI_RMT_COST_SC,Canada,PK,2.35333
2016,SI_RMT_COST_SC,Chile,PE,5.3198
2017,SI_RMT_COST_SC,Chile,PE,6.696
2018,SI_RMT_COST_SC,Chile,PE,3.80675
2019,SI_RMT_COST_SC,Chile,PE,2.48418
2020,SI_RMT_COST_SC,Chile,PE,7.16843
2021,SI_RMT_COST_SC,Chile,PE,5.05
2016,SI_RMT_COST_SC,Costa Rica,NI,2.91667
2017,SI_RMT_COST_SC,Costa Rica,NI,2.5
2018,SI_RMT_COST_SC,Costa Rica,NI,2.41667
2019,SI_RMT_COST_SC,Costa Rica,NI,2.6875
2020,SI_RMT_COST_SC,Costa Rica,NI,2.875
2021,SI_RMT_COST_SC,Costa Rica,NI,2.83333
2016,SI_RMT_COST_SC,Czechia,VN,8.80031
2016,SI_RMT_COST_SC,Czechia,UA,10.2523
2017,SI_RMT_COST_SC,Czechia,UA,5.88938
2017,SI_RMT_COST_SC,Czechia,VN,10.40633
2018,SI_RMT_COST_SC,Czechia,VN,6.09373
2018,SI_RMT_COST_SC,Czechia,UA,7.04556
2019,SI_RMT_COST_SC,Czechia,VN,8.97077
2019,SI_RMT_COST_SC,Czechia,UA,7.9734
2020,SI_RMT_COST_SC,Czechia,UA,4.75023
2020,SI_RMT_COST_SC,Czechia,VN,5.35378
2021,SI_RMT_COST_SC,Czechia,UA,2.49333
2021,SI_RMT_COST_SC,Czechia,VN,4.23333
2016,SI_RMT_COST_SC,France,SN,5.33333
2016,SI_RMT_COST_SC,France,RS,9.64286
2016,SI_RMT_COST_SC,France,TN,8.42814
2016,SI_RMT_COST_SC,France,HT,11.94011
2016,SI_RMT_COST_SC,France,DZ,8.82786
2016,SI_RMT_COST_SC,France,MA,5.61397
2016,SI_RMT_COST_SC,France,CN,10.36253
2016,SI_RMT_COST_SC,France,CI,6.61224
2016,SI_RMT_COST_SC,France,KM,4.40689
2016,SI_RMT_COST_SC,France,TG,5.38095
2016,SI_RMT_COST_SC,France,MG,9.42042
2016,SI_RMT_COST_SC,France,ML,5.37755
2016,SI_RMT_COST_SC,France,VN,11.02323
2016,SI_RMT_COST_SC,France,CM,5.45238
2016,SI_RMT_COST_SC,France,IN,6.40924
2016,SI_RMT_COST_SC,France,LB,11.7355
2017,SI_RMT_COST_SC,France,RS,10.95147
2017,SI_RMT_COST_SC,France,HT,8.66769
2017,SI_RMT_COST_SC,France,TN,10.6492
2017,SI_RMT_COST_SC,France,LB,11.15313
2017,SI_RMT_COST_SC,France,MG,9.87287
2017,SI_RMT_COST_SC,France,ML,4.09722
2017,SI_RMT_COST_SC,France,VN,8.36082
2017,SI_RMT_COST_SC,France,MA,5.86382
2017,SI_RMT_COST_SC,France,IN,1.63958
2017,SI_RMT_COST_SC,France,SN,4.09656
2017,SI_RMT_COST_SC,France,CM,3.56429
2017,SI_RMT_COST_SC,France,CN,9.04217
2017,SI_RMT_COST_SC,France,DZ,10.07403
2017,SI_RMT_COST_SC,France,TG,5.21429
2017,SI_RMT_COST_SC,France,CI,3.49762
2018,SI_RMT_COST_SC,France,TN,10.07721
2018,SI_RMT_COST_SC,France,IN,1.82778
2018,SI_RMT_COST_SC,France,HT,7.24236
2018,SI_RMT_COST_SC,France,SN,4.19643
2018,SI_RMT_COST_SC,France,KM,6.96429
2018,SI_RMT_COST_SC,France,CI,3.49762
2018,SI_RMT_COST_SC,France,CN,7.49434
2018,SI_RMT_COST_SC,France,CM,4.92857
2018,SI_RMT_COST_SC,France,RS,7.97619
2018,SI_RMT_COST_SC,France,VN,5.41075
2018,SI_RMT_COST_SC,France,TG,5.07143
2018,SI_RMT_COST_SC,France,DZ,11.06528
2018,SI_RMT_COST_SC,France,LB,7.2497
2018,SI_RMT_COST_SC,France,ML,3.95238
2018,SI_RMT_COST_SC,France,MA,4.10692
2019,SI_RMT_COST_SC,France,CM,3.21191
2019,SI_RMT_COST_SC,France,HT,6.53354
2019,SI_RMT_COST_SC,France,TG,4.16429
2019,SI_RMT_COST_SC,France,KM,4.87372
2019,SI_RMT_COST_SC,France,VN,4.0629
2019,SI_RMT_COST_SC,France,TN,9.01532
2019,SI_RMT_COST_SC,France,MG,12.80085
2019,SI_RMT_COST_SC,France,ML,3.25952
2019,SI_RMT_COST_SC,France,IN,1.99673
2019,SI_RMT_COST_SC,France,DZ,10.56041
2019,SI_RMT_COST_SC,France,CN,4.84528
2019,SI_RMT_COST_SC,France,LB,4.58445
2019,SI_RMT_COST_SC,France,CI,2.54529
2019,SI_RMT_COST_SC,France,MA,2.97853
2019,SI_RMT_COST_SC,France,SN,3.1381
2019,SI_RMT_COST_SC,France,RS,7.00171
2020,SI_RMT_COST_SC,France,CN,4.80112
2020,SI_RMT_COST_SC,France,TN,8.94559
2020,SI_RMT_COST_SC,France,ML,1.42857
2020,SI_RMT_COST_SC,France,MG,14.48583
2020,SI_RMT_COST_SC,France,RS,5.90944
2020,SI_RMT_COST_SC,France,MA,2.82316
2020,SI_RMT_COST_SC,France,SN,1.78571
2020,SI_RMT_COST_SC,France,TG,2.35476
2020,SI_RMT_COST_SC,France,CM,2.11905
2020,SI_RMT_COST_SC,France,CI,1.19048
2020,SI_RMT_COST_SC,France,IN,1.74011
2020,SI_RMT_COST_SC,France,KM,3.66443
2020,SI_RMT_COST_SC,France,HT,6.94986
2020,SI_RMT_COST_SC,France,LB,5.61486
2020,SI_RMT_COST_SC,France,DZ,11.28183
2020,SI_RMT_COST_SC,France,VN,5.77896
2021,SI_RMT_COST_SC,France,CN,1.85667
2021,SI_RMT_COST_SC,France,CI,2.09
2021,SI_RMT_COST_SC,France,IN,0.43333
2021,SI_RMT_COST_SC,France,HT,4.71
2021,SI_RMT_COST_SC,France,LB,6.03333
2021,SI_RMT_COST_SC,France,DZ,7.16
2021,SI_RMT_COST_SC,France,VN,3.70667
2021,SI_RMT_COST_SC,France,CM,2.89
2021,SI_RMT_COST_SC,France,TN,9.22
2021,SI_RMT_COST_SC,France,ML,2.00333
2021,SI_RMT_COST_SC,France,MG,16.595
2021,SI_RMT_COST_SC,France,MA,2.16
2021,SI_RMT_COST_SC,France,SN,2.285
2021,SI_RMT_COST_SC,France,RS,3.60667
2021,SI_RMT_COST_SC,France,KM,2.92667
2021,SI_RMT_COST_SC,France,TG,2.86667
2016,SI_RMT_COST_SC,Germany,MA,9.38708
2016,SI_RMT_COST_SC,Germany,CN,9.17064
2016,SI_RMT_COST_SC,Germany,RO,6.09088
2016,SI_RMT_COST_SC,Germany,NG,12.70233
2016,SI_RMT_COST_SC,Germany,GH,11.70836
2016,SI_RMT_COST_SC,Germany,BG,6.72867
2016,SI_RMT_COST_SC,Germany,XK,6.96429
2016,SI_RMT_COST_SC,Germany,TG,9.90021
2016,SI_RMT_COST_SC,Germany,AL,10.28588
2016,SI_RMT_COST_SC,Germany,MK,9.1763
2016,SI_RMT_COST_SC,Germany,KG,12.71431
2016,SI_RMT_COST_SC,Germany,TH,11.90553
2016,SI_RMT_COST_SC,Germany,LB,12.66891
2016,SI_RMT_COST_SC,Germany,IN,6.69542
2016,SI_RMT_COST_SC,Germany,HU,6.6128
2016,SI_RMT_COST_SC,Germany,BA,9.6127
2016,SI_RMT_COST_SC,Germany,TJ,17.34234
2016,SI_RMT_COST_SC,Germany,HR,7.20372
2016,SI_RMT_COST_SC,Germany,UA,7.98608
2016,SI_RMT_COST_SC,Germany,TR,8.27917
2016,SI_RMT_COST_SC,Germany,VN,11.79639
2016,SI_RMT_COST_SC,Germany,RS,8.59944
2016,SI_RMT_COST_SC,Germany,AF,10.47546
2016,SI_RMT_COST_SC,Germany,MD,10.21097
2017,SI_RMT_COST_SC,Germany,BG,1.56147
2017,SI_RMT_COST_SC,Germany,HR,0.0
2017,SI_RMT_COST_SC,Germany,CN,3.78277
2017,SI_RMT_COST_SC,Germany,MA,6.46885
2017,SI_RMT_COST_SC,Germany,BA,3.57143
2017,SI_RMT_COST_SC,Germany,MK,10.24113
2017,SI_RMT_COST_SC,Germany,TH,5.56409
2017,SI_RMT_COST_SC,Germany,IN,1.75573
2017,SI_RMT_COST_SC,Germany,VN,10.13802
2017,SI_RMT_COST_SC,Germany,MD,7.14286
2017,SI_RMT_COST_SC,Germany,RO,0.0
2017,SI_RMT_COST_SC,Germany,XK,6.19048
