Year,SeriesCode,Страна ,Age,Parliamentary committees,Sex,Value
2021,SG_DMK_PARLCC_LC,Belarus,46+,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Belarus,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Belarus,46+,FINANCE,FEMALE,1
2022,SG_DMK_PARLCC_LC,Belarus,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Belarus,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Belarus,_X,GEN_EQU,_X,0
2022,SG_DMK_PARLCC_LC,Belarus,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Belarus,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Belarus,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Belarus,46+,FINANCE,FEMALE,1
2023,SG_DMK_PARLCC_LC,Belarus,_X,GEN_EQU,_X,0
2023,SG_DMK_PARLCC_LC,Belarus,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Canada,_U,DEFENCE,FEMALE,1
2021,SG_DMK_PARLCC_LC,Canada,_U,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Canada,_U,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Canada,_U,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Canada,_U,HUM_RIGH,FEMALE,1
2021,SG_DMK_PARLCC_LC,Canada,_U,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Canada,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Canada,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Canada,46+,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Canada,46+,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Canada,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Canada,_U,HUM_RIGH,_U,1
2023,SG_DMK_PARLCC_LC,Canada,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Japan,46+,GEN_EQU,MALE,1
2023,SG_DMK_PARLCC_LC,Japan,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Japan,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Japan,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Казахстан,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Казахстан,46+,FAFF_DEF,FEMALE,1
2021,SG_DMK_PARLCC_LC,Казахстан,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Казахстан,46+,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Казахстан,46+,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Казахстан,46+,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Казахстан,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Казахстан,46+,FAFF_DEF,FEMALE,1
2023,SG_DMK_PARLCC_LC,Казахстан,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Казахстан,46+,FAFF_DEF,FEMALE,1
2023,SG_DMK_PARLCC_LC,Казахстан,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Казахстан,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Republic of Korea,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Republic of Korea,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,Republic of Korea,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Republic of Korea,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Republic of Korea,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Republic of Korea,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Republic of Korea,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Republic of Korea,_X,HUM_RIGH,_X,0
2022,SG_DMK_PARLCC_LC,Republic of Korea,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Republic of Korea,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Republic of Korea,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Republic of Korea,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Republic of Korea,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Republic of Korea,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Republic of Korea,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,Кыргызстан,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Кыргызстан,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Кыргызстан,46+,FAFF_DEF,MALE,1
2021,SG_DMK_PARLCC_LC,Кыргызстан,46+,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Кыргызстан,<=45Y,FAFF_DEF,MALE,1
2022,SG_DMK_PARLCC_LC,Кыргызстан,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Кыргызстан,46+,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Кыргызстан,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Кыргызстан,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Canada,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Canada,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Canada,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Canada,_U,HUM_RIGH,_U,1
2023,SG_DMK_PARLCC_LC,Canada,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Chile,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Chile,<=45Y,DEFENCE,FEMALE,1
2021,SG_DMK_PARLCC_LC,Chile,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Chile,<=45Y,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Chile,46+,HUM_RIGH,FEMALE,1
2022,SG_DMK_PARLCC_LC,Chile,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Chile,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Chile,46+,HUM_RIGH,FEMALE,1
2022,SG_DMK_PARLCC_LC,Chile,<=45Y,DEFENCE,FEMALE,1
2022,SG_DMK_PARLCC_LC,Chile,<=45Y,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Chile,46+,HUM_RIGH,FEMALE,1
2023,SG_DMK_PARLCC_LC,Chile,<=45Y,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Chile,46+,FOR_AFF,FEMALE,1
2023,SG_DMK_PARLCC_LC,Chile,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Chile,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,China,_U,GEN_EQU,MALE,1
2021,SG_DMK_PARLCC_LC,China,_U,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,China,_U,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,China,_U,GEN_EQU,MALE,1
2023,SG_DMK_PARLCC_LC,China,_U,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,China,_U,GEN_EQU,MALE,1
2021,SG_DMK_PARLCC_LC,Colombia,<=45Y,FAFF_DEF,MALE,1
2021,SG_DMK_PARLCC_LC,Colombia,_U,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Colombia,46+,HUM_RIGH,FEMALE,1
2021,SG_DMK_PARLCC_LC,Colombia,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Colombia,<=45Y,FAFF_DEF,MALE,1
2022,SG_DMK_PARLCC_LC,Colombia,46+,HUM_RIGH,FEMALE,1
2022,SG_DMK_PARLCC_LC,Colombia,_U,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Colombia,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Colombia,<=45Y,FAFF_DEF,FEMALE,1
2023,SG_DMK_PARLCC_LC,Colombia,<=45Y,FINANCE,FEMALE,1
2021,SG_DMK_PARLCC_LC,Costa Rica,<=45Y,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Costa Rica,<=45Y,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Costa Rica,<=45Y,FINANCE,FEMALE,1
2021,SG_DMK_PARLCC_LC,Costa Rica,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Costa Rica,<=45Y,FOR_AFF,FEMALE,1
2022,SG_DMK_PARLCC_LC,Costa Rica,<=45Y,FOR_AFF,FEMALE,1
2022,SG_DMK_PARLCC_LC,Costa Rica,46+,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Costa Rica,<=45Y,FINANCE,FEMALE,1
2022,SG_DMK_PARLCC_LC,Costa Rica,<=45Y,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Costa Rica,<=45Y,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Costa Rica,_X,DEFENCE,_X,0
2023,SG_DMK_PARLCC_LC,Costa Rica,<=45Y,HUM_RIGH,FEMALE,1
2023,SG_DMK_PARLCC_LC,Costa Rica,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Costa Rica,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Costa Rica,46+,FINANCE,FEMALE,1
2021,SG_DMK_PARLCC_LC,Croatia,<=45Y,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Croatia,46+,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Croatia,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Croatia,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Croatia,46+,FINANCE,FEMALE,1
2022,SG_DMK_PARLCC_LC,Croatia,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Croatia,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Croatia,<=45Y,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Croatia,46+,FINANCE,FEMALE,1
2022,SG_DMK_PARLCC_LC,Croatia,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Croatia,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Croatia,46+,FINANCE,FEMALE,1
2023,SG_DMK_PARLCC_LC,Croatia,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Croatia,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Croatia,<=45Y,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Cyprus,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Cyprus,<=45Y,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Cyprus,<=45Y,HUM_RIGH,FEMALE,1
2021,SG_DMK_PARLCC_LC,Cyprus,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Cyprus,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Cyprus,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Cyprus,46+,FINANCE,FEMALE,1
2022,SG_DMK_PARLCC_LC,Cyprus,46+,HR_GEQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Cyprus,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Cyprus,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Cyprus,46+,HUM_RIGH,FEMALE,1
2023,SG_DMK_PARLCC_LC,Cyprus,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Cyprus,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Cyprus,46+,FINANCE,FEMALE,1
2023,SG_DMK_PARLCC_LC,Кыргызстан,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Кыргызстан,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Кыргызстан,<=45Y,FAFF_DEF,MALE,1
2021,SG_DMK_PARLCC_LC,Latvia,<=45Y,GEN_EQU,MALE,1
2021,SG_DMK_PARLCC_LC,Latvia,<=45Y,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Latvia,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Latvia,<=45Y,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Latvia,<=45Y,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Latvia,<=45Y,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Latvia,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Latvia,<=45Y,GEN_EQU,MALE,1
2022,SG_DMK_PARLCC_LC,Latvia,<=45Y,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Latvia,<=45Y,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Latvia,<=45Y,HUM_RIGH,FEMALE,1
2023,SG_DMK_PARLCC_LC,Latvia,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Latvia,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Latvia,<=45Y,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Latvia,<=45Y,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Liechtenstein,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,Liechtenstein,<=45Y,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Liechtenstein,_X,DEFENCE,_X,0
2021,SG_DMK_PARLCC_LC,Liechtenstein,_X,GEN_EQU,_X,0
2021,SG_DMK_PARLCC_LC,Liechtenstein,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Liechtenstein,<=45Y,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Liechtenstein,_X,HUM_RIGH,_X,0
2022,SG_DMK_PARLCC_LC,Liechtenstein,_X,GEN_EQU,_X,0
2022,SG_DMK_PARLCC_LC,Liechtenstein,_X,DEFENCE,_X,0
2022,SG_DMK_PARLCC_LC,Liechtenstein,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Liechtenstein,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Liechtenstein,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Liechtenstein,_X,DEFENCE,_X,0
2023,SG_DMK_PARLCC_LC,Liechtenstein,_X,GEN_EQU,_X,0
2023,SG_DMK_PARLCC_LC,Liechtenstein,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,Lithuania,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Lithuania,<=45Y,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Lithuania,<=45Y,GEN_EQU,MALE,1
2021,SG_DMK_PARLCC_LC,Lithuania,<=45Y,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Lithuania,<=45Y,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Lithuania,<=45Y,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Lithuania,<=45Y,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Lithuania,<=45Y,GEN_EQU,MALE,1
2022,SG_DMK_PARLCC_LC,Lithuania,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Lithuania,<=45Y,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Lithuania,<=45Y,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Lithuania,<=45Y,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Lithuania,<=45Y,GEN_EQU,MALE,1
2023,SG_DMK_PARLCC_LC,Lithuania,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Lithuania,<=45Y,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Luxembourg,<=45Y,DEFENCE,FEMALE,1
2021,SG_DMK_PARLCC_LC,Luxembourg,46+,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Luxembourg,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Luxembourg,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Luxembourg,<=45Y,GEN_EQU,MALE,1
2022,SG_DMK_PARLCC_LC,Luxembourg,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Luxembourg,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Luxembourg,46+,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Luxembourg,<=45Y,GEN_EQU,MALE,1
2022,SG_DMK_PARLCC_LC,Luxembourg,<=45Y,DEFENCE,FEMALE,1
2023,SG_DMK_PARLCC_LC,Luxembourg,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Luxembourg,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Czechia,46+,DEFENCE,FEMALE,1
2021,SG_DMK_PARLCC_LC,Czechia,<=45Y,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Czechia,46+,HUM_RIGH,FEMALE,1
2021,SG_DMK_PARLCC_LC,Czechia,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Czechia,46+,FINANCE,FEMALE,1
2022,SG_DMK_PARLCC_LC,Czechia,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Czechia,<=45Y,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Czechia,46+,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Czechia,<=45Y,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Czechia,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Czechia,<=45Y,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Czechia,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Czechia,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Czechia,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Czechia,<=45Y,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Denmark,<=45Y,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Denmark,<=45Y,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Denmark,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Denmark,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,Denmark,46+,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Denmark,_X,HUM_RIGH,_X,0
2022,SG_DMK_PARLCC_LC,Denmark,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Denmark,<=45Y,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Denmark,<=45Y,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Denmark,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Denmark,<=45Y,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Denmark,46+,FOR_AFF,FEMALE,1
2023,SG_DMK_PARLCC_LC,Denmark,<=45Y,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Denmark,<=45Y,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Denmark,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,Estonia,<=45Y,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Estonia,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Estonia,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Estonia,_X,GEN_EQU,_X,0
2021,SG_DMK_PARLCC_LC,Estonia,_X,HUM_RIGH,_X,0
2022,SG_DMK_PARLCC_LC,Estonia,_X,HUM_RIGH,_X,0
2022,SG_DMK_PARLCC_LC,Estonia,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Estonia,_X,GEN_EQU,_X,0
2022,SG_DMK_PARLCC_LC,Estonia,<=45Y,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Estonia,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Luxembourg,<=45Y,DEFENCE,FEMALE,1
2023,SG_DMK_PARLCC_LC,Luxembourg,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Luxembourg,46+,GEN_EQU,MALE,1
2021,SG_DMK_PARLCC_LC,Malta,_X,DEFENCE,_X,0
2021,SG_DMK_PARLCC_LC,Malta,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Malta,_X,GEN_EQU,_X,0
2021,SG_DMK_PARLCC_LC,Malta,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,Malta,<=45Y,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Malta,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Malta,_X,GEN_EQU,_X,0
2022,SG_DMK_PARLCC_LC,Malta,_X,HUM_RIGH,_X,0
2022,SG_DMK_PARLCC_LC,Malta,_X,DEFENCE,_X,0
2022,SG_DMK_PARLCC_LC,Malta,<=45Y,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Malta,_X,DEFENCE,_X,0
2023,SG_DMK_PARLCC_LC,Malta,_X,HUM_RIGH,_X,0
2023,SG_DMK_PARLCC_LC,Malta,_X,GEN_EQU,_X,0
2023,SG_DMK_PARLCC_LC,Azerbaijan,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Azerbaijan,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Azerbaijan,<=45Y,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Azerbaijan,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Malta,_U,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Malta,_U,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Mexico,46+,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Mexico,_U,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Mexico,_U,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Mexico,_U,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Mexico,_U,FINANCE,FEMALE,1
2022,SG_DMK_PARLCC_LC,Mexico,<=45Y,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Mexico,<=45Y,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Mexico,<=45Y,HUM_RIGH,FEMALE,1
2022,SG_DMK_PARLCC_LC,Mexico,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Mexico,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Mexico,<=45Y,HUM_RIGH,FEMALE,1
2023,SG_DMK_PARLCC_LC,Mexico,<=45Y,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Mexico,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Mexico,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Mexico,<=45Y,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Republic of Moldova,<=45Y,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Republic of Moldova,46+,FOR_AFF,FEMALE,1
2021,SG_DMK_PARLCC_LC,Republic of Moldova,<=45Y,HR_GEQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Republic of Moldova,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Republic of Moldova,<=45Y,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Republic of Moldova,<=45Y,FOR_AFF,FEMALE,1
2022,SG_DMK_PARLCC_LC,Republic of Moldova,<=45Y,HR_GEQU,MALE,1
2022,SG_DMK_PARLCC_LC,Republic of Moldova,<=45Y,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Republic of Moldova,<=45Y,HR_GEQU,MALE,1
2023,SG_DMK_PARLCC_LC,Republic of Moldova,<=45Y,FOR_AFF,FEMALE,1
2023,SG_DMK_PARLCC_LC,Republic of Moldova,<=45Y,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Republic of Moldova,<=45Y,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Montenegro,<=45Y,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Montenegro,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Montenegro,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Montenegro,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Montenegro,46+,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Montenegro,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Montenegro,46+,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Montenegro,<=45Y,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Montenegro,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Montenegro,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Montenegro,<=45Y,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Montenegro,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Estonia,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Estonia,<=45Y,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Estonia,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Estonia,_X,HUM_RIGH,_X,0
2023,SG_DMK_PARLCC_LC,Estonia,_X,GEN_EQU,_X,0
2021,SG_DMK_PARLCC_LC,Finland,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Finland,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Finland,46+,HUM_RIGH,FEMALE,1
2023,SG_DMK_PARLCC_LC,Узбекистан,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Узбекистан,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Узбекистан,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Узбекистан,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Узбекистан,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Finland,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Finland,<=45Y,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Finland,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Finland,46+,HUM_RIGH,FEMALE,1
2022,SG_DMK_PARLCC_LC,Finland,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Finland,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Finland,<=45Y,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Finland,46+,DEFENCE,MALE,1
