Year,SeriesCode,Страна ,Education level,Value
2011,SE_ACS_H2O,Finland,PRIMAR,100.0
2011,SE_ACS_H2O,Finland,UPPSEC,100.0
2011,SE_ACS_H2O,Finland,LOWSEC,100.0
2012,SE_ACS_H2O,Finland,LOWSEC,100.0
2012,SE_ACS_H2O,Finland,UPPSEC,100.0
2012,SE_ACS_H2O,Finland,PRIMAR,100.0
2013,SE_ACS_H2O,Finland,PRIMAR,100.0
2013,SE_ACS_H2O,Finland,UPPSEC,100.0
2013,SE_ACS_H2O,Finland,LOWSEC,100.0
2014,SE_ACS_H2O,Finland,UPPSEC,100.0
2014,SE_ACS_H2O,Finland,PRIMAR,100.0
2014,SE_ACS_H2O,Finland,LOWSEC,100.0
2015,SE_ACS_H2O,Finland,PRIMAR,100.0
2015,SE_ACS_H2O,Finland,UPPSEC,100.0
2015,SE_ACS_H2O,Finland,LOWSEC,100.0
2016,SE_ACS_H2O,Finland,LOWSEC,100.0
2016,SE_ACS_H2O,Finland,UPPSEC,100.0
2016,SE_ACS_H2O,Finland,PRIMAR,100.0
2017,SE_ACS_H2O,Finland,PRIMAR,100.0
2017,SE_ACS_H2O,Finland,UPPSEC,100.0
2017,SE_ACS_H2O,Finland,LOWSEC,100.0
2018,SE_ACS_H2O,Finland,LOWSEC,100.0
2018,SE_ACS_H2O,Finland,UPPSEC,100.0
2018,SE_ACS_H2O,Finland,PRIMAR,100.0
2019,SE_ACS_H2O,Finland,UPPSEC,100.0
2019,SE_ACS_H2O,Finland,LOWSEC,100.0
2019,SE_ACS_H2O,Finland,PRIMAR,100.0
2000,SE_ACS_H2O,France,LOWSEC,100.0
2000,SE_ACS_H2O,France,UPPSEC,100.0
2001,SE_ACS_H2O,France,UPPSEC,100.0
2001,SE_ACS_H2O,France,PRIMAR,100.0
2001,SE_ACS_H2O,France,LOWSEC,100.0
2002,SE_ACS_H2O,France,LOWSEC,100.0
2002,SE_ACS_H2O,France,PRIMAR,100.0
2002,SE_ACS_H2O,France,UPPSEC,100.0
2003,SE_ACS_H2O,France,UPPSEC,100.0
2003,SE_ACS_H2O,France,PRIMAR,100.0
2003,SE_ACS_H2O,France,LOWSEC,100.0
2004,SE_ACS_H2O,France,UPPSEC,100.0
2004,SE_ACS_H2O,France,LOWSEC,100.0
2004,SE_ACS_H2O,France,PRIMAR,100.0
2005,SE_ACS_H2O,France,UPPSEC,100.0
2005,SE_ACS_H2O,France,PRIMAR,100.0
2005,SE_ACS_H2O,France,LOWSEC,100.0
2006,SE_ACS_H2O,France,LOWSEC,100.0
2006,SE_ACS_H2O,France,PRIMAR,100.0
2006,SE_ACS_H2O,France,UPPSEC,100.0
2007,SE_ACS_H2O,France,UPPSEC,100.0
2007,SE_ACS_H2O,France,PRIMAR,100.0
2007,SE_ACS_H2O,France,LOWSEC,100.0
2008,SE_ACS_H2O,France,LOWSEC,100.0
2008,SE_ACS_H2O,France,PRIMAR,100.0
2008,SE_ACS_H2O,France,UPPSEC,100.0
2009,SE_ACS_H2O,France,LOWSEC,100.0
2009,SE_ACS_H2O,France,UPPSEC,100.0
2009,SE_ACS_H2O,France,PRIMAR,100.0
2010,SE_ACS_H2O,France,LOWSEC,100.0
2010,SE_ACS_H2O,France,PRIMAR,100.0
2010,SE_ACS_H2O,France,UPPSEC,100.0
2011,SE_ACS_H2O,France,UPPSEC,100.0
2011,SE_ACS_H2O,France,PRIMAR,100.0
2011,SE_ACS_H2O,France,LOWSEC,100.0
2012,SE_ACS_H2O,France,LOWSEC,100.0
2012,SE_ACS_H2O,France,PRIMAR,100.0
2012,SE_ACS_H2O,France,UPPSEC,100.0
2013,SE_ACS_H2O,France,UPPSEC,100.0
2013,SE_ACS_H2O,France,PRIMAR,100.0
2013,SE_ACS_H2O,France,LOWSEC,100.0
2014,SE_ACS_H2O,France,UPPSEC,100.0
2014,SE_ACS_H2O,France,LOWSEC,100.0
2014,SE_ACS_H2O,France,PRIMAR,100.0
2015,SE_ACS_H2O,France,UPPSEC,100.0
2015,SE_ACS_H2O,France,PRIMAR,100.0
2015,SE_ACS_H2O,France,LOWSEC,100.0
2016,SE_ACS_H2O,France,LOWSEC,100.0
2016,SE_ACS_H2O,France,PRIMAR,100.0
2016,SE_ACS_H2O,France,UPPSEC,100.0
2017,SE_ACS_H2O,France,UPPSEC,100.0
2017,SE_ACS_H2O,France,PRIMAR,100.0
2017,SE_ACS_H2O,France,LOWSEC,100.0
2018,SE_ACS_H2O,France,LOWSEC,100.0
2018,SE_ACS_H2O,France,PRIMAR,100.0
2018,SE_ACS_H2O,France,UPPSEC,100.0
2019,SE_ACS_H2O,France,LOWSEC,100.0
2019,SE_ACS_H2O,France,UPPSEC,100.0
2019,SE_ACS_H2O,France,PRIMAR,100.0
2016,SE_ACS_H2O,Georgia,PRIMAR,100.0
2016,SE_ACS_H2O,Georgia,UPPSEC,100.0
2016,SE_ACS_H2O,Georgia,LOWSEC,100.0
2017,SE_ACS_H2O,Georgia,LOWSEC,100.0
2017,SE_ACS_H2O,Georgia,UPPSEC,100.0
2017,SE_ACS_H2O,Georgia,PRIMAR,99.74026
2018,SE_ACS_H2O,Georgia,PRIMAR,100.0
2018,SE_ACS_H2O,Georgia,UPPSEC,100.0
2018,SE_ACS_H2O,Georgia,LOWSEC,100.0
2019,SE_ACS_H2O,Georgia,LOWSEC,100.0
2019,SE_ACS_H2O,Georgia,UPPSEC,100.0
2019,SE_ACS_H2O,Georgia,PRIMAR,100.0
2020,SE_ACS_H2O,Georgia,PRIMAR,100.0
2020,SE_ACS_H2O,Georgia,UPPSEC,100.0
2020,SE_ACS_H2O,Georgia,LOWSEC,100.0
2021,SE_ACS_H2O,Georgia,LOWSEC,100.0
2021,SE_ACS_H2O,Georgia,UPPSEC,100.0
2021,SE_ACS_H2O,Georgia,PRIMAR,100.0
2000,SE_ACS_H2O,Germany,LOWSEC,100.0
2000,SE_ACS_H2O,Germany,PRIMAR,100.0
2000,SE_ACS_H2O,Germany,UPPSEC,100.0
2001,SE_ACS_H2O,Germany,UPPSEC,100.0
2001,SE_ACS_H2O,Germany,PRIMAR,100.0
2001,SE_ACS_H2O,Germany,LOWSEC,100.0
2002,SE_ACS_H2O,Germany,LOWSEC,100.0
2002,SE_ACS_H2O,Germany,PRIMAR,100.0
2002,SE_ACS_H2O,Germany,UPPSEC,100.0
2003,SE_ACS_H2O,Germany,UPPSEC,100.0
2003,SE_ACS_H2O,Germany,PRIMAR,100.0
2003,SE_ACS_H2O,Germany,LOWSEC,100.0
2004,SE_ACS_H2O,Germany,LOWSEC,100.0
2004,SE_ACS_H2O,Germany,PRIMAR,100.0
2004,SE_ACS_H2O,Germany,UPPSEC,100.0
2005,SE_ACS_H2O,Germany,UPPSEC,100.0
2005,SE_ACS_H2O,Germany,PRIMAR,100.0
2005,SE_ACS_H2O,Germany,LOWSEC,100.0
2006,SE_ACS_H2O,Germany,LOWSEC,100.0
2006,SE_ACS_H2O,Germany,PRIMAR,100.0
2006,SE_ACS_H2O,Germany,UPPSEC,100.0
2007,SE_ACS_H2O,Germany,UPPSEC,100.0
2007,SE_ACS_H2O,Germany,PRIMAR,100.0
2007,SE_ACS_H2O,Germany,LOWSEC,100.0
2008,SE_ACS_H2O,Germany,LOWSEC,100.0
2008,SE_ACS_H2O,Germany,PRIMAR,100.0
2008,SE_ACS_H2O,Germany,UPPSEC,100.0
2009,SE_ACS_H2O,Germany,UPPSEC,100.0
2009,SE_ACS_H2O,Germany,PRIMAR,100.0
2009,SE_ACS_H2O,Germany,LOWSEC,100.0
2010,SE_ACS_H2O,Germany,LOWSEC,100.0
2010,SE_ACS_H2O,Germany,PRIMAR,100.0
2010,SE_ACS_H2O,Germany,UPPSEC,100.0
2011,SE_ACS_H2O,Germany,UPPSEC,100.0
2011,SE_ACS_H2O,Germany,PRIMAR,100.0
2011,SE_ACS_H2O,Germany,LOWSEC,100.0
2012,SE_ACS_H2O,Germany,LOWSEC,100.0
2012,SE_ACS_H2O,Germany,PRIMAR,100.0
2012,SE_ACS_H2O,Germany,UPPSEC,100.0
2013,SE_ACS_H2O,Germany,UPPSEC,100.0
2013,SE_ACS_H2O,Germany,PRIMAR,100.0
2013,SE_ACS_H2O,Germany,LOWSEC,100.0
2014,SE_ACS_H2O,Germany,LOWSEC,100.0
2014,SE_ACS_H2O,Germany,PRIMAR,100.0
2014,SE_ACS_H2O,Germany,UPPSEC,100.0
2015,SE_ACS_H2O,Germany,UPPSEC,100.0
2015,SE_ACS_H2O,Germany,PRIMAR,100.0
2015,SE_ACS_H2O,Germany,LOWSEC,100.0
2016,SE_ACS_H2O,Germany,LOWSEC,100.0
2016,SE_ACS_H2O,Germany,PRIMAR,100.0
2016,SE_ACS_H2O,Germany,UPPSEC,100.0
2017,SE_ACS_H2O,Germany,UPPSEC,100.0
2017,SE_ACS_H2O,Germany,PRIMAR,100.0
2017,SE_ACS_H2O,Germany,LOWSEC,100.0
2018,SE_ACS_H2O,Germany,LOWSEC,100.0
2018,SE_ACS_H2O,Germany,PRIMAR,100.0
2018,SE_ACS_H2O,Germany,UPPSEC,100.0
2019,SE_ACS_H2O,Germany,UPPSEC,100.0
2019,SE_ACS_H2O,Germany,PRIMAR,100.0
2019,SE_ACS_H2O,Germany,LOWSEC,100.0
2000,SE_ACS_H2O,Hungary,PRIMAR,100.0
2000,SE_ACS_H2O,Hungary,LOWSEC,100.0
2000,SE_ACS_H2O,Hungary,UPPSEC,100.0
2001,SE_ACS_H2O,Hungary,UPPSEC,100.0
2001,SE_ACS_H2O,Hungary,LOWSEC,100.0
2001,SE_ACS_H2O,Hungary,PRIMAR,100.0
2002,SE_ACS_H2O,Hungary,PRIMAR,100.0
2002,SE_ACS_H2O,Hungary,LOWSEC,100.0
2002,SE_ACS_H2O,Hungary,UPPSEC,100.0
2003,SE_ACS_H2O,Hungary,UPPSEC,100.0
2003,SE_ACS_H2O,Hungary,LOWSEC,100.0
2003,SE_ACS_H2O,Hungary,PRIMAR,100.0
2004,SE_ACS_H2O,Hungary,PRIMAR,100.0
2004,SE_ACS_H2O,Hungary,LOWSEC,100.0
2004,SE_ACS_H2O,Hungary,UPPSEC,100.0
2005,SE_ACS_H2O,Hungary,UPPSEC,100.0
2005,SE_ACS_H2O,Hungary,LOWSEC,100.0
2005,SE_ACS_H2O,Hungary,PRIMAR,100.0
2006,SE_ACS_H2O,Hungary,PRIMAR,100.0
2006,SE_ACS_H2O,Hungary,LOWSEC,100.0
2006,SE_ACS_H2O,Hungary,UPPSEC,100.0
2007,SE_ACS_H2O,Hungary,UPPSEC,100.0
2007,SE_ACS_H2O,Hungary,LOWSEC,100.0
2007,SE_ACS_H2O,Hungary,PRIMAR,100.0
2008,SE_ACS_H2O,Hungary,PRIMAR,100.0
2008,SE_ACS_H2O,Hungary,LOWSEC,100.0
2008,SE_ACS_H2O,Hungary,UPPSEC,100.0
2009,SE_ACS_H2O,Hungary,UPPSEC,100.0
2009,SE_ACS_H2O,Hungary,LOWSEC,100.0
2009,SE_ACS_H2O,Hungary,PRIMAR,100.0
2010,SE_ACS_H2O,Hungary,PRIMAR,100.0
2010,SE_ACS_H2O,Hungary,LOWSEC,100.0
2010,SE_ACS_H2O,Hungary,UPPSEC,100.0
2011,SE_ACS_H2O,Hungary,UPPSEC,100.0
2011,SE_ACS_H2O,Hungary,LOWSEC,100.0
2011,SE_ACS_H2O,Hungary,PRIMAR,100.0
2012,SE_ACS_H2O,Hungary,PRIMAR,100.0
2012,SE_ACS_H2O,Hungary,LOWSEC,100.0
2012,SE_ACS_H2O,Hungary,UPPSEC,100.0
2013,SE_ACS_H2O,Hungary,UPPSEC,100.0
2013,SE_ACS_H2O,Hungary,LOWSEC,100.0
2013,SE_ACS_H2O,Hungary,PRIMAR,100.0
2014,SE_ACS_H2O,Hungary,PRIMAR,100.0
2014,SE_ACS_H2O,Hungary,LOWSEC,100.0
2014,SE_ACS_H2O,Hungary,UPPSEC,100.0
2015,SE_ACS_H2O,Hungary,UPPSEC,100.0
2015,SE_ACS_H2O,Hungary,LOWSEC,100.0
2015,SE_ACS_H2O,Hungary,PRIMAR,100.0
2016,SE_ACS_H2O,Hungary,PRIMAR,100.0
2016,SE_ACS_H2O,Hungary,LOWSEC,100.0
2016,SE_ACS_H2O,Hungary,UPPSEC,100.0
2019,SE_ACS_H2O,Hungary,UPPSEC,77.37327
2019,SE_ACS_H2O,Hungary,LOWSEC,100.0
2019,SE_ACS_H2O,Hungary,PRIMAR,87.88233
2016,SE_ACS_H2O,India,PRIMAR,83.9422
2016,SE_ACS_H2O,India,LOWSEC,88.88256
2016,SE_ACS_H2O,India,UPPSEC,91.63996
2017,SE_ACS_H2O,India,UPPSEC,91.14135
2017,SE_ACS_H2O,India,LOWSEC,87.59739
2017,SE_ACS_H2O,India,PRIMAR,80.92738
2019,SE_ACS_H2O,India,UPPSEC,97.61792
2019,SE_ACS_H2O,India,PRIMAR,94.4617
2019,SE_ACS_H2O,India,LOWSEC,96.76724
2020,SE_ACS_H2O,India,UPPSEC,96.05396
2020,SE_ACS_H2O,India,LOWSEC,94.42908
2020,SE_ACS_H2O,India,PRIMAR,92.55959
2021,SE_ACS_H2O,India,PRIMAR,96.41803
2021,SE_ACS_H2O,India,LOWSEC,98.34194
2021,SE_ACS_H2O,India,UPPSEC,98.85029
2022,SE_ACS_H2O,India,UPPSEC,99.25798
2022,SE_ACS_H2O,India,LOWSEC,98.65054
2022,SE_ACS_H2O,India,PRIMAR,97.5816
2000,SE_ACS_H2O,Israel,LOWSEC,100.0
2000,SE_ACS_H2O,Israel,PRIMAR,100.0
2000,SE_ACS_H2O,Israel,UPPSEC,100.0
2001,SE_ACS_H2O,Israel,UPPSEC,100.0
2001,SE_ACS_H2O,Israel,PRIMAR,100.0
2001,SE_ACS_H2O,Israel,LOWSEC,100.0
2002,SE_ACS_H2O,Israel,UPPSEC,100.0
2002,SE_ACS_H2O,Israel,LOWSEC,100.0
2002,SE_ACS_H2O,Israel,PRIMAR,100.0
2003,SE_ACS_H2O,Israel,UPPSEC,100.0
2003,SE_ACS_H2O,Israel,PRIMAR,100.0
2003,SE_ACS_H2O,Israel,LOWSEC,100.0
2004,SE_ACS_H2O,Israel,LOWSEC,100.0
2004,SE_ACS_H2O,Israel,PRIMAR,100.0
2004,SE_ACS_H2O,Israel,UPPSEC,100.0
2005,SE_ACS_H2O,Israel,UPPSEC,100.0
2005,SE_ACS_H2O,Israel,PRIMAR,100.0
2005,SE_ACS_H2O,Israel,LOWSEC,100.0
2006,SE_ACS_H2O,Israel,LOWSEC,100.0
2006,SE_ACS_H2O,Israel,PRIMAR,100.0
2006,SE_ACS_H2O,Israel,UPPSEC,100.0
2007,SE_ACS_H2O,Israel,LOWSEC,100.0
2007,SE_ACS_H2O,Israel,UPPSEC,100.0
2007,SE_ACS_H2O,Israel,PRIMAR,100.0
2008,SE_ACS_H2O,Israel,LOWSEC,100.0
2008,SE_ACS_H2O,Israel,PRIMAR,100.0
2008,SE_ACS_H2O,Israel,UPPSEC,100.0
2009,SE_ACS_H2O,Israel,UPPSEC,100.0
2009,SE_ACS_H2O,Israel,PRIMAR,100.0
2009,SE_ACS_H2O,Israel,LOWSEC,100.0
2010,SE_ACS_H2O,Israel,LOWSEC,100.0
2010,SE_ACS_H2O,Israel,PRIMAR,100.0
2010,SE_ACS_H2O,Israel,UPPSEC,100.0
2011,SE_ACS_H2O,Israel,UPPSEC,100.0
2011,SE_ACS_H2O,Israel,PRIMAR,100.0
2011,SE_ACS_H2O,Israel,LOWSEC,100.0
2012,SE_ACS_H2O,Israel,UPPSEC,100.0
2012,SE_ACS_H2O,Israel,LOWSEC,100.0
2012,SE_ACS_H2O,Israel,PRIMAR,100.0
2013,SE_ACS_H2O,Israel,UPPSEC,100.0
2013,SE_ACS_H2O,Israel,PRIMAR,100.0
2013,SE_ACS_H2O,Israel,LOWSEC,100.0
2014,SE_ACS_H2O,Israel,LOWSEC,100.0
2014,SE_ACS_H2O,Israel,PRIMAR,100.0
2014,SE_ACS_H2O,Israel,UPPSEC,100.0
2015,SE_ACS_H2O,Israel,UPPSEC,100.0
2015,SE_ACS_H2O,Israel,PRIMAR,100.0
2015,SE_ACS_H2O,Israel,LOWSEC,100.0
2016,SE_ACS_H2O,Israel,LOWSEC,100.0
2016,SE_ACS_H2O,Israel,PRIMAR,100.0
2016,SE_ACS_H2O,Israel,UPPSEC,100.0
2000,SE_ACS_H2O,Italy,UPPSEC,100.0
2000,SE_ACS_H2O,Italy,PRIMAR,100.0
2000,SE_ACS_H2O,Italy,LOWSEC,100.0
2001,SE_ACS_H2O,Italy,UPPSEC,100.0
2001,SE_ACS_H2O,Italy,LOWSEC,100.0
2001,SE_ACS_H2O,Italy,PRIMAR,100.0
2002,SE_ACS_H2O,Italy,PRIMAR,100.0
2002,SE_ACS_H2O,Italy,LOWSEC,100.0
2002,SE_ACS_H2O,Italy,UPPSEC,100.0
2003,SE_ACS_H2O,Italy,UPPSEC,100.0
2003,SE_ACS_H2O,Italy,LOWSEC,100.0
2003,SE_ACS_H2O,Italy,PRIMAR,100.0
2004,SE_ACS_H2O,Italy,PRIMAR,100.0
2004,SE_ACS_H2O,Italy,LOWSEC,100.0
2004,SE_ACS_H2O,Italy,UPPSEC,100.0
2005,SE_ACS_H2O,Italy,PRIMAR,100.0
2005,SE_ACS_H2O,Italy,UPPSEC,100.0
2005,SE_ACS_H2O,Italy,LOWSEC,100.0
2006,SE_ACS_H2O,Italy,PRIMAR,100.0
2006,SE_ACS_H2O,Italy,LOWSEC,100.0
2006,SE_ACS_H2O,Italy,UPPSEC,100.0
2007,SE_ACS_H2O,Italy,UPPSEC,100.0
2007,SE_ACS_H2O,Italy,LOWSEC,100.0
2007,SE_ACS_H2O,Italy,PRIMAR,100.0
2008,SE_ACS_H2O,Italy,PRIMAR,100.0
2008,SE_ACS_H2O,Italy,LOWSEC,100.0
2008,SE_ACS_H2O,Italy,UPPSEC,100.0
2009,SE_ACS_H2O,Italy,UPPSEC,100.0
2009,SE_ACS_H2O,Italy,LOWSEC,100.0
2009,SE_ACS_H2O,Italy,PRIMAR,100.0
2010,SE_ACS_H2O,Italy,UPPSEC,100.0
2010,SE_ACS_H2O,Italy,PRIMAR,100.0
2010,SE_ACS_H2O,Italy,LOWSEC,100.0
2011,SE_ACS_H2O,Italy,UPPSEC,100.0
2011,SE_ACS_H2O,Italy,LOWSEC,100.0
2011,SE_ACS_H2O,Italy,PRIMAR,100.0
2012,SE_ACS_H2O,Italy,PRIMAR,100.0
2012,SE_ACS_H2O,Italy,LOWSEC,100.0
2012,SE_ACS_H2O,Italy,UPPSEC,100.0
2013,SE_ACS_H2O,Italy,UPPSEC,100.0
2013,SE_ACS_H2O,Italy,LOWSEC,100.0
2013,SE_ACS_H2O,Italy,PRIMAR,100.0
2014,SE_ACS_H2O,Italy,PRIMAR,100.0
2014,SE_ACS_H2O,Italy,LOWSEC,100.0
2014,SE_ACS_H2O,Italy,UPPSEC,100.0
2015,SE_ACS_H2O,Italy,PRIMAR,100.0
2015,SE_ACS_H2O,Italy,UPPSEC,100.0
2015,SE_ACS_H2O,Italy,LOWSEC,100.0
2016,SE_ACS_H2O,Italy,PRIMAR,100.0
2016,SE_ACS_H2O,Italy,LOWSEC,100.0
2016,SE_ACS_H2O,Italy,UPPSEC,100.0
2000,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2000,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2000,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2001,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2001,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2001,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2002,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2002,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2002,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2003,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2003,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2003,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2004,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2004,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2004,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2005,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2005,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2005,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2006,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2006,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2006,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2007,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2007,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2007,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2008,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2008,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2008,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2009,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2009,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2009,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2010,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2010,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2010,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2011,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2011,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2011,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2012,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2012,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2012,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2013,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2013,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2013,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2014,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2014,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2014,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2015,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2015,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2015,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2016,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2016,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2016,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2017,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2017,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2017,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2018,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2018,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2018,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2019,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2019,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2019,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2020,SE_ACS_H2O,Republic of Korea,PRIMAR,100.0
2020,SE_ACS_H2O,Republic of Korea,LOWSEC,100.0
2020,SE_ACS_H2O,Republic of Korea,UPPSEC,100.0
2016,SE_ACS_H2O,Latvia,UPPSEC,100.0
2016,SE_ACS_H2O,Latvia,PRIMAR,100.0
2016,SE_ACS_H2O,Latvia,LOWSEC,100.0
2020,SE_ACS_H2O,Lithuania,UPPSEC,100.0
2020,SE_ACS_H2O,Lithuania,PRIMAR,100.0
2020,SE_ACS_H2O,Lithuania,LOWSEC,100.0
2013,SE_ACS_H2O,Mexico,PRIMAR,76.15623
2016,SE_ACS_H2O,Mexico,UPPSEC,49.04111
2016,SE_ACS_H2O,Republic of Moldova,PRIMAR,100.0
2016,SE_ACS_H2O,Republic of Moldova,UPPSEC,100.0
2016,SE_ACS_H2O,Republic of Moldova,LOWSEC,100.0
2017,SE_ACS_H2O,Republic of Moldova,LOWSEC,100.0
2017,SE_ACS_H2O,Republic of Moldova,UPPSEC,100.0
2017,SE_ACS_H2O,Republic of Moldova,PRIMAR,100.0
2018,SE_ACS_H2O,Republic of Moldova,PRIMAR,100.0
2018,SE_ACS_H2O,Republic of Moldova,UPPSEC,100.0
2018,SE_ACS_H2O,Republic of Moldova,LOWSEC,100.0
2019,SE_ACS_H2O,Republic of Moldova,LOWSEC,100.0
2019,SE_ACS_H2O,Republic of Moldova,UPPSEC,100.0
2019,SE_ACS_H2O,Republic of Moldova,PRIMAR,100.0
2000,SE_ACS_H2O,Netherlands (Kingdom of the),LOWSEC,100.0
2000,SE_ACS_H2O,Netherlands (Kingdom of the),UPPSEC,100.0
2000,SE_ACS_H2O,Netherlands (Kingdom of the),PRIMAR,100.0
2001,SE_ACS_H2O,Netherlands (Kingdom of the),PRIMAR,100.0
2001,SE_ACS_H2O,Netherlands (Kingdom of the),UPPSEC,100.0
2001,SE_ACS_H2O,Netherlands (Kingdom of the),LOWSEC,100.0
2002,SE_ACS_H2O,Netherlands (Kingdom of the),PRIMAR,100.0
2002,SE_ACS_H2O,Netherlands (Kingdom of the),LOWSEC,100.0
2002,SE_ACS_H2O,Netherlands (Kingdom of the),UPPSEC,100.0
2003,SE_ACS_H2O,Netherlands (Kingdom of the),PRIMAR,100.0
2003,SE_ACS_H2O,Netherlands (Kingdom of the),UPPSEC,100.0
2003,SE_ACS_H2O,Netherlands (Kingdom of the),LOWSEC,100.0
2004,SE_ACS_H2O,Netherlands (Kingdom of the),LOWSEC,100.0
2004,SE_ACS_H2O,Netherlands (Kingdom of the),UPPSEC,100.0
2004,SE_ACS_H2O,Netherlands (Kingdom of the),PRIMAR,100.0
2005,SE_ACS_H2O,Netherlands (Kingdom of the),PRIMAR,100.0
2005,SE_ACS_H2O,Netherlands (Kingdom of the),UPPSEC,100.0
2005,SE_ACS_H2O,Netherlands (Kingdom of the),LOWSEC,100.0
2006,SE_ACS_H2O,Netherlands (Kingdom of the),LOWSEC,100.0
2006,SE_ACS_H2O,Netherlands (Kingdom of the),UPPSEC,100.0
2006,SE_ACS_H2O,Netherlands (Kingdom of the),PRIMAR,100.0
2007,SE_ACS_H2O,Netherlands (Kingdom of the),UPPSEC,100.0
2007,SE_ACS_H2O,Netherlands (Kingdom of the),LOWSEC,100.0
2007,SE_ACS_H2O,Netherlands (Kingdom of the),PRIMAR,100.0
2008,SE_ACS_H2O,Netherlands (Kingdom of the),LOWSEC,100.0
2008,SE_ACS_H2O,Netherlands (Kingdom of the),UPPSEC,100.0
2008,SE_ACS_H2O,Netherlands (Kingdom of the),PRIMAR,100.0
2009,SE_ACS_H2O,Netherlands (Kingdom of the),PRIMAR,100.0
2009,SE_ACS_H2O,Netherlands (Kingdom of the),UPPSEC,100.0
2009,SE_ACS_H2O,Netherlands (Kingdom of the),LOWSEC,100.0
2010,SE_ACS_H2O,Netherlands (Kingdom of the),LOWSEC,100.0
2010,SE_ACS_H2O,Netherlands (Kingdom of the),UPPSEC,100.0
2010,SE_ACS_H2O,Netherlands (Kingdom of the),PRIMAR,100.0
2011,SE_ACS_H2O,Netherlands (Kingdom of the),PRIMAR,100.0
2011,SE_ACS_H2O,Netherlands (Kingdom of the),UPPSEC,100.0
2011,SE_ACS_H2O,Netherlands (Kingdom of the),LOWSEC,100.0
2012,SE_ACS_H2O,Netherlands (Kingdom of the),LOWSEC,100.0
2012,SE_ACS_H2O,Netherlands (Kingdom of the),UPPSEC,100.0
