Year,SeriesCode,Страна ,Migratory status,Sex,Value
2020,SL_EMP_INJUR,Slovenia,_T,FEMALE,1805.47
2000,SL_EMP_INJUR,Spain,_T,BOTHSEX,7549.23
2000,SL_EMP_INJUR,Spain,_T,MALE,10171.06
2000,SL_EMP_INJUR,Spain,_T,FEMALE,3428.53
2001,SL_EMP_INJUR,Spain,_T,BOTHSEX,7341.91
2001,SL_EMP_INJUR,Spain,_T,MALE,9931.07
2001,SL_EMP_INJUR,Spain,_T,FEMALE,3419.09
2002,SL_EMP_INJUR,Spain,_T,FEMALE,3290.34
2002,SL_EMP_INJUR,Spain,_T,BOTHSEX,7034.7
2002,SL_EMP_INJUR,Spain,_T,MALE,9482.99
2003,SL_EMP_INJUR,Spain,_T,MALE,8559.85
2003,SL_EMP_INJUR,Spain,_T,FEMALE,3180.79
2003,SL_EMP_INJUR,Spain,_T,BOTHSEX,6371.25
2004,SL_EMP_INJUR,Spain,_T,BOTHSEX,6121.31
2004,SL_EMP_INJUR,Spain,_T,FEMALE,3041.58
2011,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,87.34
2011,SL_EMP_INJUR,Bulgaria,NONMIG,FEMALE,49.99
2012,SL_EMP_INJUR,Bulgaria,NONMIG,MALE,124.82
2012,SL_EMP_INJUR,Bulgaria,_T,FEMALE,53.07
2012,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,88.9
2012,SL_EMP_INJUR,Bulgaria,NONMIG,FEMALE,52.85
2004,SL_EMP_INJUR,Spain,_T,MALE,8272.48
2005,SL_EMP_INJUR,Spain,_T,FEMALE,2955.0
2005,SL_EMP_INJUR,Spain,_T,MALE,8125.0
2005,SL_EMP_INJUR,Spain,_T,BOTHSEX,5999.0
2006,SL_EMP_INJUR,Spain,_T,FEMALE,2918.0
2006,SL_EMP_INJUR,Spain,_T,BOTHSEX,5868.0
2006,SL_EMP_INJUR,Spain,_T,MALE,7966.0
2007,SL_EMP_INJUR,Spain,_T,FEMALE,2960.0
2013,SL_EMP_INJUR,Hungary,_T,FEMALE,358.31
2013,SL_EMP_INJUR,Hungary,_T,MALE,583.12
2013,SL_EMP_INJUR,Hungary,NONMIG,MALE,582.39
2013,SL_EMP_INJUR,Hungary,NONMIG,BOTHSEX,478.51
2013,SL_EMP_INJUR,Hungary,NONMIG,FEMALE,356.68
2013,SL_EMP_INJUR,Hungary,_T,BOTHSEX,479.81
2007,SL_EMP_INJUR,Spain,_T,MALE,7796.0
2007,SL_EMP_INJUR,Spain,_T,BOTHSEX,5748.0
2008,SL_EMP_INJUR,Spain,_T,BOTHSEX,5055.0
2008,SL_EMP_INJUR,Spain,_T,FEMALE,2799.0
2008,SL_EMP_INJUR,Spain,_T,MALE,6801.0
2009,SL_EMP_INJUR,Spain,_T,FEMALE,2430.19
2009,SL_EMP_INJUR,Spain,_T,BOTHSEX,4121.03
2009,SL_EMP_INJUR,Spain,_T,MALE,5505.3
2014,SL_EMP_INJUR,Hungary,_T,BOTHSEX,534.12
2014,SL_EMP_INJUR,Hungary,NONMIG,MALE,660.05
2014,SL_EMP_INJUR,Hungary,_T,FEMALE,393.32
2014,SL_EMP_INJUR,Hungary,_T,MALE,661.53
2014,SL_EMP_INJUR,Hungary,NONMIG,FEMALE,392.19
2014,SL_EMP_INJUR,Hungary,NONMIG,BOTHSEX,532.66
2015,SL_EMP_INJUR,Hungary,NONMIG,MALE,680.76
2015,SL_EMP_INJUR,Hungary,_T,MALE,681.58
2015,SL_EMP_INJUR,Hungary,_T,FEMALE,412.61
2015,SL_EMP_INJUR,Hungary,_T,BOTHSEX,554.55
2015,SL_EMP_INJUR,Hungary,NONMIG,BOTHSEX,553.28
2015,SL_EMP_INJUR,Hungary,NONMIG,FEMALE,411.07
2010,SL_EMP_INJUR,Spain,_T,FEMALE,2317.1
2010,SL_EMP_INJUR,Spain,_T,MALE,5159.96
2010,SL_EMP_INJUR,Spain,_T,BOTHSEX,3861.11
2011,SL_EMP_INJUR,Spain,NONMIG,BOTHSEX,3242.15
2011,SL_EMP_INJUR,Spain,NONMIG,MALE,4245.15
2011,SL_EMP_INJUR,Spain,NONMIG,FEMALE,2044.37
2016,SL_EMP_INJUR,Hungary,_T,BOTHSEX,530.0
2016,SL_EMP_INJUR,Hungary,_T,MALE,620.0
2016,SL_EMP_INJUR,Hungary,_T,FEMALE,410.0
2017,SL_EMP_INJUR,Hungary,_T,BOTHSEX,640.44
2018,SL_EMP_INJUR,Hungary,_T,BOTHSEX,587.18
2019,SL_EMP_INJUR,Hungary,_T,BOTHSEX,591.57
2020,SL_EMP_INJUR,Hungary,_T,MALE,536.3
2011,SL_EMP_INJUR,Spain,_T,BOTHSEX,3205.83
2011,SL_EMP_INJUR,Spain,_T,MALE,4251.36
2011,SL_EMP_INJUR,Spain,_T,FEMALE,1983.47
2012,SL_EMP_INJUR,Spain,NONMIG,MALE,3432.07
2012,SL_EMP_INJUR,Spain,NONMIG,FEMALE,1664.5
2012,SL_EMP_INJUR,Spain,_T,BOTHSEX,2570.27
2012,SL_EMP_INJUR,Bulgaria,NONMIG,BOTHSEX,88.79
2012,SL_EMP_INJUR,Bulgaria,_T,MALE,124.86
2013,SL_EMP_INJUR,Bulgaria,NONMIG,FEMALE,47.93
2013,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,83.25
2013,SL_EMP_INJUR,Bulgaria,NONMIG,MALE,118.8
2013,SL_EMP_INJUR,Bulgaria,NONMIG,BOTHSEX,83.22
2012,SL_EMP_INJUR,Spain,NONMIG,BOTHSEX,2600.52
2012,SL_EMP_INJUR,Spain,_T,MALE,3437.8
2012,SL_EMP_INJUR,Spain,_T,FEMALE,1612.43
2013,SL_EMP_INJUR,Spain,_T,MALE,3370.21
2013,SL_EMP_INJUR,Spain,NONMIG,FEMALE,1777.4
2013,SL_EMP_INJUR,Spain,NONMIG,BOTHSEX,2623.32
2013,SL_EMP_INJUR,Spain,NONMIG,MALE,3377.47
2013,SL_EMP_INJUR,Spain,_T,BOTHSEX,2580.64
2013,SL_EMP_INJUR,Spain,_T,FEMALE,1710.26
2014,SL_EMP_INJUR,Spain,_T,BOTHSEX,2788.52
2014,SL_EMP_INJUR,Spain,NONMIG,BOTHSEX,2831.84
2014,SL_EMP_INJUR,Spain,_T,MALE,3681.94
2020,SL_EMP_INJUR,Hungary,_T,BOTHSEX,441.42
2020,SL_EMP_INJUR,Hungary,MIGPER,BOTHSEX,6.41
2020,SL_EMP_INJUR,Hungary,MIGPER,FEMALE,4.44
2020,SL_EMP_INJUR,Hungary,_T,FEMALE,332.12
2020,SL_EMP_INJUR,Hungary,NONMIG,BOTHSEX,435.0
2020,SL_EMP_INJUR,Hungary,NONMIG,MALE,528.18
2020,SL_EMP_INJUR,Hungary,NONMIG,FEMALE,327.67
2014,SL_EMP_INJUR,Spain,NONMIG,FEMALE,1905.49
2014,SL_EMP_INJUR,Spain,_T,FEMALE,1835.74
2014,SL_EMP_INJUR,Spain,NONMIG,MALE,3690.86
2015,SL_EMP_INJUR,Spain,_T,FEMALE,1824.18
2015,SL_EMP_INJUR,Spain,_T,MALE,3620.78
2015,SL_EMP_INJUR,Spain,NONMIG,BOTHSEX,2804.82
2020,SL_EMP_INJUR,Hungary,MIGPER,MALE,8.12
2021,SL_EMP_INJUR,Hungary,NONMIG,BOTHSEX,457.67
2021,SL_EMP_INJUR,Hungary,_T,FEMALE,351.13
2021,SL_EMP_INJUR,Hungary,NONMIG,FEMALE,162.0
2021,SL_EMP_INJUR,Hungary,MIGPER,BOTHSEX,6.39
2021,SL_EMP_INJUR,Hungary,MIGPER,MALE,4.51
2021,SL_EMP_INJUR,Hungary,NONMIG,MALE,295.67
2015,SL_EMP_INJUR,Spain,_T,BOTHSEX,2767.57
2015,SL_EMP_INJUR,Spain,NONMIG,MALE,3620.26
2015,SL_EMP_INJUR,Spain,NONMIG,FEMALE,1894.01
2016,SL_EMP_INJUR,Spain,MIGPER,FEMALE,1645.92
2016,SL_EMP_INJUR,Spain,MIGPER,MALE,4100.44
2016,SL_EMP_INJUR,Spain,_T,MALE,3690.73
2016,SL_EMP_INJUR,Spain,_T,BOTHSEX,2807.18
2016,SL_EMP_INJUR,Spain,NONMIG,BOTHSEX,2791.47
2016,SL_EMP_INJUR,Spain,NONMIG,FEMALE,1851.89
2016,SL_EMP_INJUR,Spain,NONMIG,MALE,3647.81
2016,SL_EMP_INJUR,Spain,MIGPER,BOTHSEX,2960.79
2016,SL_EMP_INJUR,Spain,_T,FEMALE,1833.23
2017,SL_EMP_INJUR,Spain,NONMIG,BOTHSEX,2816.07
2017,SL_EMP_INJUR,Spain,_T,MALE,3777.71
2017,SL_EMP_INJUR,Spain,_T,BOTHSEX,2842.41
2017,SL_EMP_INJUR,Spain,MIGPER,FEMALE,1687.48
2017,SL_EMP_INJUR,Spain,MIGPER,MALE,4266.35
2017,SL_EMP_INJUR,Spain,NONMIG,MALE,3724.05
2017,SL_EMP_INJUR,Spain,_T,FEMALE,1807.16
2017,SL_EMP_INJUR,Spain,NONMIG,FEMALE,1819.23
2017,SL_EMP_INJUR,Spain,MIGPER,BOTHSEX,3092.03
2018,SL_EMP_INJUR,Spain,MIGPER,FEMALE,1732.49
2018,SL_EMP_INJUR,Spain,NONMIG,MALE,3718.84
2013,SL_EMP_INJUR,Bulgaria,_T,FEMALE,47.86
2013,SL_EMP_INJUR,Bulgaria,_T,MALE,118.92
2014,SL_EMP_INJUR,Bulgaria,_T,MALE,121.69
2014,SL_EMP_INJUR,Bulgaria,_T,FEMALE,49.17
2014,SL_EMP_INJUR,Bulgaria,NONMIG,BOTHSEX,85.22
2014,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,85.37
2018,SL_EMP_INJUR,Spain,MIGPER,MALE,4333.88
2018,SL_EMP_INJUR,Spain,NONMIG,BOTHSEX,2786.84
2018,SL_EMP_INJUR,Spain,NONMIG,FEMALE,1765.82
2018,SL_EMP_INJUR,Spain,MIGPER,BOTHSEX,3158.33
2018,SL_EMP_INJUR,Spain,_T,FEMALE,1762.65
2018,SL_EMP_INJUR,Spain,_T,BOTHSEX,2823.92
2018,SL_EMP_INJUR,Spain,_T,MALE,3782.89
2019,SL_EMP_INJUR,Spain,NONMIG,FEMALE,1551.67
2019,SL_EMP_INJUR,Spain,MIGPER,MALE,3861.94
2019,SL_EMP_INJUR,Spain,_T,FEMALE,1552.51
2019,SL_EMP_INJUR,Spain,MIGPER,BOTHSEX,2851.35
2019,SL_EMP_INJUR,Spain,MIGPER,FEMALE,1560.05
2019,SL_EMP_INJUR,Spain,_T,BOTHSEX,2513.2
2019,SL_EMP_INJUR,Spain,NONMIG,MALE,3269.13
2019,SL_EMP_INJUR,Spain,NONMIG,BOTHSEX,2473.35
2019,SL_EMP_INJUR,Spain,_T,MALE,3334.15
2021,SL_EMP_INJUR,Hungary,_T,BOTHSEX,464.06
2021,SL_EMP_INJUR,Hungary,_T,MALE,562.37
2021,SL_EMP_INJUR,Hungary,MIGPER,FEMALE,1.88
2011,SL_EMP_INJUR,Iceland,_T,BOTHSEX,534.39
2012,SL_EMP_INJUR,Iceland,_T,BOTHSEX,957.32
2013,SL_EMP_INJUR,Iceland,_T,BOTHSEX,1038.95
2014,SL_EMP_INJUR,Iceland,_T,BOTHSEX,688.38
2014,SL_EMP_INJUR,Bulgaria,NONMIG,MALE,121.6
2014,SL_EMP_INJUR,Bulgaria,NONMIG,FEMALE,48.94
2015,SL_EMP_INJUR,Bulgaria,NONMIG,BOTHSEX,86.12
2015,SL_EMP_INJUR,Bulgaria,NONMIG,FEMALE,50.89
2015,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,86.16
2015,SL_EMP_INJUR,Bulgaria,_T,FEMALE,50.98
2015,SL_EMP_INJUR,Bulgaria,_T,MALE,121.26
2015,SL_EMP_INJUR,Bulgaria,NONMIG,MALE,121.27
2016,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,82.7
2016,SL_EMP_INJUR,Bulgaria,_T,MALE,111.88
2016,SL_EMP_INJUR,Bulgaria,_T,FEMALE,53.49
2017,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,80.74
2017,SL_EMP_INJUR,Bulgaria,_T,FEMALE,53.05
2017,SL_EMP_INJUR,Bulgaria,_T,MALE,109.46
2018,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,82.54
2018,SL_EMP_INJUR,Bulgaria,_T,FEMALE,53.22
2018,SL_EMP_INJUR,Bulgaria,_T,MALE,111.48
2019,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,86.42
2019,SL_EMP_INJUR,Bulgaria,_T,MALE,115.09
2015,SL_EMP_INJUR,Iceland,_T,BOTHSEX,1054.73
2015,SL_EMP_INJUR,Iceland,_T,FEMALE,811.97
2015,SL_EMP_INJUR,Iceland,_T,MALE,1275.97
2016,SL_EMP_INJUR,Iceland,_T,BOTHSEX,681.97
2017,SL_EMP_INJUR,Iceland,_T,BOTHSEX,674.13
2018,SL_EMP_INJUR,Iceland,_T,BOTHSEX,698.8
2019,SL_EMP_INJUR,Iceland,_T,BOTHSEX,657.16
2020,SL_EMP_INJUR,Spain,_T,MALE,2714.68
2020,SL_EMP_INJUR,Spain,_T,FEMALE,1257.69
2020,SL_EMP_INJUR,Spain,NONMIG,MALE,2661.94
2020,SL_EMP_INJUR,Spain,NONMIG,FEMALE,1271.14
2020,SL_EMP_INJUR,Spain,_T,BOTHSEX,2042.51
2020,SL_EMP_INJUR,Spain,MIGPER,FEMALE,1135.42
2020,SL_EMP_INJUR,Spain,MIGPER,BOTHSEX,2269.83
2020,SL_EMP_INJUR,Spain,NONMIG,BOTHSEX,2015.73
2019,SL_EMP_INJUR,Bulgaria,_T,FEMALE,58.21
2020,SL_EMP_INJUR,Bulgaria,_T,BOTHSEX,76.96
2020,SL_EMP_INJUR,Bulgaria,_T,FEMALE,47.61
2020,SL_EMP_INJUR,Bulgaria,_T,MALE,105.85
2000,SL_EMP_INJUR,Belarus,_T,FEMALE,102.8
2000,SL_EMP_INJUR,Belarus,_T,MALE,302.6
2000,SL_EMP_INJUR,Belarus,_T,BOTHSEX,198.7
2020,SL_EMP_INJUR,Spain,MIGPER,MALE,3137.87
2000,SL_EMP_INJUR,Sweden,_T,FEMALE,810.0
2000,SL_EMP_INJUR,Sweden,_T,BOTHSEX,970.0
2000,SL_EMP_INJUR,Sweden,_T,MALE,1110.0
2001,SL_EMP_INJUR,Sweden,_T,BOTHSEX,912.0
2001,SL_EMP_INJUR,Sweden,_T,FEMALE,721.0
2001,SL_EMP_INJUR,Sweden,_T,MALE,1088.0
2002,SL_EMP_INJUR,Sweden,_T,MALE,1057.0
2001,SL_EMP_INJUR,Belarus,_T,FEMALE,87.9
2001,SL_EMP_INJUR,Belarus,_T,MALE,265.8
2001,SL_EMP_INJUR,Belarus,_T,BOTHSEX,173.9
2002,SL_EMP_INJUR,Belarus,_T,MALE,234.1
2002,SL_EMP_INJUR,Belarus,_T,BOTHSEX,149.7
2002,SL_EMP_INJUR,Belarus,_T,FEMALE,72.4
2003,SL_EMP_INJUR,Belarus,_T,MALE,220.1
2003,SL_EMP_INJUR,Belarus,_T,FEMALE,72.8
2002,SL_EMP_INJUR,Sweden,_T,BOTHSEX,907.0
2002,SL_EMP_INJUR,Sweden,_T,FEMALE,744.0
2003,SL_EMP_INJUR,Sweden,_T,BOTHSEX,828.0
2003,SL_EMP_INJUR,Sweden,_T,MALE,959.0
2003,SL_EMP_INJUR,Sweden,_T,FEMALE,687.0
2004,SL_EMP_INJUR,Sweden,_T,BOTHSEX,782.0
2004,SL_EMP_INJUR,Sweden,_T,MALE,893.0
2004,SL_EMP_INJUR,Sweden,_T,FEMALE,661.0
2003,SL_EMP_INJUR,Belarus,_T,BOTHSEX,143.1
2004,SL_EMP_INJUR,Belarus,_T,MALE,210.7
2004,SL_EMP_INJUR,Belarus,_T,FEMALE,68.7
2004,SL_EMP_INJUR,Belarus,_T,BOTHSEX,136.1
2005,SL_EMP_INJUR,Belarus,_T,FEMALE,58.4
2005,SL_EMP_INJUR,Belarus,_T,BOTHSEX,111.1
2005,SL_EMP_INJUR,Belarus,_T,MALE,168.0
2006,SL_EMP_INJUR,Belarus,_T,FEMALE,50.9
2006,SL_EMP_INJUR,Belarus,_T,BOTHSEX,94.7
2006,SL_EMP_INJUR,Belarus,_T,MALE,141.7
2007,SL_EMP_INJUR,Belarus,_T,FEMALE,43.4
2007,SL_EMP_INJUR,Belarus,_T,MALE,127.7
2007,SL_EMP_INJUR,Belarus,_T,BOTHSEX,83.9
2008,SL_EMP_INJUR,Belarus,_T,BOTHSEX,78.2
2008,SL_EMP_INJUR,Belarus,_T,MALE,117.9
2008,SL_EMP_INJUR,Belarus,_T,FEMALE,43.3
2020,SL_EMP_INJUR,Iceland,_T,BOTHSEX,553.11
2000,SL_EMP_INJUR,India,_T,BOTHSEX,232.5
2001,SL_EMP_INJUR,India,_T,BOTHSEX,341.7
2002,SL_EMP_INJUR,India,_T,BOTHSEX,306.5
2003,SL_EMP_INJUR,India,_T,BOTHSEX,300.0
2004,SL_EMP_INJUR,India,_T,BOTHSEX,291.9
2005,SL_EMP_INJUR,India,_T,BOTHSEX,325.0
2006,SL_EMP_INJUR,India,_T,BOTHSEX,276.6
2007,SL_EMP_INJUR,India,_T,BOTHSEX,325.0
2000,SL_EMP_INJUR,Ireland,_T,BOTHSEX,542.9
2000,SL_EMP_INJUR,Ireland,_T,FEMALE,471.42
2000,SL_EMP_INJUR,Ireland,_T,MALE,699.38
2001,SL_EMP_INJUR,Ireland,_T,MALE,681.94
2001,SL_EMP_INJUR,Ireland,_T,BOTHSEX,534.58
2001,SL_EMP_INJUR,Ireland,_T,FEMALE,320.96
2005,SL_EMP_INJUR,Sweden,_T,BOTHSEX,757.0
2005,SL_EMP_INJUR,Sweden,_T,MALE,866.0
2005,SL_EMP_INJUR,Sweden,_T,FEMALE,639.0
2006,SL_EMP_INJUR,Sweden,_T,MALE,848.0
2006,SL_EMP_INJUR,Sweden,_T,FEMALE,645.0
2006,SL_EMP_INJUR,Sweden,_T,BOTHSEX,751.0
2007,SL_EMP_INJUR,Sweden,_T,BOTHSEX,674.0
2007,SL_EMP_INJUR,Sweden,_T,FEMALE,565.0
2002,SL_EMP_INJUR,Ireland,_T,BOTHSEX,448.03
2002,SL_EMP_INJUR,Ireland,_T,MALE,589.94
2002,SL_EMP_INJUR,Ireland,_T,FEMALE,249.73
2003,SL_EMP_INJUR,Ireland,_T,BOTHSEX,1220.0
2004,SL_EMP_INJUR,Ireland,_T,BOTHSEX,1130.0
2005,SL_EMP_INJUR,Ireland,_T,BOTHSEX,1200.0
2006,SL_EMP_INJUR,Ireland,_T,BOTHSEX,1160.0
2007,SL_EMP_INJUR,Ireland,_T,BOTHSEX,1350.0
2009,SL_EMP_INJUR,Ireland,_T,BOTHSEX,1640.21
2009,SL_EMP_INJUR,Ireland,_T,FEMALE,1155.09
2009,SL_EMP_INJUR,Ireland,_T,MALE,2049.02
2010,SL_EMP_INJUR,Ireland,_T,FEMALE,1554.78
2010,SL_EMP_INJUR,Ireland,_T,BOTHSEX,2182.98
2009,SL_EMP_INJUR,Belarus,_T,BOTHSEX,70.0
2009,SL_EMP_INJUR,Belarus,_T,MALE,100.0
2009,SL_EMP_INJUR,Belarus,_T,FEMALE,40.0
2010,SL_EMP_INJUR,Belarus,_T,FEMALE,30.0
2010,SL_EMP_INJUR,Belarus,_T,MALE,90.0
2010,SL_EMP_INJUR,Belarus,_T,BOTHSEX,60.0
2011,SL_EMP_INJUR,Belarus,_T,BOTHSEX,56.6
2011,SL_EMP_INJUR,Belarus,_T,MALE,88.6
2011,SL_EMP_INJUR,Belarus,_T,FEMALE,26.8
2012,SL_EMP_INJUR,Belarus,_T,BOTHSEX,51.6
2012,SL_EMP_INJUR,Belarus,_T,MALE,79.7
2012,SL_EMP_INJUR,Belarus,_T,FEMALE,26.3
2010,SL_EMP_INJUR,Ireland,_T,MALE,2727.19
2011,SL_EMP_INJUR,Ireland,_T,MALE,2600.0
2011,SL_EMP_INJUR,Ireland,_T,FEMALE,1840.0
2011,SL_EMP_INJUR,Ireland,_T,BOTHSEX,2250.0
2012,SL_EMP_INJUR,Ireland,_T,FEMALE,733.58
2012,SL_EMP_INJUR,Ireland,NONMIG,MALE,852.93
2012,SL_EMP_INJUR,Ireland,NONMIG,FEMALE,715.83
2012,SL_EMP_INJUR,Ireland,NONMIG,BOTHSEX,788.71
2012,SL_EMP_INJUR,Ireland,_T,MALE,908.84
2012,SL_EMP_INJUR,Ireland,_T,BOTHSEX,827.11
2013,SL_EMP_INJUR,Ireland,NONMIG,MALE,1063.21
2013,SL_EMP_INJUR,Ireland,NONMIG,BOTHSEX,888.68
2013,SL_EMP_INJUR,Ireland,_T,FEMALE,725.7
2007,SL_EMP_INJUR,Sweden,_T,MALE,774.0
2008,SL_EMP_INJUR,Sweden,_T,MALE,739.0
2008,SL_EMP_INJUR,Sweden,_T,FEMALE,534.0
2008,SL_EMP_INJUR,Sweden,_T,BOTHSEX,641.0
2009,SL_EMP_INJUR,Sweden,NONMIG,MALE,0.0
2009,SL_EMP_INJUR,Sweden,_T,FEMALE,637.08
2009,SL_EMP_INJUR,Sweden,NONMIG,BOTHSEX,0.0
2013,SL_EMP_INJUR,Ireland,NONMIG,FEMALE,685.98
2013,SL_EMP_INJUR,Ireland,_T,MALE,1150.68
2013,SL_EMP_INJUR,Ireland,_T,BOTHSEX,955.21
2014,SL_EMP_INJUR,Ireland,_T,BOTHSEX,945.02
2014,SL_EMP_INJUR,Ireland,_T,FEMALE,638.32
2014,SL_EMP_INJUR,Ireland,NONMIG,FEMALE,616.53
2014,SL_EMP_INJUR,Ireland,NONMIG,MALE,1144.81
2009,SL_EMP_INJUR,Sweden,_T,MALE,827.16
2009,SL_EMP_INJUR,Sweden,_T,BOTHSEX,736.08
2009,SL_EMP_INJUR,Sweden,NONMIG,FEMALE,0.0
2010,SL_EMP_INJUR,Sweden,NONMIG,MALE,0.0
2010,SL_EMP_INJUR,Sweden,_T,BOTHSEX,781.44
2010,SL_EMP_INJUR,Sweden,NONMIG,FEMALE,0.0
2014,SL_EMP_INJUR,Ireland,NONMIG,BOTHSEX,901.96
2014,SL_EMP_INJUR,Ireland,_T,MALE,1203.23
2015,SL_EMP_INJUR,Ireland,_T,FEMALE,551.38
2015,SL_EMP_INJUR,Ireland,NONMIG,FEMALE,523.88
2015,SL_EMP_INJUR,Ireland,_T,BOTHSEX,845.77
2015,SL_EMP_INJUR,Ireland,NONMIG,BOTHSEX,808.13
2015,SL_EMP_INJUR,Ireland,_T,MALE,1092.42
2015,SL_EMP_INJUR,Ireland,NONMIG,MALE,1049.14
2016,SL_EMP_INJUR,Ireland,_T,BOTHSEX,702.61
2017,SL_EMP_INJUR,Ireland,_T,BOTHSEX,1008.38
2018,SL_EMP_INJUR,Ireland,_T,BOTHSEX,801.34
2019,SL_EMP_INJUR,Ireland,_T,BOTHSEX,570.59
2020,SL_EMP_INJUR,Ireland,_T,BOTHSEX,526.27
2000,SL_EMP_INJUR,Israel,_T,BOTHSEX,2913.0
2001,SL_EMP_INJUR,Israel,_T,BOTHSEX,2913.0
2013,SL_EMP_INJUR,Belarus,_T,BOTHSEX,50.5
2013,SL_EMP_INJUR,Belarus,_T,FEMALE,24.4
2013,SL_EMP_INJUR,Belarus,_T,MALE,79.6
2014,SL_EMP_INJUR,Belarus,_T,MALE,72.6
2014,SL_EMP_INJUR,Belarus,_T,BOTHSEX,47.7
2014,SL_EMP_INJUR,Belarus,_T,FEMALE,25.3
2015,SL_EMP_INJUR,Belarus,_T,BOTHSEX,40.9
2015,SL_EMP_INJUR,Belarus,_T,FEMALE,21.8
2015,SL_EMP_INJUR,Belarus,_T,MALE,62.3
2016,SL_EMP_INJUR,Belarus,_T,MALE,62.22
2016,SL_EMP_INJUR,Belarus,_T,BOTHSEX,40.64
2016,SL_EMP_INJUR,Belarus,_T,FEMALE,21.36
2002,SL_EMP_INJUR,Israel,_T,BOTHSEX,2955.0
2003,SL_EMP_INJUR,Israel,_T,BOTHSEX,2551.0
2004,SL_EMP_INJUR,Israel,_T,BOTHSEX,2503.0
2005,SL_EMP_INJUR,Israel,_T,BOTHSEX,2337.0
2006,SL_EMP_INJUR,Israel,_T,BOTHSEX,2293.0
2007,SL_EMP_INJUR,Israel,_T,BOTHSEX,2313.0
2008,SL_EMP_INJUR,Israel,_T,BOTHSEX,2293.13
2009,SL_EMP_INJUR,Israel,_T,FEMALE,1419.37
2009,SL_EMP_INJUR,Israel,_T,MALE,3562.59
2009,SL_EMP_INJUR,Israel,_T,BOTHSEX,2498.56
2010,SL_EMP_INJUR,Israel,_T,FEMALE,1432.81
2010,SL_EMP_INJUR,Israel,_T,MALE,3434.53
2010,SL_EMP_INJUR,Israel,_T,BOTHSEX,2438.77
2017,SL_EMP_INJUR,Belarus,_T,FEMALE,19.09
2017,SL_EMP_INJUR,Belarus,_T,MALE,61.05
2017,SL_EMP_INJUR,Belarus,_T,BOTHSEX,38.84
2018,SL_EMP_INJUR,Belarus,_T,FEMALE,22.08
2018,SL_EMP_INJUR,Belarus,_T,MALE,74.07
2018,SL_EMP_INJUR,Belarus,_T,BOTHSEX,46.74
2010,SL_EMP_INJUR,Sweden,_T,MALE,885.98
2010,SL_EMP_INJUR,Sweden,_T,FEMALE,667.13
2010,SL_EMP_INJUR,Sweden,NONMIG,BOTHSEX,0.0
2011,SL_EMP_INJUR,Sweden,NONMIG,BOTHSEX,0.0
2011,SL_EMP_INJUR,Sweden,_T,BOTHSEX,747.76
2011,SL_EMP_INJUR,Sweden,_T,FEMALE,630.53
2019,SL_EMP_INJUR,Belarus,_T,BOTHSEX,51.27
2019,SL_EMP_INJUR,Belarus,_T,FEMALE,26.64
2019,SL_EMP_INJUR,Belarus,_T,MALE,78.74
2021,SL_EMP_INJUR,Belarus,_T,BOTHSEX,51.58
2021,SL_EMP_INJUR,Belarus,_T,FEMALE,27.76
2021,SL_EMP_INJUR,Belarus,_T,MALE,78.19
2000,SL_EMP_INJUR,Canada,_T,BOTHSEX,2267.0
2000,SL_EMP_INJUR,Canada,_T,FEMALE,1426.0
2000,SL_EMP_INJUR,Canada,_T,MALE,2968.0
2001,SL_EMP_INJUR,Canada,_T,BOTHSEX,2143.0
2001,SL_EMP_INJUR,Canada,_T,FEMALE,1383.0
2001,SL_EMP_INJUR,Canada,_T,MALE,2780.0
2002,SL_EMP_INJUR,Canada,_T,BOTHSEX,2009.0
2011,SL_EMP_INJUR,Israel,_T,FEMALE,1458.52
2011,SL_EMP_INJUR,Israel,_T,BOTHSEX,2419.47
2011,SL_EMP_INJUR,Israel,_T,MALE,3353.72
2012,SL_EMP_INJUR,Israel,_T,FEMALE,1358.82
2012,SL_EMP_INJUR,Israel,_T,MALE,3121.16
2012,SL_EMP_INJUR,Israel,_T,BOTHSEX,2259.56
2014,SL_EMP_INJUR,Israel,_T,MALE,3104.77
2014,SL_EMP_INJUR,Israel,_T,BOTHSEX,2262.93
2014,SL_EMP_INJUR,Israel,_T,FEMALE,1377.66
2016,SL_EMP_INJUR,Israel,_T,FEMALE,1279.0
2016,SL_EMP_INJUR,Israel,_T,MALE,2474.0
2016,SL_EMP_INJUR,Israel,_T,BOTHSEX,1772.0
2017,SL_EMP_INJUR,Israel,_T,BOTHSEX,1655.0
2018,SL_EMP_INJUR,Israel,_T,MALE,2260.0
2018,SL_EMP_INJUR,Israel,_T,BOTHSEX,1563.0
2018,SL_EMP_INJUR,Israel,_T,FEMALE,1166.0
2019,SL_EMP_INJUR,Israel,_T,MALE,2286.0
2019,SL_EMP_INJUR,Israel,_T,BOTHSEX,1604.23
