Year,SeriesCode,Страна ,Migratory status,Sex,Value
2014,SL_EMP_INJUR,Croatia,NONMIG,BOTHSEX,863.15
2015,SL_EMP_INJUR,Croatia,NONMIG,BOTHSEX,949.27
2015,SL_EMP_INJUR,Croatia,_T,BOTHSEX,950.67
2015,SL_EMP_INJUR,Croatia,NONMIG,MALE,1185.29
2015,SL_EMP_INJUR,Croatia,NONMIG,FEMALE,687.58
2015,SL_EMP_INJUR,Croatia,_T,MALE,1188.44
2006,SL_EMP_INJUR,Türkiye,_T,FEMALE,4.0
2006,SL_EMP_INJUR,Türkiye,_T,MALE,36.0
2006,SL_EMP_INJUR,Türkiye,_T,BOTHSEX,29.0
2007,SL_EMP_INJUR,Türkiye,_T,MALE,29.0
2007,SL_EMP_INJUR,Türkiye,_T,FEMALE,2.37
2007,SL_EMP_INJUR,Türkiye,_T,BOTHSEX,23.0
2008,SL_EMP_INJUR,Türkiye,_T,FEMALE,180.47
2008,SL_EMP_INJUR,Türkiye,MIGPER,MALE,0.0
2015,SL_EMP_INJUR,Croatia,_T,FEMALE,687.25
2016,SL_EMP_INJUR,Croatia,_T,FEMALE,945.18
2016,SL_EMP_INJUR,Croatia,_T,MALE,1287.24
2016,SL_EMP_INJUR,Croatia,_T,BOTHSEX,1125.69
2017,SL_EMP_INJUR,Croatia,_T,BOTHSEX,1006.85
2018,SL_EMP_INJUR,Croatia,_T,BOTHSEX,832.12
2019,SL_EMP_INJUR,Croatia,_T,BOTHSEX,714.35
2020,SL_EMP_INJUR,Croatia,_T,BOTHSEX,549.34
2000,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,1025.0
2001,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,1029.0
2002,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,681.1
2002,SL_EMP_INJUR,Cyprus,_T,FEMALE,199.1
2002,SL_EMP_INJUR,Cyprus,_T,MALE,1126.6
2003,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,831.7
2015,SL_EMP_INJUR,Latvia,NONMIG,FEMALE,142.86
2015,SL_EMP_INJUR,Latvia,_T,BOTHSEX,218.21
2015,SL_EMP_INJUR,Latvia,NONMIG,MALE,267.45
2015,SL_EMP_INJUR,Latvia,_T,MALE,289.97
2015,SL_EMP_INJUR,Latvia,_T,FEMALE,152.6
2015,SL_EMP_INJUR,Latvia,NONMIG,BOTHSEX,201.74
2003,SL_EMP_INJUR,Cyprus,_T,FEMALE,284.5
2003,SL_EMP_INJUR,Cyprus,_T,MALE,1359.2
2004,SL_EMP_INJUR,Cyprus,_T,MALE,1385.1
2004,SL_EMP_INJUR,Cyprus,_T,FEMALE,267.4
2004,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,840.0
2005,SL_EMP_INJUR,Cyprus,_T,MALE,1262.0
2005,SL_EMP_INJUR,Cyprus,_T,FEMALE,304.0
2005,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,809.0
2006,SL_EMP_INJUR,Cyprus,_T,MALE,1145.0
2006,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,745.0
2006,SL_EMP_INJUR,Cyprus,_T,FEMALE,305.0
2007,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,694.0
2007,SL_EMP_INJUR,Cyprus,_T,FEMALE,297.0
2007,SL_EMP_INJUR,Cyprus,_T,MALE,1069.0
2016,SL_EMP_INJUR,Latvia,_T,BOTHSEX,201.16
2017,SL_EMP_INJUR,Latvia,_T,BOTHSEX,207.06
2018,SL_EMP_INJUR,Latvia,_T,BOTHSEX,236.47
2019,SL_EMP_INJUR,Latvia,_T,BOTHSEX,215.55
2020,SL_EMP_INJUR,Latvia,_T,BOTHSEX,223.57
2021,SL_EMP_INJUR,Latvia,_T,BOTHSEX,301.2
2021,SL_EMP_INJUR,Latvia,_T,MALE,420.15
2008,SL_EMP_INJUR,Cyprus,_T,FEMALE,313.46
2008,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,768.39
2008,SL_EMP_INJUR,Cyprus,_T,MALE,1196.93
2009,SL_EMP_INJUR,Cyprus,NONMIG,BOTHSEX,533.16
2009,SL_EMP_INJUR,Cyprus,_T,MALE,819.08
2009,SL_EMP_INJUR,Cyprus,NONMIG,FEMALE,276.31
2021,SL_EMP_INJUR,Latvia,_T,FEMALE,191.58
2000,SL_EMP_INJUR,Lithuania,_T,FEMALE,145.0
2000,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,268.0
2000,SL_EMP_INJUR,Lithuania,_T,MALE,407.0
2001,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,248.0
2001,SL_EMP_INJUR,Lithuania,_T,MALE,374.0
2001,SL_EMP_INJUR,Lithuania,_T,FEMALE,134.0
2002,SL_EMP_INJUR,Lithuania,_T,MALE,377.5
2009,SL_EMP_INJUR,Cyprus,_T,FEMALE,285.92
2009,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,579.91
2009,SL_EMP_INJUR,Cyprus,NONMIG,MALE,721.74
2010,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,562.98
2010,SL_EMP_INJUR,Cyprus,NONMIG,FEMALE,300.15
2010,SL_EMP_INJUR,Cyprus,_T,MALE,781.2
2002,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,245.0
2002,SL_EMP_INJUR,Lithuania,_T,FEMALE,125.0
2003,SL_EMP_INJUR,Lithuania,_T,FEMALE,136.0
2003,SL_EMP_INJUR,Lithuania,_T,MALE,375.0
2003,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,250.0
2004,SL_EMP_INJUR,Lithuania,_T,FEMALE,129.0
2004,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,249.0
2004,SL_EMP_INJUR,Lithuania,_T,MALE,383.0
2010,SL_EMP_INJUR,Cyprus,NONMIG,BOTHSEX,537.23
2010,SL_EMP_INJUR,Cyprus,NONMIG,MALE,710.52
2010,SL_EMP_INJUR,Cyprus,_T,FEMALE,299.33
2011,SL_EMP_INJUR,Cyprus,_T,MALE,947.48
2011,SL_EMP_INJUR,Cyprus,NONMIG,MALE,881.15
2011,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,600.77
2005,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,300.0
2005,SL_EMP_INJUR,Lithuania,_T,FEMALE,159.0
2005,SL_EMP_INJUR,Lithuania,_T,MALE,456.0
2006,SL_EMP_INJUR,Lithuania,_T,FEMALE,173.0
2006,SL_EMP_INJUR,Lithuania,_T,MALE,460.0
2006,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,310.0
2007,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,307.0
2007,SL_EMP_INJUR,Lithuania,_T,MALE,448.0
2011,SL_EMP_INJUR,Cyprus,NONMIG,FEMALE,258.79
2011,SL_EMP_INJUR,Cyprus,_T,FEMALE,269.65
2011,SL_EMP_INJUR,Cyprus,NONMIG,BOTHSEX,578.02
2012,SL_EMP_INJUR,Cyprus,NONMIG,BOTHSEX,501.86
2012,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,528.5
2012,SL_EMP_INJUR,Cyprus,_T,MALE,793.43
2007,SL_EMP_INJUR,Lithuania,_T,FEMALE,180.0
2008,SL_EMP_INJUR,Lithuania,_T,FEMALE,176.0
2008,SL_EMP_INJUR,Lithuania,_T,MALE,386.0
2008,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,278.0
2009,SL_EMP_INJUR,Lithuania,_T,FEMALE,109.17
2009,SL_EMP_INJUR,Lithuania,NONMIG,BOTHSEX,175.21
2009,SL_EMP_INJUR,Lithuania,NONMIG,FEMALE,109.06
2012,SL_EMP_INJUR,Cyprus,NONMIG,MALE,740.07
2012,SL_EMP_INJUR,Cyprus,NONMIG,FEMALE,250.33
2012,SL_EMP_INJUR,Cyprus,_T,FEMALE,275.36
2013,SL_EMP_INJUR,Cyprus,_T,FEMALE,259.59
2013,SL_EMP_INJUR,Cyprus,_T,MALE,566.82
2013,SL_EMP_INJUR,Cyprus,NONMIG,MALE,531.71
2013,SL_EMP_INJUR,Cyprus,NONMIG,FEMALE,252.15
2013,SL_EMP_INJUR,Cyprus,NONMIG,BOTHSEX,406.97
2013,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,419.64
2014,SL_EMP_INJUR,Cyprus,_T,MALE,844.89
2014,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,560.76
2014,SL_EMP_INJUR,Cyprus,_T,FEMALE,307.82
2009,SL_EMP_INJUR,Lithuania,_T,MALE,257.26
2009,SL_EMP_INJUR,Lithuania,NONMIG,MALE,255.81
2009,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,175.91
2010,SL_EMP_INJUR,Lithuania,_T,MALE,247.5
2010,SL_EMP_INJUR,Lithuania,NONMIG,MALE,247.8
2010,SL_EMP_INJUR,Lithuania,NONMIG,FEMALE,122.02
2010,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,182.34
2010,SL_EMP_INJUR,Lithuania,NONMIG,BOTHSEX,182.42
2010,SL_EMP_INJUR,Lithuania,_T,FEMALE,121.99
2011,SL_EMP_INJUR,Lithuania,NONMIG,MALE,285.31
2011,SL_EMP_INJUR,Lithuania,NONMIG,BOTHSEX,208.41
2011,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,208.92
2014,SL_EMP_INJUR,Cyprus,NONMIG,MALE,767.57
2014,SL_EMP_INJUR,Cyprus,NONMIG,BOTHSEX,524.63
2014,SL_EMP_INJUR,Cyprus,NONMIG,FEMALE,287.54
2015,SL_EMP_INJUR,Cyprus,NONMIG,BOTHSEX,474.71
2015,SL_EMP_INJUR,Cyprus,_T,MALE,759.16
2015,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,515.17
2015,SL_EMP_INJUR,Cyprus,_T,FEMALE,277.53
2015,SL_EMP_INJUR,Cyprus,NONMIG,MALE,686.32
2015,SL_EMP_INJUR,Cyprus,NONMIG,FEMALE,251.51
2016,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,531.24
2017,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,553.94
2018,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,547.47
2019,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,528.41
2020,SL_EMP_INJUR,Cyprus,_T,BOTHSEX,419.91
2000,SL_EMP_INJUR,Czechia,_T,BOTHSEX,2052.0
2000,SL_EMP_INJUR,Czechia,_T,MALE,3016.0
2000,SL_EMP_INJUR,Czechia,_T,FEMALE,968.0
2001,SL_EMP_INJUR,Czechia,_T,FEMALE,1052.0
2001,SL_EMP_INJUR,Czechia,_T,MALE,2985.0
2001,SL_EMP_INJUR,Czechia,_T,BOTHSEX,2075.0
2002,SL_EMP_INJUR,Czechia,_T,BOTHSEX,2034.0
2011,SL_EMP_INJUR,Lithuania,NONMIG,FEMALE,136.93
2011,SL_EMP_INJUR,Lithuania,_T,MALE,285.68
2011,SL_EMP_INJUR,Lithuania,_T,FEMALE,137.34
2012,SL_EMP_INJUR,Lithuania,NONMIG,MALE,314.68
2012,SL_EMP_INJUR,Lithuania,_T,FEMALE,163.08
2012,SL_EMP_INJUR,Lithuania,NONMIG,FEMALE,157.53
2002,SL_EMP_INJUR,Czechia,_T,MALE,2900.0
2002,SL_EMP_INJUR,Czechia,_T,FEMALE,1061.0
2003,SL_EMP_INJUR,Czechia,_T,MALE,2627.0
2003,SL_EMP_INJUR,Czechia,_T,FEMALE,1004.0
2003,SL_EMP_INJUR,Czechia,_T,BOTHSEX,1872.0
2004,SL_EMP_INJUR,Czechia,_T,MALE,2613.0
2004,SL_EMP_INJUR,Czechia,_T,FEMALE,1011.0
2004,SL_EMP_INJUR,Czechia,_T,BOTHSEX,1861.0
2012,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,241.41
2012,SL_EMP_INJUR,Lithuania,NONMIG,BOTHSEX,233.0
2012,SL_EMP_INJUR,Lithuania,_T,MALE,325.97
2013,SL_EMP_INJUR,Lithuania,NONMIG,BOTHSEX,232.46
2013,SL_EMP_INJUR,Lithuania,NONMIG,FEMALE,163.97
2013,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,235.39
2013,SL_EMP_INJUR,Lithuania,NONMIG,MALE,303.22
2013,SL_EMP_INJUR,Lithuania,_T,FEMALE,165.68
2013,SL_EMP_INJUR,Lithuania,_T,MALE,307.34
2014,SL_EMP_INJUR,Lithuania,NONMIG,FEMALE,180.45
2014,SL_EMP_INJUR,Lithuania,NONMIG,MALE,363.56
2014,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,268.85
2014,SL_EMP_INJUR,Lithuania,_T,FEMALE,181.24
2014,SL_EMP_INJUR,Lithuania,NONMIG,BOTHSEX,268.27
2014,SL_EMP_INJUR,Lithuania,_T,MALE,363.82
2015,SL_EMP_INJUR,Lithuania,_T,FEMALE,191.16
2015,SL_EMP_INJUR,Lithuania,NONMIG,FEMALE,191.58
2015,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,279.9
2005,SL_EMP_INJUR,Czechia,_T,MALE,2577.0
2005,SL_EMP_INJUR,Czechia,_T,BOTHSEX,1847.0
2005,SL_EMP_INJUR,Czechia,_T,FEMALE,1017.0
2006,SL_EMP_INJUR,Czechia,_T,MALE,2553.0
2006,SL_EMP_INJUR,Czechia,_T,BOTHSEX,1830.0
2006,SL_EMP_INJUR,Czechia,_T,FEMALE,1011.0
2007,SL_EMP_INJUR,Czechia,_T,MALE,2354.0
2007,SL_EMP_INJUR,Czechia,_T,BOTHSEX,1680.0
2015,SL_EMP_INJUR,Lithuania,NONMIG,BOTHSEX,280.04
2015,SL_EMP_INJUR,Lithuania,NONMIG,MALE,377.18
2015,SL_EMP_INJUR,Lithuania,_T,MALE,377.22
2016,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,296.7
2017,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,333.6
2018,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,315.73
2019,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,379.49
2007,SL_EMP_INJUR,Czechia,_T,FEMALE,921.0
2008,SL_EMP_INJUR,Czechia,_T,MALE,2156.0
2008,SL_EMP_INJUR,Czechia,_T,BOTHSEX,1559.0
2008,SL_EMP_INJUR,Czechia,_T,FEMALE,884.0
2009,SL_EMP_INJUR,Czechia,NONMIG,FEMALE,862.98
2009,SL_EMP_INJUR,Czechia,_T,BOTHSEX,1345.93
2009,SL_EMP_INJUR,Czechia,_T,MALE,1701.44
2020,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,318.08
2021,SL_EMP_INJUR,Lithuania,_T,BOTHSEX,435.8
2000,SL_EMP_INJUR,Luxembourg,_T,BOTHSEX,6136.38
2002,SL_EMP_INJUR,Luxembourg,_T,MALE,8356.31
2002,SL_EMP_INJUR,Luxembourg,_T,BOTHSEX,6433.44
2002,SL_EMP_INJUR,Luxembourg,_T,FEMALE,3434.57
2003,SL_EMP_INJUR,Luxembourg,_T,BOTHSEX,5961.95
2003,SL_EMP_INJUR,Luxembourg,_T,FEMALE,3237.82
2009,SL_EMP_INJUR,Czechia,_T,FEMALE,870.3
2009,SL_EMP_INJUR,Czechia,NONMIG,BOTHSEX,1335.91
2009,SL_EMP_INJUR,Czechia,NONMIG,MALE,1689.76
2010,SL_EMP_INJUR,Czechia,NONMIG,MALE,1642.89
2010,SL_EMP_INJUR,Czechia,_T,FEMALE,896.39
2010,SL_EMP_INJUR,Czechia,NONMIG,BOTHSEX,1320.19
2003,SL_EMP_INJUR,Luxembourg,_T,MALE,7704.19
2004,SL_EMP_INJUR,Luxembourg,_T,BOTHSEX,6563.36
2004,SL_EMP_INJUR,Luxembourg,_T,FEMALE,3201.71
2004,SL_EMP_INJUR,Luxembourg,_T,MALE,8696.39
2008,SL_EMP_INJUR,Luxembourg,_T,BOTHSEX,3097.78
2008,SL_EMP_INJUR,Luxembourg,_T,MALE,4348.29
2008,SL_EMP_INJUR,Luxembourg,_T,FEMALE,1237.52
2009,SL_EMP_INJUR,Luxembourg,_T,MALE,2292.66
2010,SL_EMP_INJUR,Czechia,NONMIG,FEMALE,888.53
2010,SL_EMP_INJUR,Czechia,_T,BOTHSEX,1332.78
2010,SL_EMP_INJUR,Czechia,_T,MALE,1658.25
2011,SL_EMP_INJUR,Czechia,_T,MALE,1144.64
2011,SL_EMP_INJUR,Czechia,NONMIG,BOTHSEX,897.78
2011,SL_EMP_INJUR,Czechia,_T,BOTHSEX,906.84
2009,SL_EMP_INJUR,Luxembourg,NONMIG,MALE,815.61
2009,SL_EMP_INJUR,Luxembourg,NONMIG,FEMALE,452.62
2009,SL_EMP_INJUR,Luxembourg,_T,FEMALE,817.62
2009,SL_EMP_INJUR,Luxembourg,NONMIG,BOTHSEX,672.99
2009,SL_EMP_INJUR,Luxembourg,_T,BOTHSEX,1712.76
2010,SL_EMP_INJUR,Luxembourg,NONMIG,BOTHSEX,536.9
2008,SL_EMP_INJUR,Türkiye,_T,BOTHSEX,762.69
2008,SL_EMP_INJUR,Türkiye,NONMIG,BOTHSEX,763.42
2008,SL_EMP_INJUR,Türkiye,MIGPER,BOTHSEX,0.0
2008,SL_EMP_INJUR,Türkiye,_T,MALE,915.76
2008,SL_EMP_INJUR,Türkiye,MIGPER,FEMALE,0.0
2008,SL_EMP_INJUR,Türkiye,NONMIG,MALE,916.43
2011,SL_EMP_INJUR,Czechia,_T,FEMALE,597.27
2011,SL_EMP_INJUR,Czechia,NONMIG,FEMALE,591.33
2011,SL_EMP_INJUR,Czechia,NONMIG,MALE,1133.93
2012,SL_EMP_INJUR,Czechia,_T,FEMALE,581.27
2012,SL_EMP_INJUR,Czechia,NONMIG,MALE,1066.48
2012,SL_EMP_INJUR,Czechia,_T,BOTHSEX,875.64
2010,SL_EMP_INJUR,Luxembourg,_T,FEMALE,830.75
2010,SL_EMP_INJUR,Luxembourg,_T,MALE,2425.85
2010,SL_EMP_INJUR,Luxembourg,NONMIG,MALE,643.64
2010,SL_EMP_INJUR,Luxembourg,_T,BOTHSEX,1780.57
2010,SL_EMP_INJUR,Luxembourg,NONMIG,FEMALE,376.32
2011,SL_EMP_INJUR,Luxembourg,_T,FEMALE,819.17
2012,SL_EMP_INJUR,Czechia,_T,MALE,1102.99
2012,SL_EMP_INJUR,Czechia,NONMIG,FEMALE,577.21
2012,SL_EMP_INJUR,Czechia,NONMIG,BOTHSEX,852.82
2013,SL_EMP_INJUR,Czechia,NONMIG,BOTHSEX,822.83
2013,SL_EMP_INJUR,Czechia,NONMIG,FEMALE,559.28
2013,SL_EMP_INJUR,Czechia,NONMIG,MALE,1025.73
2011,SL_EMP_INJUR,Luxembourg,_T,MALE,2419.67
2011,SL_EMP_INJUR,Luxembourg,NONMIG,BOTHSEX,522.48
2011,SL_EMP_INJUR,Luxembourg,NONMIG,MALE,656.48
2011,SL_EMP_INJUR,Luxembourg,_T,BOTHSEX,1771.23
2011,SL_EMP_INJUR,Luxembourg,NONMIG,FEMALE,331.99
2012,SL_EMP_INJUR,Luxembourg,_T,MALE,2335.19
2013,SL_EMP_INJUR,Czechia,_T,MALE,1029.72
2013,SL_EMP_INJUR,Czechia,_T,FEMALE,560.75
2013,SL_EMP_INJUR,Czechia,_T,BOTHSEX,826.16
2014,SL_EMP_INJUR,Czechia,_T,MALE,1057.81
2014,SL_EMP_INJUR,Czechia,_T,BOTHSEX,850.53
2014,SL_EMP_INJUR,Czechia,_T,FEMALE,579.88
2012,SL_EMP_INJUR,Luxembourg,NONMIG,BOTHSEX,536.14
2012,SL_EMP_INJUR,Luxembourg,_T,FEMALE,866.26
2012,SL_EMP_INJUR,Luxembourg,NONMIG,MALE,611.42
2012,SL_EMP_INJUR,Luxembourg,NONMIG,FEMALE,430.93
2012,SL_EMP_INJUR,Luxembourg,_T,BOTHSEX,1730.52
2013,SL_EMP_INJUR,Luxembourg,_T,MALE,2530.83
2014,SL_EMP_INJUR,Czechia,NONMIG,BOTHSEX,845.45
2014,SL_EMP_INJUR,Czechia,NONMIG,FEMALE,577.36
2014,SL_EMP_INJUR,Czechia,NONMIG,MALE,1051.4
2015,SL_EMP_INJUR,Czechia,NONMIG,MALE,1093.6
2015,SL_EMP_INJUR,Czechia,_T,MALE,1105.87
2015,SL_EMP_INJUR,Czechia,NONMIG,FEMALE,612.81
2013,SL_EMP_INJUR,Luxembourg,_T,BOTHSEX,1886.36
2013,SL_EMP_INJUR,Luxembourg,_T,FEMALE,944.87
2013,SL_EMP_INJUR,Luxembourg,NONMIG,FEMALE,444.71
2013,SL_EMP_INJUR,Luxembourg,NONMIG,BOTHSEX,605.12
2013,SL_EMP_INJUR,Luxembourg,NONMIG,MALE,720.09
2014,SL_EMP_INJUR,Luxembourg,NONMIG,MALE,1206.02
2008,SL_EMP_INJUR,Türkiye,NONMIG,FEMALE,180.79
2009,SL_EMP_INJUR,Türkiye,_T,BOTHSEX,654.26
2009,SL_EMP_INJUR,Türkiye,NONMIG,FEMALE,152.12
2009,SL_EMP_INJUR,Türkiye,_T,MALE,813.48
2009,SL_EMP_INJUR,Türkiye,MIGPER,MALE,88.6
2009,SL_EMP_INJUR,Türkiye,MIGPER,BOTHSEX,33.56
2015,SL_EMP_INJUR,Czechia,_T,BOTHSEX,890.21
2015,SL_EMP_INJUR,Czechia,NONMIG,BOTHSEX,882.05
2015,SL_EMP_INJUR,Czechia,_T,FEMALE,614.87
2016,SL_EMP_INJUR,Czechia,_T,BOTHSEX,885.75
2017,SL_EMP_INJUR,Czechia,_T,BOTHSEX,862.15
2018,SL_EMP_INJUR,Czechia,_T,BOTHSEX,932.01
2019,SL_EMP_INJUR,Czechia,_T,BOTHSEX,893.69
2020,SL_EMP_INJUR,Czechia,_T,BOTHSEX,744.63
2000,SL_EMP_INJUR,Denmark,_T,FEMALE,1336.0
2000,SL_EMP_INJUR,Denmark,_T,BOTHSEX,1734.0
2000,SL_EMP_INJUR,Denmark,_T,MALE,2076.0
2001,SL_EMP_INJUR,Denmark,_T,BOTHSEX,1574.0
2001,SL_EMP_INJUR,Denmark,_T,MALE,1876.0
2001,SL_EMP_INJUR,Denmark,_T,FEMALE,1226.0
2014,SL_EMP_INJUR,Luxembourg,_T,MALE,4140.25
2014,SL_EMP_INJUR,Luxembourg,NONMIG,BOTHSEX,917.16
2014,SL_EMP_INJUR,Luxembourg,_T,FEMALE,1333.55
2014,SL_EMP_INJUR,Luxembourg,_T,BOTHSEX,2886.72
2014,SL_EMP_INJUR,Luxembourg,NONMIG,FEMALE,568.43
2015,SL_EMP_INJUR,Luxembourg,_T,BOTHSEX,1865.96
2009,SL_EMP_INJUR,Denmark,NONMIG,MALE,2258.2
2009,SL_EMP_INJUR,Denmark,NONMIG,FEMALE,1836.81
2009,SL_EMP_INJUR,Denmark,_T,FEMALE,1897.23
2009,SL_EMP_INJUR,Denmark,NONMIG,BOTHSEX,2061.27
2009,SL_EMP_INJUR,Denmark,_T,BOTHSEX,2157.77
2009,SL_EMP_INJUR,Denmark,_T,MALE,2387.85
2010,SL_EMP_INJUR,Denmark,_T,FEMALE,1998.15
2010,SL_EMP_INJUR,Denmark,NONMIG,FEMALE,1918.3
2010,SL_EMP_INJUR,Denmark,NONMIG,MALE,2470.76
2010,SL_EMP_INJUR,Denmark,_T,BOTHSEX,2323.45
2010,SL_EMP_INJUR,Denmark,NONMIG,BOTHSEX,2206.08
2010,SL_EMP_INJUR,Denmark,_T,MALE,2624.54
2011,SL_EMP_INJUR,Denmark,_T,MALE,2444.01
2011,SL_EMP_INJUR,Denmark,NONMIG,FEMALE,1768.79
2009,SL_EMP_INJUR,Türkiye,NONMIG,MALE,814.69
2009,SL_EMP_INJUR,Türkiye,_T,FEMALE,150.81
2009,SL_EMP_INJUR,Türkiye,MIGPER,FEMALE,0.0
2009,SL_EMP_INJUR,Türkiye,NONMIG,BOTHSEX,656.33
2010,SL_EMP_INJUR,Türkiye,_T,BOTHSEX,578.91
2010,SL_EMP_INJUR,Türkiye,_T,FEMALE,147.17
2011,SL_EMP_INJUR,Denmark,NONMIG,MALE,2290.9
2011,SL_EMP_INJUR,Denmark,NONMIG,BOTHSEX,2040.34
2011,SL_EMP_INJUR,Denmark,_T,BOTHSEX,2150.11
2011,SL_EMP_INJUR,Denmark,_T,FEMALE,1833.35
2012,SL_EMP_INJUR,Denmark,_T,BOTHSEX,2142.46
2012,SL_EMP_INJUR,Denmark,NONMIG,FEMALE,1769.23
2012,SL_EMP_INJUR,Denmark,_T,FEMALE,1826.79
2012,SL_EMP_INJUR,Denmark,NONMIG,BOTHSEX,2043.93
2012,SL_EMP_INJUR,Denmark,_T,MALE,2427.56
2012,SL_EMP_INJUR,Denmark,NONMIG,MALE,2290.98
2013,SL_EMP_INJUR,Denmark,_T,MALE,2376.29
2013,SL_EMP_INJUR,Denmark,NONMIG,MALE,2259.62
2013,SL_EMP_INJUR,Denmark,NONMIG,BOTHSEX,1992.93
2013,SL_EMP_INJUR,Denmark,_T,BOTHSEX,2074.0
2015,SL_EMP_INJUR,Luxembourg,NONMIG,FEMALE,440.04
2015,SL_EMP_INJUR,Luxembourg,NONMIG,BOTHSEX,579.8
2015,SL_EMP_INJUR,Luxembourg,NONMIG,MALE,689.98
2015,SL_EMP_INJUR,Luxembourg,_T,FEMALE,955.02
2015,SL_EMP_INJUR,Luxembourg,_T,MALE,2532.18
2016,SL_EMP_INJUR,Luxembourg,_T,BOTHSEX,2055.41
2013,SL_EMP_INJUR,Denmark,NONMIG,FEMALE,1695.6
2013,SL_EMP_INJUR,Denmark,_T,FEMALE,1740.39
2014,SL_EMP_INJUR,Denmark,NONMIG,MALE,1978.91
2014,SL_EMP_INJUR,Denmark,_T,BOTHSEX,1988.13
2014,SL_EMP_INJUR,Denmark,_T,FEMALE,1719.77
2014,SL_EMP_INJUR,Denmark,NONMIG,BOTHSEX,1766.46
2014,SL_EMP_INJUR,Denmark,NONMIG,FEMALE,1528.85
2014,SL_EMP_INJUR,Denmark,_T,MALE,2228.21
2015,SL_EMP_INJUR,Denmark,_T,FEMALE,1500.93
2015,SL_EMP_INJUR,Denmark,_T,BOTHSEX,1793.92
2015,SL_EMP_INJUR,Denmark,NONMIG,FEMALE,1494.48
2015,SL_EMP_INJUR,Denmark,NONMIG,MALE,1986.64
2015,SL_EMP_INJUR,Denmark,NONMIG,BOTHSEX,1755.52
2015,SL_EMP_INJUR,Denmark,_T,MALE,2052.79
2010,SL_EMP_INJUR,Türkiye,_T,MALE,717.78
2010,SL_EMP_INJUR,Türkiye,MIGPER,BOTHSEX,77.69
2010,SL_EMP_INJUR,Türkiye,MIGPER,FEMALE,40.13
2010,SL_EMP_INJUR,Türkiye,NONMIG,BOTHSEX,580.81
2010,SL_EMP_INJUR,Türkiye,NONMIG,MALE,718.93
2010,SL_EMP_INJUR,Türkiye,NONMIG,FEMALE,148.19
2017,SL_EMP_INJUR,Luxembourg,_T,BOTHSEX,1833.22
2018,SL_EMP_INJUR,Luxembourg,_T,BOTHSEX,1929.55
2019,SL_EMP_INJUR,Luxembourg,_T,BOTHSEX,1896.02
2020,SL_EMP_INJUR,Luxembourg,_T,BOTHSEX,1461.49
2000,SL_EMP_INJUR,Malta,_T,BOTHSEX,3789.0
2001,SL_EMP_INJUR,Malta,_T,BOTHSEX,3649.1
2001,SL_EMP_INJUR,Malta,_T,FEMALE,1443.4
2016,SL_EMP_INJUR,Denmark,_T,BOTHSEX,1782.44
2017,SL_EMP_INJUR,Denmark,_T,BOTHSEX,1608.2
2018,SL_EMP_INJUR,Denmark,_T,BOTHSEX,1732.93
2019,SL_EMP_INJUR,Denmark,_T,BOTHSEX,1836.86
2020,SL_EMP_INJUR,Denmark,_T,BOTHSEX,2565.19
