Year,SeriesCode,Страна ,Type of waste treatment,Value
2012,EN_HAZ_TREATV,Germany,OTHERWM,24121.0
2014,EN_HAZ_TREATV,Germany,INCINRT_EGY,2788642.0
2014,EN_HAZ_TREATV,Germany,RECYCL,1316434.0
2014,EN_HAZ_TREATV,Germany,LANDFIL,4649719.0
2014,EN_HAZ_TREATV,Germany,OTHERWM,37402.0
2014,EN_HAZ_TREATV,Germany,INCINRT,1263306.0
2016,EN_HAZ_TREATV,Germany,LANDFIL,5215508.0
2016,EN_HAZ_TREATV,Germany,OTHERWM,40074.0
2016,EN_HAZ_TREATV,Germany,RECYCL,214601.0
2016,EN_HAZ_TREATV,Germany,INCINRT,1056183.0
2016,EN_HAZ_TREATV,Germany,INCINRT_EGY,2954075.0
2018,EN_HAZ_TREATV,Germany,OTHERWM,42420.0
2018,EN_HAZ_TREATV,Germany,LANDFIL,5800429.0
2018,EN_HAZ_TREATV,Germany,INCINRT,945280.0
2018,EN_HAZ_TREATV,Germany,INCINRT_EGY,3128166.0
2018,EN_HAZ_TREATV,Germany,RECYCL,615843.0
2020,EN_HAZ_TREATV,Germany,OTHERWM,16715.0
2020,EN_HAZ_TREATV,Germany,INCINRT,1040575.0
2020,EN_HAZ_TREATV,Germany,LANDFIL,5427389.0
2020,EN_HAZ_TREATV,Germany,INCINRT_EGY,3066914.0
2020,EN_HAZ_TREATV,Germany,RECYCL,487713.0
2004,EN_HAZ_TREATV,Greece,INCINRT_EGY,2979.0
2004,EN_HAZ_TREATV,Greece,LANDFIL,143971.0
2004,EN_HAZ_TREATV,Greece,OTHERWM,0.0
2004,EN_HAZ_TREATV,Greece,INCINRT,27.0
2006,EN_HAZ_TREATV,Greece,INCINRT,13404.0
2006,EN_HAZ_TREATV,Greece,INCINRT_EGY,7517.0
2006,EN_HAZ_TREATV,Greece,LANDFIL,33118.0
2006,EN_HAZ_TREATV,Greece,OTHERWM,0.0
2008,EN_HAZ_TREATV,Greece,LANDFIL,15748.0
2008,EN_HAZ_TREATV,Greece,OTHERWM,0.0
2008,EN_HAZ_TREATV,Greece,INCINRT,4449.0
2008,EN_HAZ_TREATV,Greece,INCINRT_EGY,7884.0
2010,EN_HAZ_TREATV,Greece,OTHERWM,112.0
2010,EN_HAZ_TREATV,Greece,INCINRT,3772.0
2010,EN_HAZ_TREATV,Greece,RECYCL,1618549.0
2010,EN_HAZ_TREATV,Greece,INCINRT_EGY,4020.0
2010,EN_HAZ_TREATV,Greece,LANDFIL,11910.0
2012,EN_HAZ_TREATV,Greece,INCINRT,3170.0
2012,EN_HAZ_TREATV,Greece,LANDFIL,16997.0
2012,EN_HAZ_TREATV,Greece,RECYCL,1612927.0
2012,EN_HAZ_TREATV,Greece,INCINRT_EGY,3006.0
2012,EN_HAZ_TREATV,Greece,OTHERWM,0.0
2014,EN_HAZ_TREATV,Greece,INCINRT_EGY,3211.0
2014,EN_HAZ_TREATV,Greece,OTHERWM,0.0
2014,EN_HAZ_TREATV,Greece,RECYCL,1658969.0
2014,EN_HAZ_TREATV,Greece,INCINRT,2937.0
2014,EN_HAZ_TREATV,Greece,LANDFIL,19303.0
2016,EN_HAZ_TREATV,Greece,INCINRT,4649.0
2016,EN_HAZ_TREATV,Greece,LANDFIL,0.0
2016,EN_HAZ_TREATV,Greece,OTHERWM,0.0
2016,EN_HAZ_TREATV,Greece,INCINRT_EGY,20632.0
2016,EN_HAZ_TREATV,Greece,RECYCL,1570261.0
2018,EN_HAZ_TREATV,Greece,INCINRT_EGY,26091.0
2018,EN_HAZ_TREATV,Greece,LANDFIL,16340.0
2018,EN_HAZ_TREATV,Greece,INCINRT,3845.0
2018,EN_HAZ_TREATV,Greece,OTHERWM,0.0
2018,EN_HAZ_TREATV,Greece,RECYCL,1629967.0
2020,EN_HAZ_TREATV,Greece,INCINRT,3478.0
2020,EN_HAZ_TREATV,Greece,OTHERWM,0.0
2020,EN_HAZ_TREATV,Greece,RECYCL,1555966.0
2020,EN_HAZ_TREATV,Greece,INCINRT_EGY,28375.0
2020,EN_HAZ_TREATV,Greece,LANDFIL,18790.0
2004,EN_HAZ_TREATV,Hungary,INCINRT,49226.0
2004,EN_HAZ_TREATV,Hungary,OTHERWM,0.0
2004,EN_HAZ_TREATV,Hungary,INCINRT_EGY,41153.0
2004,EN_HAZ_TREATV,Hungary,LANDFIL,81207.0
2006,EN_HAZ_TREATV,Hungary,LANDFIL,836448.0
2006,EN_HAZ_TREATV,Hungary,INCINRT_EGY,62467.0
2006,EN_HAZ_TREATV,Hungary,INCINRT,66784.0
2006,EN_HAZ_TREATV,Hungary,OTHERWM,0.0
2008,EN_HAZ_TREATV,Hungary,LANDFIL,215076.0
2008,EN_HAZ_TREATV,Hungary,INCINRT_EGY,39591.0
2008,EN_HAZ_TREATV,Hungary,INCINRT,59036.0
2008,EN_HAZ_TREATV,Hungary,OTHERWM,0.0
2010,EN_HAZ_TREATV,Hungary,INCINRT,69452.0
2010,EN_HAZ_TREATV,Hungary,INCINRT_EGY,25670.0
2010,EN_HAZ_TREATV,Hungary,LANDFIL,87068.0
2010,EN_HAZ_TREATV,Hungary,OTHERWM,0.0
2010,EN_HAZ_TREATV,Hungary,RECYCL,73.0
2012,EN_HAZ_TREATV,Hungary,INCINRT,76829.0
2012,EN_HAZ_TREATV,Hungary,LANDFIL,155827.0
2012,EN_HAZ_TREATV,Hungary,RECYCL,0.0
2012,EN_HAZ_TREATV,Hungary,INCINRT_EGY,19699.0
2012,EN_HAZ_TREATV,Hungary,OTHERWM,0.0
2014,EN_HAZ_TREATV,Hungary,INCINRT,81181.0
2014,EN_HAZ_TREATV,Hungary,LANDFIL,85563.0
2014,EN_HAZ_TREATV,Hungary,RECYCL,0.0
2014,EN_HAZ_TREATV,Hungary,INCINRT_EGY,21541.0
2014,EN_HAZ_TREATV,Hungary,OTHERWM,0.0
2016,EN_HAZ_TREATV,Hungary,OTHERWM,0.0
2016,EN_HAZ_TREATV,Hungary,RECYCL,0.0
2016,EN_HAZ_TREATV,Hungary,INCINRT_EGY,24876.0
2016,EN_HAZ_TREATV,Hungary,INCINRT,74222.0
2016,EN_HAZ_TREATV,Hungary,LANDFIL,69187.0
2018,EN_HAZ_TREATV,Hungary,INCINRT,75073.0
2018,EN_HAZ_TREATV,Hungary,INCINRT_EGY,36893.0
2018,EN_HAZ_TREATV,Hungary,LANDFIL,87704.0
2018,EN_HAZ_TREATV,Hungary,OTHERWM,0.0
2018,EN_HAZ_TREATV,Hungary,RECYCL,0.0
2020,EN_HAZ_TREATV,Hungary,OTHERWM,0.0
2020,EN_HAZ_TREATV,Hungary,LANDFIL,96313.0
2020,EN_HAZ_TREATV,Hungary,RECYCL,0.0
2020,EN_HAZ_TREATV,Hungary,INCINRT,78516.0
2020,EN_HAZ_TREATV,Hungary,INCINRT_EGY,35025.0
2004,EN_HAZ_TREATV,Iceland,LANDFIL,2000.0
2004,EN_HAZ_TREATV,Iceland,INCINRT_EGY,4500.0
2004,EN_HAZ_TREATV,Iceland,OTHERWM,0.0
2004,EN_HAZ_TREATV,Iceland,INCINRT,4500.0
2008,EN_HAZ_TREATV,Iceland,LANDFIL,129039.0
2008,EN_HAZ_TREATV,Iceland,INCINRT_EGY,729.0
2008,EN_HAZ_TREATV,Iceland,INCINRT,0.0
2008,EN_HAZ_TREATV,Iceland,OTHERWM,0.0
2010,EN_HAZ_TREATV,Iceland,OTHERWM,0.0
2010,EN_HAZ_TREATV,Iceland,LANDFIL,1386.0
2010,EN_HAZ_TREATV,Iceland,INCINRT_EGY,187.0
2010,EN_HAZ_TREATV,Iceland,INCINRT,0.0
2012,EN_HAZ_TREATV,Iceland,LANDFIL,758.0
2012,EN_HAZ_TREATV,Iceland,INCINRT_EGY,132.0
2012,EN_HAZ_TREATV,Iceland,INCINRT,0.0
2012,EN_HAZ_TREATV,Iceland,OTHERWM,0.0
2014,EN_HAZ_TREATV,Iceland,OTHERWM,0.0
2014,EN_HAZ_TREATV,Iceland,LANDFIL,10106.0
2014,EN_HAZ_TREATV,Iceland,INCINRT_EGY,1303.0
2014,EN_HAZ_TREATV,Iceland,INCINRT,732.0
2016,EN_HAZ_TREATV,Iceland,LANDFIL,26531.0
2016,EN_HAZ_TREATV,Iceland,INCINRT_EGY,2358.0
2016,EN_HAZ_TREATV,Iceland,OTHERWM,0.0
2016,EN_HAZ_TREATV,Iceland,INCINRT,1352.0
2018,EN_HAZ_TREATV,Iceland,INCINRT,1277.0
2018,EN_HAZ_TREATV,Iceland,OTHERWM,810.0
2018,EN_HAZ_TREATV,Iceland,INCINRT_EGY,8.0
2018,EN_HAZ_TREATV,Iceland,LANDFIL,13490.0
2000,EN_HAZ_TREATV,India,INCINRT,118941.0
2000,EN_HAZ_TREATV,India,RECYCL,1429281.0
2000,EN_HAZ_TREATV,India,LANDFIL,5250173.0
2008,EN_HAZ_TREATV,India,RECYCL,3088387.0
2008,EN_HAZ_TREATV,India,LANDFIL,2728326.0
2008,EN_HAZ_TREATV,India,INCINRT,415794.0
2011,EN_HAZ_TREATV,India,RECYCL,3980639.0
2011,EN_HAZ_TREATV,India,LANDFIL,3321147.0
2011,EN_HAZ_TREATV,India,INCINRT,601842.0
2012,EN_HAZ_TREATV,India,LANDFIL,1997733.0
2012,EN_HAZ_TREATV,India,INCINRT,92954.0
2014,EN_HAZ_TREATV,India,INCINRT,803549.0
2014,EN_HAZ_TREATV,India,LANDFIL,3364549.0
2014,EN_HAZ_TREATV,India,RECYCL,3254904.0
2015,EN_HAZ_TREATV,India,LANDFIL,3821571.0
2015,EN_HAZ_TREATV,India,RECYCL,3152023.0
2015,EN_HAZ_TREATV,India,INCINRT,829923.0
2016,EN_HAZ_TREATV,India,LANDFIL,1792714.0
2016,EN_HAZ_TREATV,India,RECYCL,1092050.2
2016,EN_HAZ_TREATV,India,OTHERWM,1523239.27
2016,EN_HAZ_TREATV,India,INCINRT,241173.874
2017,EN_HAZ_TREATV,India,INCINRT_EGY,23066.0
2017,EN_HAZ_TREATV,India,LANDFIL,2563267.0
2017,EN_HAZ_TREATV,India,OTHERWM,2677462.0
2017,EN_HAZ_TREATV,India,INCINRT,279502.0
2017,EN_HAZ_TREATV,India,RECYCL,1000535.0
2018,EN_HAZ_TREATV,India,OTHERWM,3634192.0
2018,EN_HAZ_TREATV,India,INCINRT,160345.57
2018,EN_HAZ_TREATV,India,RECYCL,1216547.0
2018,EN_HAZ_TREATV,India,LANDFIL,1930754.34
2019,EN_HAZ_TREATV,India,OTHERWM,3512984.0
2019,EN_HAZ_TREATV,India,LANDFIL,3063950.0
2019,EN_HAZ_TREATV,India,RECYCL,1295738.0
2019,EN_HAZ_TREATV,India,INCINRT,308377.0
2004,EN_HAZ_TREATV,Ireland,OTHERWM,0.0
2004,EN_HAZ_TREATV,Ireland,INCINRT,37303.0
2004,EN_HAZ_TREATV,Ireland,INCINRT_EGY,6025.0
2004,EN_HAZ_TREATV,Ireland,LANDFIL,13675.0
2006,EN_HAZ_TREATV,Ireland,LANDFIL,13790.0
2006,EN_HAZ_TREATV,Ireland,INCINRT,35121.0
2006,EN_HAZ_TREATV,Ireland,INCINRT_EGY,9919.0
2006,EN_HAZ_TREATV,Ireland,OTHERWM,24.0
2008,EN_HAZ_TREATV,Ireland,INCINRT,20897.0
2008,EN_HAZ_TREATV,Ireland,LANDFIL,12583.0
2008,EN_HAZ_TREATV,Ireland,INCINRT_EGY,36297.0
2008,EN_HAZ_TREATV,Ireland,OTHERWM,1.0
2010,EN_HAZ_TREATV,Ireland,INCINRT_EGY,44605.0
2010,EN_HAZ_TREATV,Ireland,OTHERWM,0.0
2010,EN_HAZ_TREATV,Ireland,RECYCL,88500.0
2010,EN_HAZ_TREATV,Ireland,LANDFIL,21011.0
2010,EN_HAZ_TREATV,Ireland,INCINRT,19676.0
2012,EN_HAZ_TREATV,Ireland,LANDFIL,15853.0
2012,EN_HAZ_TREATV,Ireland,INCINRT,13386.0
2012,EN_HAZ_TREATV,Ireland,OTHERWM,0.0
2012,EN_HAZ_TREATV,Ireland,INCINRT_EGY,17508.0
2012,EN_HAZ_TREATV,Ireland,RECYCL,84931.0
2014,EN_HAZ_TREATV,Ireland,OTHERWM,19200.0
2014,EN_HAZ_TREATV,Ireland,LANDFIL,37741.0
2014,EN_HAZ_TREATV,Ireland,INCINRT_EGY,32436.0
2014,EN_HAZ_TREATV,Ireland,RECYCL,89564.0
2014,EN_HAZ_TREATV,Ireland,INCINRT,13121.0
2016,EN_HAZ_TREATV,Ireland,RECYCL,394126.0
2016,EN_HAZ_TREATV,Ireland,INCINRT,7488.0
2016,EN_HAZ_TREATV,Ireland,LANDFIL,19120.0
2016,EN_HAZ_TREATV,Ireland,INCINRT_EGY,34932.0
2016,EN_HAZ_TREATV,Ireland,OTHERWM,816.0
2018,EN_HAZ_TREATV,Ireland,RECYCL,453667.0
2018,EN_HAZ_TREATV,Ireland,OTHERWM,0.0
2018,EN_HAZ_TREATV,Ireland,INCINRT_EGY,71825.0
2018,EN_HAZ_TREATV,Ireland,INCINRT,6846.0
2018,EN_HAZ_TREATV,Ireland,LANDFIL,15014.0
2020,EN_HAZ_TREATV,Ireland,RECYCL,418032.0
2000,EN_HAZ_TREATV,Israel,OTHERWM,18882.75977
2001,EN_HAZ_TREATV,Israel,OTHERWM,37200.0
2002,EN_HAZ_TREATV,Israel,OTHERWM,26000.0
2003,EN_HAZ_TREATV,Israel,OTHERWM,87000.0
2004,EN_HAZ_TREATV,Israel,OTHERWM,123000.0
2005,EN_HAZ_TREATV,Israel,OTHERWM,115000.0
2006,EN_HAZ_TREATV,Israel,OTHERWM,119400.0
2007,EN_HAZ_TREATV,Israel,OTHERWM,95700.0
2008,EN_HAZ_TREATV,Israel,OTHERWM,125000.0
2004,EN_HAZ_TREATV,Italy,INCINRT,539697.0
2004,EN_HAZ_TREATV,Italy,LANDFIL,615182.0
2004,EN_HAZ_TREATV,Italy,OTHERWM,0.0
2004,EN_HAZ_TREATV,Italy,INCINRT_EGY,189364.0
2006,EN_HAZ_TREATV,Italy,INCINRT_EGY,133011.0
2006,EN_HAZ_TREATV,Italy,INCINRT,506582.0
2006,EN_HAZ_TREATV,Italy,LANDFIL,518527.0
2006,EN_HAZ_TREATV,Italy,OTHERWM,0.0
2008,EN_HAZ_TREATV,Italy,OTHERWM,0.0
2008,EN_HAZ_TREATV,Italy,INCINRT_EGY,143783.0
2008,EN_HAZ_TREATV,Italy,INCINRT,448750.0
2008,EN_HAZ_TREATV,Italy,LANDFIL,690629.0
2010,EN_HAZ_TREATV,Italy,LANDFIL,736999.0
2010,EN_HAZ_TREATV,Italy,INCINRT_EGY,120836.0
2010,EN_HAZ_TREATV,Italy,RECYCL,14552.0
2010,EN_HAZ_TREATV,Italy,INCINRT,382719.0
2010,EN_HAZ_TREATV,Italy,OTHERWM,0.0
2012,EN_HAZ_TREATV,Italy,INCINRT_EGY,164144.0
2012,EN_HAZ_TREATV,Italy,INCINRT,393680.0
2012,EN_HAZ_TREATV,Italy,LANDFIL,1063650.0
2012,EN_HAZ_TREATV,Italy,OTHERWM,0.0
2012,EN_HAZ_TREATV,Italy,RECYCL,7652.0
2014,EN_HAZ_TREATV,Italy,OTHERWM,0.0
2014,EN_HAZ_TREATV,Italy,LANDFIL,1268619.0
2014,EN_HAZ_TREATV,Italy,RECYCL,14616.0
2014,EN_HAZ_TREATV,Italy,INCINRT_EGY,76739.0
2014,EN_HAZ_TREATV,Italy,INCINRT,407142.0
2016,EN_HAZ_TREATV,Italy,RECYCL,12397.0
2016,EN_HAZ_TREATV,Italy,OTHERWM,0.0
2016,EN_HAZ_TREATV,Italy,LANDFIL,1289000.0
2016,EN_HAZ_TREATV,Italy,INCINRT_EGY,123032.0
2016,EN_HAZ_TREATV,Italy,INCINRT,374739.0
2018,EN_HAZ_TREATV,Italy,LANDFIL,1280412.0
2018,EN_HAZ_TREATV,Italy,INCINRT,424890.0
2018,EN_HAZ_TREATV,Italy,RECYCL,15504.0
2018,EN_HAZ_TREATV,Italy,OTHERWM,0.0
2018,EN_HAZ_TREATV,Italy,INCINRT_EGY,113443.0
2020,EN_HAZ_TREATV,Italy,RECYCL,21044.0
2020,EN_HAZ_TREATV,Italy,INCINRT,383737.0
2020,EN_HAZ_TREATV,Italy,INCINRT_EGY,145172.0
2020,EN_HAZ_TREATV,Italy,LANDFIL,1315206.0
2020,EN_HAZ_TREATV,Italy,OTHERWM,0.0
2004,EN_HAZ_TREATV,Казахстан,INCINRT,91314.0
2004,EN_HAZ_TREATV,Казахстан,LANDFIL,170632.29688
2004,EN_HAZ_TREATV,Казахстан,OTHERWM,10461900.0
2004,EN_HAZ_TREATV,Казахстан,RECYCL,17680272.0
2005,EN_HAZ_TREATV,Казахстан,LANDFIL,104829.99219
2005,EN_HAZ_TREATV,Казахстан,OTHERWM,6427427.0
2005,EN_HAZ_TREATV,Казахстан,INCINRT,56099.83594
2005,EN_HAZ_TREATV,Казахстан,RECYCL,10862084.0
2006,EN_HAZ_TREATV,Казахстан,LANDFIL,365585.53125
2006,EN_HAZ_TREATV,Казахстан,INCINRT,195643.32813
2006,EN_HAZ_TREATV,Казахстан,RECYCL,37880576.0
2006,EN_HAZ_TREATV,Казахстан,OTHERWM,22414692.0
2007,EN_HAZ_TREATV,Казахстан,INCINRT,1227241.875
2007,EN_HAZ_TREATV,Казахстан,OTHERWM,42712852.0
2007,EN_HAZ_TREATV,Казахстан,LANDFIL,2168479.75
2007,EN_HAZ_TREATV,Казахстан,RECYCL,237619312.0
2008,EN_HAZ_TREATV,Казахстан,RECYCL,280732896.0
2008,EN_HAZ_TREATV,Казахстан,INCINRT,1449912.25
2008,EN_HAZ_TREATV,Казахстан,OTHERWM,85110312.0
2008,EN_HAZ_TREATV,Казахстан,LANDFIL,2561928.0
2009,EN_HAZ_TREATV,Казахстан,LANDFIL,570977.0
2009,EN_HAZ_TREATV,Казахстан,OTHERWM,46028780.0
2009,EN_HAZ_TREATV,Казахстан,RECYCL,59162456.0
2009,EN_HAZ_TREATV,Казахстан,INCINRT,305558.6875
2010,EN_HAZ_TREATV,Казахстан,LANDFIL,4484692.0
2010,EN_HAZ_TREATV,Казахстан,INCINRT,648117.5
2010,EN_HAZ_TREATV,Казахстан,RECYCL,19586874.0
2010,EN_HAZ_TREATV,Казахстан,OTHERWM,60562972.0
2011,EN_HAZ_TREATV,Казахстан,LANDFIL,8948527.0
2011,EN_HAZ_TREATV,Казахстан,OTHERWM,53548652.0
2011,EN_HAZ_TREATV,Казахстан,INCINRT,577116.8125
2011,EN_HAZ_TREATV,Казахстан,RECYCL,45027776.0
2012,EN_HAZ_TREATV,Казахстан,LANDFIL,980434.9375
2012,EN_HAZ_TREATV,Казахстан,INCINRT,908047.25
2012,EN_HAZ_TREATV,Казахстан,OTHERWM,30235016.0
2012,EN_HAZ_TREATV,Казахстан,RECYCL,94720088.0
2012,EN_HAZ_TREATV,Казахстан,INCINRT_EGY,50469.28125
2013,EN_HAZ_TREATV,Казахстан,OTHERWM,92899440.0
2013,EN_HAZ_TREATV,Казахстан,RECYCL,81826296.0
2013,EN_HAZ_TREATV,Казахстан,INCINRT,511195.25
2013,EN_HAZ_TREATV,Казахстан,LANDFIL,484519.59375
2013,EN_HAZ_TREATV,Казахстан,INCINRT_EGY,20354.35156
2014,EN_HAZ_TREATV,Казахстан,OTHERWM,20470682.0
2014,EN_HAZ_TREATV,Казахстан,RECYCL,110138368.0
2014,EN_HAZ_TREATV,Казахстан,LANDFIL,581783.6875
2014,EN_HAZ_TREATV,Казахстан,INCINRT_EGY,75677.98438
2014,EN_HAZ_TREATV,Казахстан,INCINRT,416856.03125
2015,EN_HAZ_TREATV,Казахстан,RECYCL,74131552.0
2015,EN_HAZ_TREATV,Казахстан,INCINRT,421800.03125
2015,EN_HAZ_TREATV,Казахстан,LANDFIL,676513.875
2015,EN_HAZ_TREATV,Казахстан,INCINRT_EGY,38929.85156
2015,EN_HAZ_TREATV,Казахстан,OTHERWM,11139415.0
2016,EN_HAZ_TREATV,Казахстан,INCINRT_EGY,50459.4375
2016,EN_HAZ_TREATV,Казахстан,INCINRT,378135.65625
2016,EN_HAZ_TREATV,Казахстан,OTHERWM,18873426.0
2016,EN_HAZ_TREATV,Казахстан,LANDFIL,679065.1875
2016,EN_HAZ_TREATV,Казахстан,RECYCL,33279666.0
2017,EN_HAZ_TREATV,Казахстан,LANDFIL,454900.0
2017,EN_HAZ_TREATV,Казахстан,INCINRT,384536.90625
2017,EN_HAZ_TREATV,Казахстан,INCINRT_EGY,128863.5
2017,EN_HAZ_TREATV,Казахстан,RECYCL,190401152.0
2017,EN_HAZ_TREATV,Казахстан,OTHERWM,208317504.0
2018,EN_HAZ_TREATV,Казахстан,INCINRT_EGY,137908.70313
2018,EN_HAZ_TREATV,Казахстан,LANDFIL,21854200.0
2018,EN_HAZ_TREATV,Казахстан,OTHERWM,484694784.0
2018,EN_HAZ_TREATV,Казахстан,INCINRT,367620.40625
2018,EN_HAZ_TREATV,Казахстан,RECYCL,29625610.0
2019,EN_HAZ_TREATV,Казахстан,INCINRT_EGY,99202.64844
2019,EN_HAZ_TREATV,Казахстан,OTHERWM,333937408.0
2019,EN_HAZ_TREATV,Казахстан,LANDFIL,26465500.0
2019,EN_HAZ_TREATV,Казахстан,RECYCL,36087352.0
2019,EN_HAZ_TREATV,Казахстан,INCINRT,557954.8125
2000,EN_HAZ_TREATV,Кыргызстан,RECYCL,4011426.0
2001,EN_HAZ_TREATV,Кыргызстан,RECYCL,35.0
2002,EN_HAZ_TREATV,Кыргызстан,RECYCL,39.0
2003,EN_HAZ_TREATV,Кыргызстан,RECYCL,5327.0
2004,EN_HAZ_TREATV,Кыргызстан,RECYCL,307.0
2005,EN_HAZ_TREATV,Кыргызстан,RECYCL,1555.0
2006,EN_HAZ_TREATV,Кыргызстан,RECYCL,1258.0
2007,EN_HAZ_TREATV,Кыргызстан,RECYCL,7909705.0
2008,EN_HAZ_TREATV,Кыргызстан,RECYCL,3006.0
2009,EN_HAZ_TREATV,Кыргызстан,RECYCL,19342756.0
2010,EN_HAZ_TREATV,Кыргызстан,RECYCL,187180.79688
2011,EN_HAZ_TREATV,Кыргызстан,RECYCL,82317.14063
2012,EN_HAZ_TREATV,Кыргызстан,RECYCL,53942.76953
2013,EN_HAZ_TREATV,Кыргызстан,RECYCL,3131828.75
2014,EN_HAZ_TREATV,Кыргызстан,RECYCL,4983976.0
2015,EN_HAZ_TREATV,Кыргызстан,RECYCL,4950896.5
2016,EN_HAZ_TREATV,Кыргызстан,INCINRT,4046918.25
2016,EN_HAZ_TREATV,Кыргызстан,RECYCL,11410.20508
2017,EN_HAZ_TREATV,Кыргызстан,INCINRT,5067700.5
2017,EN_HAZ_TREATV,Кыргызстан,RECYCL,18566.4082
2004,EN_HAZ_TREATV,Latvia,OTHERWM,0.0
2004,EN_HAZ_TREATV,Latvia,INCINRT,322.0
2004,EN_HAZ_TREATV,Latvia,INCINRT_EGY,17386.0
2004,EN_HAZ_TREATV,Latvia,LANDFIL,726.0
2006,EN_HAZ_TREATV,Latvia,INCINRT_EGY,6429.0
2006,EN_HAZ_TREATV,Latvia,INCINRT,940.0
2006,EN_HAZ_TREATV,Latvia,LANDFIL,705.0
2006,EN_HAZ_TREATV,Latvia,OTHERWM,0.0
2008,EN_HAZ_TREATV,Latvia,INCINRT_EGY,6670.0
2008,EN_HAZ_TREATV,Latvia,LANDFIL,1115.0
2008,EN_HAZ_TREATV,Latvia,INCINRT,311.0
2008,EN_HAZ_TREATV,Latvia,OTHERWM,44.0
2010,EN_HAZ_TREATV,Latvia,LANDFIL,5563.0
2010,EN_HAZ_TREATV,Latvia,OTHERWM,6.0
2010,EN_HAZ_TREATV,Latvia,RECYCL,42850.0
2010,EN_HAZ_TREATV,Latvia,INCINRT,212.0
2010,EN_HAZ_TREATV,Latvia,INCINRT_EGY,3477.0
2012,EN_HAZ_TREATV,Latvia,INCINRT_EGY,2678.0
2012,EN_HAZ_TREATV,Latvia,LANDFIL,3378.0
2012,EN_HAZ_TREATV,Latvia,RECYCL,45540.0
2012,EN_HAZ_TREATV,Latvia,INCINRT,15.0
2012,EN_HAZ_TREATV,Latvia,OTHERWM,0.0
2014,EN_HAZ_TREATV,Latvia,INCINRT_EGY,12119.0
2014,EN_HAZ_TREATV,Latvia,LANDFIL,6681.0
2014,EN_HAZ_TREATV,Latvia,RECYCL,35181.0
2014,EN_HAZ_TREATV,Latvia,INCINRT,11.0
2014,EN_HAZ_TREATV,Latvia,OTHERWM,0.0
2016,EN_HAZ_TREATV,Latvia,OTHERWM,0.0
2016,EN_HAZ_TREATV,Latvia,RECYCL,46097.0
2016,EN_HAZ_TREATV,Latvia,INCINRT,9.0
2016,EN_HAZ_TREATV,Latvia,INCINRT_EGY,3227.0
2016,EN_HAZ_TREATV,Latvia,LANDFIL,1610.0
2018,EN_HAZ_TREATV,Latvia,OTHERWM,28.0
2018,EN_HAZ_TREATV,Latvia,INCINRT_EGY,19362.0
2018,EN_HAZ_TREATV,Latvia,INCINRT,154.0
2018,EN_HAZ_TREATV,Latvia,LANDFIL,3190.0
2018,EN_HAZ_TREATV,Latvia,RECYCL,48488.0
2020,EN_HAZ_TREATV,Latvia,RECYCL,73855.0
2020,EN_HAZ_TREATV,Latvia,INCINRT_EGY,12470.0
2020,EN_HAZ_TREATV,Latvia,INCINRT,8.0
2020,EN_HAZ_TREATV,Latvia,LANDFIL,3048.0
2020,EN_HAZ_TREATV,Latvia,OTHERWM,0.0
2004,EN_HAZ_TREATV,Liechtenstein,INCINRT_EGY,68126.0
2006,EN_HAZ_TREATV,Liechtenstein,INCINRT_EGY,85670.0
2008,EN_HAZ_TREATV,Liechtenstein,INCINRT_EGY,112812.0
2010,EN_HAZ_TREATV,Liechtenstein,RECYCL,574162.0
2010,EN_HAZ_TREATV,Liechtenstein,INCINRT_EGY,332208.0
2012,EN_HAZ_TREATV,Liechtenstein,RECYCL,208234.0
2012,EN_HAZ_TREATV,Liechtenstein,INCINRT_EGY,256529.0
2014,EN_HAZ_TREATV,Liechtenstein,RECYCL,415809.0
2014,EN_HAZ_TREATV,Liechtenstein,INCINRT_EGY,282575.0
2016,EN_HAZ_TREATV,Liechtenstein,INCINRT_EGY,257705.0
2016,EN_HAZ_TREATV,Liechtenstein,RECYCL,359224.0
2018,EN_HAZ_TREATV,Liechtenstein,INCINRT_EGY,261120.0
2018,EN_HAZ_TREATV,Liechtenstein,RECYCL,399306.0
2020,EN_HAZ_TREATV,Liechtenstein,RECYCL,318718.0
2020,EN_HAZ_TREATV,Liechtenstein,INCINRT_EGY,265987.0
2004,EN_HAZ_TREATV,Lithuania,OTHERWM,8984.0
2004,EN_HAZ_TREATV,Lithuania,LANDFIL,23272.0
2004,EN_HAZ_TREATV,Lithuania,INCINRT,1866.0
2004,EN_HAZ_TREATV,Lithuania,INCINRT_EGY,1316.0
2006,EN_HAZ_TREATV,Lithuania,INCINRT_EGY,5859.0
2006,EN_HAZ_TREATV,Lithuania,INCINRT,3070.0
2006,EN_HAZ_TREATV,Lithuania,OTHERWM,0.0
2006,EN_HAZ_TREATV,Lithuania,LANDFIL,1810.0
2008,EN_HAZ_TREATV,Lithuania,OTHERWM,0.0
2008,EN_HAZ_TREATV,Lithuania,INCINRT_EGY,257.0
2008,EN_HAZ_TREATV,Lithuania,INCINRT,693.0
2008,EN_HAZ_TREATV,Lithuania,LANDFIL,2343.0
2010,EN_HAZ_TREATV,Lithuania,INCINRT_EGY,0.0
2010,EN_HAZ_TREATV,Lithuania,OTHERWM,0.0
2010,EN_HAZ_TREATV,Lithuania,LANDFIL,4523.0
2010,EN_HAZ_TREATV,Lithuania,RECYCL,2941.0
