Year,SeriesCode,Страна ,Age,Freq,Location,Sex,Type of speed,Value
2015,IT_NET_BBND,Казахстан,,,,,256KT2MBPS,1.52277
2016,IT_NET_BBND,Казахстан,,,,,10MBPS,7.05022
2016,IT_NET_BBND,Казахстан,,,,,2MT10MBPS,4.81373
2016,IT_NET_BBND,Казахстан,,,,,256KT2MBPS,1.13433
2016,IT_NET_BBND,Казахстан,,,,,ANYS,12.99827
2016,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,19.03104
2016,IT_NET_BBND,Bosnia and Herzegovina,,,,,256KT2MBPS,0.91465
2016,IT_NET_BBND,Bosnia and Herzegovina,,,,,10MBPS,5.61867
2017,IT_NET_BBND,Bosnia and Herzegovina,,,,,2MT10MBPS,9.86271
2017,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,20.35876
2017,IT_NET_BBND,Bosnia and Herzegovina,,,,,256KT2MBPS,0.80267
2017,IT_NET_BBND,Bosnia and Herzegovina,,,,,10MBPS,9.69338
2018,IT_NET_BBND,Bosnia and Herzegovina,,,,,10MBPS,9.99153
2018,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,21.06879
2019,IT_NET_BBND,Netherlands (Kingdom of the),,,,,256KT2MBPS,0.02396
2019,IT_NET_BBND,Netherlands (Kingdom of the),,,,,10MBPS,42.68242
2020,IT_NET_BBND,Netherlands (Kingdom of the),,,,,ANYS,43.1615
2020,IT_NET_BBND,Netherlands (Kingdom of the),,,,,10MBPS,42.71523
2020,IT_NET_BBND,Netherlands (Kingdom of the),,,,,2MT10MBPS,0.42819
2020,IT_NET_BBND,Netherlands (Kingdom of the),,,,,256KT2MBPS,0.01808
2021,IT_NET_BBND,Netherlands (Kingdom of the),,,,,256KT2MBPS,0.00629
2021,IT_NET_BBND,Netherlands (Kingdom of the),,,,,ANYS,43.50766
2021,IT_NET_BBND,Netherlands (Kingdom of the),,,,,10MBPS,43.44489
2017,IT_NET_BBND,Казахстан,,,,,2MT10MBPS,5.39072
2017,IT_NET_BBND,Казахстан,,,,,256KT2MBPS,0.3893
2017,IT_NET_BBND,Казахстан,,,,,ANYS,14.06566
2017,IT_NET_BBND,Казахстан,,,,,10MBPS,7.77731
2018,IT_NET_BBND,Казахстан,,,,,256KT2MBPS,0.36358
2018,IT_NET_BBND,Казахстан,,,,,ANYS,13.27698
2018,IT_NET_BBND,Казахстан,,,,,10MBPS,6.88528
2018,IT_NET_BBND,Казахстан,,,,,2MT10MBPS,5.5065
2019,IT_NET_BBND,Казахстан,,,,,ANYS,13.39749
2019,IT_NET_BBND,Казахстан,,,,,10MBPS,7.29274
2019,IT_NET_BBND,Казахстан,,,,,2MT10MBPS,5.36465
2019,IT_NET_BBND,Казахстан,,,,,256KT2MBPS,0.281
2020,IT_NET_BBND,Казахстан,,,,,10MBPS,7.33696
2020,IT_NET_BBND,Казахстан,,,,,ANYS,13.80666
2020,IT_NET_BBND,Казахстан,,,,,256KT2MBPS,0.24132
2020,IT_NET_BBND,Казахстан,,,,,2MT10MBPS,5.30848
2021,IT_NET_BBND,Казахстан,,,,,256KT2MBPS,0.23496
2021,IT_NET_BBND,Казахстан,,,,,10MBPS,7.86975
2018,IT_NET_BBND,Bosnia and Herzegovina,,,,,2MT10MBPS,10.18373
2018,IT_NET_BBND,Bosnia and Herzegovina,,,,,256KT2MBPS,0.89352
2019,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,22.19431
2019,IT_NET_BBND,Bosnia and Herzegovina,,,,,10MBPS,11.93164
2019,IT_NET_BBND,Bosnia and Herzegovina,,,,,2MT10MBPS,9.29104
2019,IT_NET_BBND,Bosnia and Herzegovina,,,,,256KT2MBPS,0.97164
2020,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,23.21668
2020,IT_NET_BBND,Bosnia and Herzegovina,,,,,2MT10MBPS,8.70876
2020,IT_NET_BBND,Bosnia and Herzegovina,,,,,10MBPS,13.71354
2013,IT_NET_BBND,Cyprus,,,,,256KT2MBPS,0.02844
2014,IT_NET_BBND,Cyprus,,,,,256KT2MBPS,0.01523
2014,IT_NET_BBND,Cyprus,,,,,ANYS,28.76163
2014,IT_NET_BBND,Cyprus,,,,,10MBPS,4.69469
2014,IT_NET_BBND,Cyprus,,,,,2MT10MBPS,24.05171
2015,IT_NET_BBND,Cyprus,,,,,ANYS,30.72498
2015,IT_NET_BBND,Cyprus,,,,,10MBPS,13.31545
2015,IT_NET_BBND,Cyprus,,,,,2MT10MBPS,17.39538
2015,IT_NET_BBND,Cyprus,,,,,256KT2MBPS,0.01415
2021,IT_NET_BBND,Netherlands (Kingdom of the),,,,,2MT10MBPS,0.05648
2000,IT_NET_BBND,New Zealand,,,,,ANYS,0.12082
2001,IT_NET_BBND,New Zealand,,,,,ANYS,0.44393
2002,IT_NET_BBND,New Zealand,,,,,ANYS,1.10166
2003,IT_NET_BBND,New Zealand,,,,,ANYS,2.06471
2004,IT_NET_BBND,New Zealand,,,,,ANYS,4.69679
2005,IT_NET_BBND,New Zealand,,,,,ANYS,7.76717
2006,IT_NET_BBND,New Zealand,,,,,ANYS,11.24886
2007,IT_NET_BBND,New Zealand,,,,,ANYS,20.20659
2016,IT_NET_BBND,Cyprus,,,,,ANYS,32.57873
2016,IT_NET_BBND,Cyprus,,,,,256KT2MBPS,0.01614
2016,IT_NET_BBND,Cyprus,,,,,10MBPS,13.63453
2016,IT_NET_BBND,Cyprus,,,,,2MT10MBPS,18.92805
2017,IT_NET_BBND,Cyprus,,,,,10MBPS,19.97443
2017,IT_NET_BBND,Cyprus,,,,,256KT2MBPS,0.00995
2017,IT_NET_BBND,Cyprus,,,,,2MT10MBPS,14.23062
2017,IT_NET_BBND,Cyprus,,,,,ANYS,34.215
2018,IT_NET_BBND,Cyprus,,,,,256KT2MBPS,0.0048
2018,IT_NET_BBND,Cyprus,,,,,2MT10MBPS,9.78114
2018,IT_NET_BBND,Cyprus,,,,,10MBPS,26.00148
2018,IT_NET_BBND,Cyprus,,,,,ANYS,35.81082
2019,IT_NET_BBND,Cyprus,,,,,ANYS,36.77534
2019,IT_NET_BBND,Cyprus,,,,,256KT2MBPS,0.01914
2019,IT_NET_BBND,Cyprus,,,,,2MT10MBPS,9.54977
2019,IT_NET_BBND,Cyprus,,,,,10MBPS,27.20642
2020,IT_NET_BBND,Cyprus,,,,,10MBPS,36.44741
2020,IT_NET_BBND,Cyprus,,,,,ANYS,37.3964
2008,IT_NET_BBND,New Zealand,,,,,ANYS,21.47675
2009,IT_NET_BBND,New Zealand,,,,,ANYS,23.75929
2009,IT_NET_BBND,New Zealand,,,,,256KT2MBPS,2.50994
2009,IT_NET_BBND,New Zealand,,,,,10MBPS,0.0
2010,IT_NET_BBND,New Zealand,,,,,ANYS,25.1246
2010,IT_NET_BBND,New Zealand,,,,,256KT2MBPS,2.66891
2010,IT_NET_BBND,New Zealand,,,,,10MBPS,0.0
2011,IT_NET_BBND,New Zealand,,,,,ANYS,26.88719
2011,IT_NET_BBND,New Zealand,,,,,10MBPS,0.0
2021,IT_NET_BBND,Казахстан,,,,,ANYS,14.34431
2021,IT_NET_BBND,Казахстан,,,,,2MT10MBPS,5.5815
2000,IT_NET_BBND,Republic of Korea,,,,,ANYS,8.27125
2001,IT_NET_BBND,Republic of Korea,,,,,ANYS,16.61119
2002,IT_NET_BBND,Republic of Korea,,,,,ANYS,21.9893
2003,IT_NET_BBND,Republic of Korea,,,,,ANYS,23.51401
2004,IT_NET_BBND,Republic of Korea,,,,,ANYS,24.97825
2005,IT_NET_BBND,Republic of Korea,,,,,ANYS,25.45588
2006,IT_NET_BBND,Republic of Korea,,,,,ANYS,29.22558
2020,IT_NET_BBND,Bosnia and Herzegovina,,,,,256KT2MBPS,0.79439
2021,IT_NET_BBND,Bosnia and Herzegovina,,,,,10MBPS,14.83597
2021,IT_NET_BBND,Bosnia and Herzegovina,,,,,2MT10MBPS,8.81633
2021,IT_NET_BBND,Bosnia and Herzegovina,,,,,ANYS,24.39336
2021,IT_NET_BBND,Bosnia and Herzegovina,,,,,256KT2MBPS,0.74107
2004,IT_NET_BBND,Bulgaria,,,,,ANYS,0.08456
2005,IT_NET_BBND,Bulgaria,,,,,ANYS,2.11727
2006,IT_NET_BBND,Bulgaria,,,,,ANYS,4.95326
2007,IT_NET_BBND,Bulgaria,,,,,ANYS,8.14967
2020,IT_NET_BBND,Cyprus,,,,,256KT2MBPS,0.00056
2020,IT_NET_BBND,Cyprus,,,,,2MT10MBPS,0.94842
2021,IT_NET_BBND,Cyprus,,,,,2MT10MBPS,0.51509
2021,IT_NET_BBND,Cyprus,,,,,ANYS,38.37545
2021,IT_NET_BBND,Cyprus,,,,,256KT2MBPS,0.07973
2021,IT_NET_BBND,Cyprus,,,,,10MBPS,37.78063
2000,IT_NET_BBND,Czechia,,,,,ANYS,0.02443
2001,IT_NET_BBND,Czechia,,,,,ANYS,0.0606
2002,IT_NET_BBND,Czechia,,,,,ANYS,0.14944
2008,IT_NET_BBND,Bulgaria,,,,,10MBPS,5.02285
2008,IT_NET_BBND,Bulgaria,,,,,ANYS,10.99103
2008,IT_NET_BBND,Bulgaria,,,,,2MT10MBPS,4.13352
2008,IT_NET_BBND,Bulgaria,,,,,256KT2MBPS,1.50989
2009,IT_NET_BBND,Bulgaria,,,,,10MBPS,7.63909
2009,IT_NET_BBND,Bulgaria,,,,,2MT10MBPS,4.48365
2009,IT_NET_BBND,Bulgaria,,,,,256KT2MBPS,0.42786
2009,IT_NET_BBND,Bulgaria,,,,,ANYS,13.07229
2010,IT_NET_BBND,Bulgaria,,,,,256KT2MBPS,0.27566
2010,IT_NET_BBND,Bulgaria,,,,,2MT10MBPS,3.29847
2010,IT_NET_BBND,Bulgaria,,,,,10MBPS,10.75999
2010,IT_NET_BBND,Bulgaria,,,,,ANYS,14.81405
2011,IT_NET_BBND,Bulgaria,,,,,ANYS,16.66147
2011,IT_NET_BBND,Bulgaria,,,,,10MBPS,14.28811
2011,IT_NET_BBND,Bulgaria,,,,,256KT2MBPS,0.19843
2011,IT_NET_BBND,Bulgaria,,,,,2MT10MBPS,1.74901
2012,IT_NET_BBND,Bulgaria,,,,,10MBPS,16.28892
2012,IT_NET_BBND,Bulgaria,,,,,2MT10MBPS,1.09167
2011,IT_NET_BBND,New Zealand,,,,,2MT10MBPS,5.47786
2011,IT_NET_BBND,New Zealand,,,,,256KT2MBPS,2.85305
2012,IT_NET_BBND,New Zealand,,,,,ANYS,28.84168
2013,IT_NET_BBND,New Zealand,,,,,ANYS,29.56875
2014,IT_NET_BBND,New Zealand,,,,,ANYS,31.2348
2014,IT_NET_BBND,New Zealand,,,,,256KT2MBPS,0.9304
2014,IT_NET_BBND,New Zealand,,,,,10MBPS,26.87079
2014,IT_NET_BBND,New Zealand,,,,,2MT10MBPS,3.43361
2015,IT_NET_BBND,New Zealand,,,,,256KT2MBPS,0.31586
2007,IT_NET_BBND,Republic of Korea,,,,,ANYS,30.50563
2008,IT_NET_BBND,Republic of Korea,,,,,ANYS,31.97391
2009,IT_NET_BBND,Republic of Korea,,,,,2MT10MBPS,2.38072
2009,IT_NET_BBND,Republic of Korea,,,,,256KT2MBPS,0.0
2009,IT_NET_BBND,Republic of Korea,,,,,10MBPS,31.26485
2009,IT_NET_BBND,Republic of Korea,,,,,ANYS,33.64733
2010,IT_NET_BBND,Republic of Korea,,,,,ANYS,35.22475
2010,IT_NET_BBND,Republic of Korea,,,,,10MBPS,33.54552
2010,IT_NET_BBND,Republic of Korea,,,,,2MT10MBPS,1.67779
2012,IT_NET_BBND,Bulgaria,,,,,256KT2MBPS,0.06322
2012,IT_NET_BBND,Bulgaria,,,,,ANYS,17.78425
2013,IT_NET_BBND,Bulgaria,,,,,10MBPS,17.7927
2013,IT_NET_BBND,Bulgaria,,,,,ANYS,19.12959
2013,IT_NET_BBND,Bulgaria,,,,,256KT2MBPS,0.01963
2013,IT_NET_BBND,Bulgaria,,,,,2MT10MBPS,0.98121
2014,IT_NET_BBND,Bulgaria,,,,,ANYS,20.08764
2014,IT_NET_BBND,Bulgaria,,,,,10MBPS,19.22291
2014,IT_NET_BBND,Bulgaria,,,,,256KT2MBPS,0.03577
2003,IT_NET_BBND,Czechia,,,,,ANYS,0.3385
2004,IT_NET_BBND,Czechia,,,,,ANYS,2.29993
2005,IT_NET_BBND,Czechia,,,,,ANYS,6.89742
2006,IT_NET_BBND,Czechia,,,,,ANYS,10.79592
2007,IT_NET_BBND,Czechia,,,,,ANYS,14.47809
2008,IT_NET_BBND,Czechia,,,,,ANYS,16.95401
2009,IT_NET_BBND,Czechia,,,,,10MBPS,4.88125
2009,IT_NET_BBND,Czechia,,,,,2MT10MBPS,7.75224
2009,IT_NET_BBND,Czechia,,,,,ANYS,19.53757
2010,IT_NET_BBND,Republic of Korea,,,,,256KT2MBPS,0.0
2011,IT_NET_BBND,Republic of Korea,,,,,2MT10MBPS,1.22622
2011,IT_NET_BBND,Republic of Korea,,,,,256KT2MBPS,0.0
2011,IT_NET_BBND,Republic of Korea,,,,,10MBPS,35.0948
2011,IT_NET_BBND,Republic of Korea,,,,,ANYS,36.32208
2012,IT_NET_BBND,Republic of Korea,,,,,ANYS,36.77437
2012,IT_NET_BBND,Republic of Korea,,,,,10MBPS,36.77345
2012,IT_NET_BBND,Republic of Korea,,,,,256KT2MBPS,0.0
2012,IT_NET_BBND,Republic of Korea,,,,,2MT10MBPS,0.0
2013,IT_NET_BBND,Republic of Korea,,,,,ANYS,37.40155
2013,IT_NET_BBND,Republic of Korea,,,,,10MBPS,37.40077
2013,IT_NET_BBND,Republic of Korea,,,,,2MT10MBPS,0.0
2013,IT_NET_BBND,Republic of Korea,,,,,256KT2MBPS,0.0
2014,IT_NET_BBND,Republic of Korea,,,,,ANYS,37.97405
2014,IT_NET_BBND,Republic of Korea,,,,,2MT10MBPS,0.0
2014,IT_NET_BBND,Republic of Korea,,,,,10MBPS,37.97405
2014,IT_NET_BBND,Republic of Korea,,,,,256KT2MBPS,0.0
2015,IT_NET_BBND,Republic of Korea,,,,,2MT10MBPS,0.0
2015,IT_NET_BBND,Republic of Korea,,,,,256KT2MBPS,0.0
2015,IT_NET_BBND,Republic of Korea,,,,,10MBPS,39.26788
2015,IT_NET_BBND,Republic of Korea,,,,,ANYS,39.26788
2016,IT_NET_BBND,Republic of Korea,,,,,ANYS,40.06176
2016,IT_NET_BBND,Republic of Korea,,,,,2MT10MBPS,0.0
2016,IT_NET_BBND,Republic of Korea,,,,,256KT2MBPS,0.0
2016,IT_NET_BBND,Republic of Korea,,,,,10MBPS,40.06176
2017,IT_NET_BBND,Republic of Korea,,,,,10MBPS,41.14782
2017,IT_NET_BBND,Republic of Korea,,,,,ANYS,41.14782
2014,IT_NET_BBND,Bulgaria,,,,,2MT10MBPS,0.82896
2015,IT_NET_BBND,Bulgaria,,,,,2MT10MBPS,0.79086
2015,IT_NET_BBND,Bulgaria,,,,,10MBPS,21.2664
2015,IT_NET_BBND,Bulgaria,,,,,256KT2MBPS,0.03174
2015,IT_NET_BBND,Bulgaria,,,,,ANYS,22.089
2016,IT_NET_BBND,Bulgaria,,,,,ANYS,23.42804
2016,IT_NET_BBND,Bulgaria,,,,,256KT2MBPS,0.01018
2016,IT_NET_BBND,Bulgaria,,,,,2MT10MBPS,0.86401
2016,IT_NET_BBND,Bulgaria,,,,,10MBPS,22.55385
2009,IT_NET_BBND,Czechia,,,,,256KT2MBPS,0.36751
2010,IT_NET_BBND,Czechia,,,,,10MBPS,5.17929
2010,IT_NET_BBND,Czechia,,,,,2MT10MBPS,8.99209
2010,IT_NET_BBND,Czechia,,,,,ANYS,21.60758
2010,IT_NET_BBND,Czechia,,,,,256KT2MBPS,0.44913
2011,IT_NET_BBND,Czechia,,,,,ANYS,23.90444
2011,IT_NET_BBND,Czechia,,,,,256KT2MBPS,0.44873
2011,IT_NET_BBND,Czechia,,,,,10MBPS,6.68326
2011,IT_NET_BBND,Czechia,,,,,2MT10MBPS,8.71729
2017,IT_NET_BBND,Bulgaria,,,,,ANYS,25.01497
2017,IT_NET_BBND,Bulgaria,,,,,256KT2MBPS,0.00675
2017,IT_NET_BBND,Bulgaria,,,,,2MT10MBPS,0.77467
2017,IT_NET_BBND,Bulgaria,,,,,10MBPS,24.23392
2018,IT_NET_BBND,Bulgaria,,,,,ANYS,26.75047
2018,IT_NET_BBND,Bulgaria,,,,,256KT2MBPS,0.01492
2018,IT_NET_BBND,Bulgaria,,,,,2MT10MBPS,0.58947
2018,IT_NET_BBND,Bulgaria,,,,,10MBPS,26.14608
2019,IT_NET_BBND,Bulgaria,,,,,ANYS,28.56807
2017,IT_NET_BBND,Republic of Korea,,,,,2MT10MBPS,0.0
2017,IT_NET_BBND,Republic of Korea,,,,,256KT2MBPS,0.0
2018,IT_NET_BBND,Republic of Korea,,,,,2MT10MBPS,0.0
2018,IT_NET_BBND,Republic of Korea,,,,,256KT2MBPS,0.0
2018,IT_NET_BBND,Republic of Korea,,,,,10MBPS,41.19028
2018,IT_NET_BBND,Republic of Korea,,,,,ANYS,41.19028
2019,IT_NET_BBND,Republic of Korea,,,,,ANYS,42.00815
2019,IT_NET_BBND,Republic of Korea,,,,,2MT10MBPS,0.0
2019,IT_NET_BBND,Republic of Korea,,,,,256KT2MBPS,0.0
2012,IT_NET_BBND,Czechia,,,,,ANYS,25.27794
2012,IT_NET_BBND,Czechia,,,,,256KT2MBPS,0.04719
2012,IT_NET_BBND,Czechia,,,,,2MT10MBPS,7.46842
2012,IT_NET_BBND,Czechia,,,,,10MBPS,9.11535
2013,IT_NET_BBND,Czechia,,,,,256KT2MBPS,0.06125
2013,IT_NET_BBND,Czechia,,,,,2MT10MBPS,6.38553
2013,IT_NET_BBND,Czechia,,,,,10MBPS,10.8658
2013,IT_NET_BBND,Czechia,,,,,ANYS,27.16395
2014,IT_NET_BBND,Czechia,,,,,2MT10MBPS,5.94056
2019,IT_NET_BBND,Republic of Korea,,,,,10MBPS,42.00815
2020,IT_NET_BBND,Republic of Korea,,,,,256KT2MBPS,0.0
2020,IT_NET_BBND,Republic of Korea,,,,,2MT10MBPS,0.0
2020,IT_NET_BBND,Republic of Korea,,,,,10MBPS,43.06551
2020,IT_NET_BBND,Republic of Korea,,,,,ANYS,43.06551
2021,IT_NET_BBND,Republic of Korea,,,,,2MT10MBPS,0.0
2021,IT_NET_BBND,Republic of Korea,,,,,256KT2MBPS,0.0
2021,IT_NET_BBND,Republic of Korea,,,,,10MBPS,44.2682
2021,IT_NET_BBND,Republic of Korea,,,,,ANYS,44.2682
2019,IT_NET_BBND,Bulgaria,,,,,10MBPS,28.11285
2019,IT_NET_BBND,Bulgaria,,,,,2MT10MBPS,0.45174
2019,IT_NET_BBND,Bulgaria,,,,,256KT2MBPS,0.00347
2020,IT_NET_BBND,Bulgaria,,,,,256KT2MBPS,0.0033
2020,IT_NET_BBND,Bulgaria,,,,,2MT10MBPS,0.44339
2020,IT_NET_BBND,Bulgaria,,,,,10MBPS,29.85863
2020,IT_NET_BBND,Bulgaria,,,,,ANYS,30.30532
2021,IT_NET_BBND,Bulgaria,,,,,256KT2MBPS,0.005
2021,IT_NET_BBND,Bulgaria,,,,,2MT10MBPS,0.43746
2014,IT_NET_BBND,Czechia,,,,,10MBPS,11.91631
2014,IT_NET_BBND,Czechia,,,,,ANYS,28.47548
2014,IT_NET_BBND,Czechia,,,,,256KT2MBPS,0.05581
2015,IT_NET_BBND,Czechia,,,,,2MT10MBPS,7.81492
2015,IT_NET_BBND,Czechia,,,,,256KT2MBPS,0.21167
2015,IT_NET_BBND,Czechia,,,,,10MBPS,19.97306
2015,IT_NET_BBND,Czechia,,,,,ANYS,27.99964
2016,IT_NET_BBND,Czechia,,,,,10MBPS,22.67594
2016,IT_NET_BBND,Czechia,,,,,256KT2MBPS,0.16541
2016,IT_NET_BBND,Czechia,,,,,2MT10MBPS,6.31983
2016,IT_NET_BBND,Czechia,,,,,ANYS,29.16119
2017,IT_NET_BBND,Czechia,,,,,10MBPS,24.94196
2017,IT_NET_BBND,Czechia,,,,,256KT2MBPS,0.10043
2017,IT_NET_BBND,Czechia,,,,,2MT10MBPS,4.83131
2017,IT_NET_BBND,Czechia,,,,,ANYS,29.87371
2018,IT_NET_BBND,Czechia,,,,,2MT10MBPS,3.32419
2018,IT_NET_BBND,Czechia,,,,,10MBPS,27.1935
2018,IT_NET_BBND,Czechia,,,,,ANYS,30.59288
2015,IT_NET_BBND,New Zealand,,,,,2MT10MBPS,0.63173
2015,IT_NET_BBND,New Zealand,,,,,10MBPS,30.65837
2015,IT_NET_BBND,New Zealand,,,,,ANYS,31.60596
2016,IT_NET_BBND,New Zealand,,,,,256KT2MBPS,0.0
2016,IT_NET_BBND,New Zealand,,,,,ANYS,32.78649
2016,IT_NET_BBND,New Zealand,,,,,10MBPS,32.46516
2016,IT_NET_BBND,New Zealand,,,,,2MT10MBPS,0.32133
2017,IT_NET_BBND,New Zealand,,,,,10MBPS,33.01552
2017,IT_NET_BBND,New Zealand,,,,,ANYS,33.35263
2021,IT_NET_BBND,Bulgaria,,,,,10MBPS,32.29092
2021,IT_NET_BBND,Bulgaria,,,,,ANYS,32.73338
2002,IT_NET_BBND,Belarus,,,,,ANYS,0.0002
2003,IT_NET_BBND,Belarus,,,,,ANYS,0.00122
2004,IT_NET_BBND,Belarus,,,,,ANYS,0.0075
2005,IT_NET_BBND,Belarus,,,,,ANYS,0.01574
2006,IT_NET_BBND,Belarus,,,,,ANYS,0.11564
2007,IT_NET_BBND,Belarus,,,,,ANYS,1.72813
2008,IT_NET_BBND,Belarus,,,,,ANYS,4.88341
2017,IT_NET_BBND,New Zealand,,,,,2MT10MBPS,0.33711
2017,IT_NET_BBND,New Zealand,,,,,256KT2MBPS,0.0
2018,IT_NET_BBND,New Zealand,,,,,ANYS,34.05242
2018,IT_NET_BBND,New Zealand,,,,,10MBPS,33.70861
2018,IT_NET_BBND,New Zealand,,,,,2MT10MBPS,0.33068
2018,IT_NET_BBND,New Zealand,,,,,256KT2MBPS,0.0
2019,IT_NET_BBND,New Zealand,,,,,ANYS,34.23114
2020,IT_NET_BBND,New Zealand,,,,,ANYS,34.87329
2021,IT_NET_BBND,New Zealand,,,,,ANYS,35.11137
2000,IT_NET_BBND,Norway,,,,,ANYS,0.51873
2001,IT_NET_BBND,Norway,,,,,ANYS,1.96147
2002,IT_NET_BBND,Norway,,,,,ANYS,4.52374
2003,IT_NET_BBND,Norway,,,,,ANYS,8.7348
2004,IT_NET_BBND,Norway,,,,,ANYS,14.62599
2005,IT_NET_BBND,Norway,,,,,ANYS,21.44065
2006,IT_NET_BBND,Norway,,,,,ANYS,26.70055
2007,IT_NET_BBND,Norway,,,,,ANYS,30.94259
2008,IT_NET_BBND,Norway,,,,,256KT2MBPS,11.54468
2009,IT_NET_BBND,Belarus,,,,,ANYS,11.19412
2010,IT_NET_BBND,Belarus,,,,,ANYS,17.12628
2011,IT_NET_BBND,Belarus,,,,,ANYS,21.61401
2011,IT_NET_BBND,Belarus,,,,,256KT2MBPS,11.59869
2011,IT_NET_BBND,Belarus,,,,,2MT10MBPS,8.18563
2011,IT_NET_BBND,Belarus,,,,,10MBPS,0.85727
2012,IT_NET_BBND,Belarus,,,,,ANYS,26.1183
2012,IT_NET_BBND,Belarus,,,,,256KT2MBPS,14.72368
2012,IT_NET_BBND,Belarus,,,,,2MT10MBPS,9.46337
2008,IT_NET_BBND,Norway,,,,,10MBPS,5.34247
2008,IT_NET_BBND,Norway,,,,,ANYS,33.07915
2008,IT_NET_BBND,Norway,,,,,2MT10MBPS,16.43327
2009,IT_NET_BBND,Norway,,,,,10MBPS,7.80674
2009,IT_NET_BBND,Norway,,,,,2MT10MBPS,16.40775
2009,IT_NET_BBND,Norway,,,,,256KT2MBPS,10.33018
2009,IT_NET_BBND,Norway,,,,,ANYS,34.54467
2010,IT_NET_BBND,Norway,,,,,10MBPS,10.27065
2010,IT_NET_BBND,Norway,,,,,ANYS,35.2443
2010,IT_NET_BBND,Norway,,,,,256KT2MBPS,10.15299
2010,IT_NET_BBND,Norway,,,,,2MT10MBPS,14.7064
2011,IT_NET_BBND,Norway,,,,,256KT2MBPS,9.21814
2011,IT_NET_BBND,Norway,,,,,2MT10MBPS,11.57273
2011,IT_NET_BBND,Norway,,,,,ANYS,36.04833
2011,IT_NET_BBND,Norway,,,,,10MBPS,15.23853
2012,IT_NET_BBND,Norway,,,,,2MT10MBPS,11.07826
2012,IT_NET_BBND,Norway,,,,,256KT2MBPS,7.27997
2012,IT_NET_BBND,Norway,,,,,10MBPS,18.53329
2012,IT_NET_BBND,Norway,,,,,ANYS,37.01341
2013,IT_NET_BBND,Norway,,,,,ANYS,37.60765
2013,IT_NET_BBND,Norway,,,,,10MBPS,20.15186
2013,IT_NET_BBND,Norway,,,,,2MT10MBPS,8.50691
2013,IT_NET_BBND,Norway,,,,,256KT2MBPS,9.04462
2014,IT_NET_BBND,Norway,,,,,ANYS,38.48109
2014,IT_NET_BBND,Norway,,,,,10MBPS,26.04904
2014,IT_NET_BBND,Norway,,,,,256KT2MBPS,3.02607
2014,IT_NET_BBND,Norway,,,,,2MT10MBPS,8.74781
2012,IT_NET_BBND,Belarus,,,,,10MBPS,1.25131
2013,IT_NET_BBND,Belarus,,,,,2MT10MBPS,12.0952
2013,IT_NET_BBND,Belarus,,,,,10MBPS,1.19206
2013,IT_NET_BBND,Belarus,,,,,ANYS,28.74629
2013,IT_NET_BBND,Belarus,,,,,256KT2MBPS,14.84865
2014,IT_NET_BBND,Belarus,,,,,ANYS,27.69155
2014,IT_NET_BBND,Belarus,,,,,2MT10MBPS,17.12194
2014,IT_NET_BBND,Belarus,,,,,256KT2MBPS,7.06255
2014,IT_NET_BBND,Belarus,,,,,10MBPS,2.50793
2015,IT_NET_BBND,Norway,,,,,ANYS,39.50519
2015,IT_NET_BBND,Norway,,,,,10MBPS,30.24839
2015,IT_NET_BBND,Norway,,,,,2MT10MBPS,9.0256
2015,IT_NET_BBND,Norway,,,,,256KT2MBPS,0.2312
2016,IT_NET_BBND,Norway,,,,,ANYS,40.23563
2016,IT_NET_BBND,Norway,,,,,10MBPS,33.41148
2016,IT_NET_BBND,Norway,,,,,2MT10MBPS,6.61409
2016,IT_NET_BBND,Norway,,,,,256KT2MBPS,0.21006
2017,IT_NET_BBND,Norway,,,,,2MT10MBPS,4.18313
2018,IT_NET_BBND,Czechia,,,,,256KT2MBPS,0.07518
2019,IT_NET_BBND,Czechia,,,,,256KT2MBPS,0.04528
2019,IT_NET_BBND,Czechia,,,,,2MT10MBPS,2.77055
2019,IT_NET_BBND,Czechia,,,,,10MBPS,32.67492
2019,IT_NET_BBND,Czechia,,,,,ANYS,35.49074
2020,IT_NET_BBND,Czechia,,,,,10MBPS,34.36451
2020,IT_NET_BBND,Czechia,,,,,ANYS,36.51546
2020,IT_NET_BBND,Czechia,,,,,256KT2MBPS,0.03322
2020,IT_NET_BBND,Czechia,,,,,2MT10MBPS,2.11773
2017,IT_NET_BBND,Norway,,,,,256KT2MBPS,0.18949
2017,IT_NET_BBND,Norway,,,,,ANYS,41.02824
2017,IT_NET_BBND,Norway,,,,,10MBPS,36.65562
2018,IT_NET_BBND,Norway,,,,,ANYS,41.5235
2018,IT_NET_BBND,Norway,,,,,10MBPS,38.54374
2018,IT_NET_BBND,Norway,,,,,256KT2MBPS,0.16942
2018,IT_NET_BBND,Norway,,,,,2MT10MBPS,2.81034
2019,IT_NET_BBND,Norway,,,,,ANYS,42.2679
2019,IT_NET_BBND,Norway,,,,,10MBPS,40.16661
2002,IT_NET_BBND,Кыргызстан,,,,,ANYS,0.00072
