Year,SeriesCode,Country,Migratory status,Sex,Value
2011,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Male,6.3
2012,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Female,0.64
2012,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,2.4
2012,SL_EMP_FTLINJUR,Estonia,NONMIG,Female,0.72
2012,SL_EMP_FTLINJUR,Estonia,NONMIG,Male,3.53
2008,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Both sexes,5.3
2009,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Both sexes,4.9
2010,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Both sexes,6.6
2013,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Both sexes,6.2
2014,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Both sexes,5.9
2012,SL_EMP_FTLINJUR,Estonia,NONMIG,Both sexes,2.07
2012,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Male,4.2
2013,SL_EMP_FTLINJUR,Estonia,NONMIG,Both sexes,3.39
2013,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Female,0.65
2013,SL_EMP_FTLINJUR,Estonia,NONMIG,Male,6.09
2013,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Male,6.99
2013,SL_EMP_FTLINJUR,Estonia,NONMIG,Female,0.75
2013,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,3.86
2015,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Both sexes,5.7
2016,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Both sexes,4.9
2016,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Female,1.3
2016,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Male,9.0
2017,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Male,14.5
2014,SL_EMP_FTLINJUR,Estonia,NONMIG,Female,0.74
2014,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Male,5.0
2014,SL_EMP_FTLINJUR,Estonia,NONMIG,Male,3.36
2014,SL_EMP_FTLINJUR,Estonia,NONMIG,Both sexes,2.05
2014,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Female,0.66
2014,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,2.88
2015,SL_EMP_FTLINJUR,Estonia,NONMIG,Both sexes,2.4
2015,SL_EMP_FTLINJUR,Estonia,NONMIG,Female,0.77
2017,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Both sexes,6.8
2018,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Male,12.6
2018,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Both sexes,6.2
2018,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Female,0.3
2019,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Male,11.4
2019,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Female,0.6
2015,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,3.1
2015,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Female,0.68
2015,SL_EMP_FTLINJUR,Estonia,NONMIG,Male,4.14
2015,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Male,5.54
2016,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,4.03
2016,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Male,7.89
2016,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Female,0.0
2017,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,1.21
2018,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,1.81
2019,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,2.51
2020,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,2.23
2021,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Male,4.0
2021,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,2.0
2021,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Female,0.0
2000,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Male,4.6
2000,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,2.3
2019,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Both sexes,5.8
2020,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Male,10.9
2020,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Both sexes,5.2
2009,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Male,1.9
2009,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Female,0.05
2009,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Male,1.57
2009,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Both sexes,0.87
2009,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Female,0.0
2009,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,1.08
2010,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Female,0.05
2010,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Both sexes,0.8
2010,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Female,0.0
2010,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Male,1.73
2010,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,0.99
2010,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Male,1.42
2011,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Male,1.25
2011,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Female,0.06
2011,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,0.69
2011,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Both sexes,0.69
2011,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Female,0.06
2011,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Male,1.25
2012,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,0.52
2012,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Male,0.92
2012,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Female,0.0
2012,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Male,0.99
2012,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Both sexes,0.48
2012,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Female,0.0
2013,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,0.64
2013,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Female,0.0
2013,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Male,1.17
2013,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Female,0.0
2013,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Both sexes,0.61
2013,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Male,1.22
2014,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Female,0.06
2014,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Both sexes,0.66
2014,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Male,1.31
2014,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,0.71
2014,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Male,1.2
2014,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Female,0.06
2015,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,0.54
2015,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Both sexes,0.51
2015,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Female,0.0
2015,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Female,0.0
2015,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),NONMIG,Male,0.96
2015,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Male,1.03
2016,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,0.5
2017,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,0.59
2018,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,0.6
2019,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,0.48
2020,SL_EMP_FTLINJUR,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,0.3
2012,SL_EMP_FTLINJUR,New Zealand,Total or no breakdown,Female,0.36
2012,SL_EMP_FTLINJUR,New Zealand,Total or no breakdown,Both sexes,2.47
2012,SL_EMP_FTLINJUR,New Zealand,Total or no breakdown,Male,4.09
2015,SL_EMP_FTLINJUR,New Zealand,Total or no breakdown,Both sexes,2.3
2000,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,2.5
2001,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,1.6
2002,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,1.7
2003,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,2.1
2004,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,1.7
2005,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,2.1
2006,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,1.3
2007,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,1.6
2008,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,2.0
2009,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Female,0.17
2009,SL_EMP_FTLINJUR,Norway,NONMIG,Both sexes,1.69
2009,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Male,3.19
2009,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,1.76
2009,SL_EMP_FTLINJUR,Norway,NONMIG,Female,0.18
2009,SL_EMP_FTLINJUR,Norway,NONMIG,Male,3.06
2010,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,1.63
2010,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Female,0.16
2010,SL_EMP_FTLINJUR,Norway,NONMIG,Both sexes,1.57
2000,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Female,0.1
2001,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Male,4.0
2001,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,2.1
2001,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Female,0.2
2002,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,1.8
2002,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Female,0.2
2002,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Male,3.4
2003,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Male,4.2
2010,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Male,2.88
2010,SL_EMP_FTLINJUR,Norway,NONMIG,Male,2.77
2010,SL_EMP_FTLINJUR,Norway,NONMIG,Female,0.17
2011,SL_EMP_FTLINJUR,Norway,NONMIG,Female,1.06
2011,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Male,3.19
2011,SL_EMP_FTLINJUR,Norway,NONMIG,Both sexes,1.97
2011,SL_EMP_FTLINJUR,Norway,NONMIG,Male,2.78
2003,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Female,0.0
2003,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,2.1
2004,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Female,0.4
2004,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,2.1
2004,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Male,3.9
2005,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Male,4.4
2005,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Female,0.5
2005,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,2.4
2011,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Female,1.0
2011,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,2.16
2012,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Female,0.16
2012,SL_EMP_FTLINJUR,Norway,NONMIG,Both sexes,1.21
2012,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Male,2.54
2012,SL_EMP_FTLINJUR,Norway,NONMIG,Female,0.18
2012,SL_EMP_FTLINJUR,Norway,NONMIG,Male,2.13
2006,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Female,0.4
2006,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Male,4.1
2006,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,2.2
2007,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,1.7
2007,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Male,3.0
2007,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Female,0.5
2009,SL_EMP_FTLINJUR,Finland,NONMIG,Male,2.28
2009,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,1.3
2012,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,1.43
2013,SL_EMP_FTLINJUR,Norway,NONMIG,Male,3.21
2013,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,1.85
2013,SL_EMP_FTLINJUR,Norway,NONMIG,Female,0.35
2013,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Male,3.21
2013,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Female,0.33
2013,SL_EMP_FTLINJUR,Norway,NONMIG,Both sexes,1.84
2009,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Male,2.23
2009,SL_EMP_FTLINJUR,Finland,NONMIG,Female,0.34
2009,SL_EMP_FTLINJUR,Finland,NONMIG,Both sexes,1.33
2009,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Female,0.33
2010,SL_EMP_FTLINJUR,Finland,NONMIG,Male,2.27
2010,SL_EMP_FTLINJUR,Finland,NONMIG,Both sexes,1.33
2010,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Male,2.22
2010,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Female,0.34
2010,SL_EMP_FTLINJUR,Finland,NONMIG,Female,0.34
2010,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,1.31
2011,SL_EMP_FTLINJUR,Finland,NONMIG,Male,2.65
2011,SL_EMP_FTLINJUR,Finland,NONMIG,Both sexes,1.36
2014,SL_EMP_FTLINJUR,Norway,NONMIG,Both sexes,1.19
2014,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,1.74
2014,SL_EMP_FTLINJUR,Norway,NONMIG,Male,2.12
2014,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Male,3.02
2014,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Female,0.24
2014,SL_EMP_FTLINJUR,Norway,NONMIG,Female,0.13
2015,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Female,0.16
2011,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Female,0.0
2011,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Male,2.58
2011,SL_EMP_FTLINJUR,Finland,NONMIG,Female,0.0
2011,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,1.33
2012,SL_EMP_FTLINJUR,Finland,NONMIG,Both sexes,1.28
2012,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Male,2.58
2015,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Male,2.7
2015,SL_EMP_FTLINJUR,Norway,NONMIG,Male,1.68
2015,SL_EMP_FTLINJUR,Norway,NONMIG,Both sexes,0.97
2015,SL_EMP_FTLINJUR,Norway,NONMIG,Female,0.17
2015,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,1.51
2016,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,1.66
2017,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,1.59
2012,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Female,0.33
2012,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,1.49
2012,SL_EMP_FTLINJUR,Finland,NONMIG,Female,0.34
2012,SL_EMP_FTLINJUR,Finland,NONMIG,Male,2.17
2013,SL_EMP_FTLINJUR,Finland,NONMIG,Both sexes,0.96
2013,SL_EMP_FTLINJUR,Finland,NONMIG,Female,0.17
2018,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,1.31
2019,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,1.09
2020,SL_EMP_FTLINJUR,Norway,Total or no breakdown,Both sexes,1.45
2000,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,5.2
2001,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,5.1
2002,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,4.9
2003,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,4.9
2013,SL_EMP_FTLINJUR,Finland,NONMIG,Male,1.72
2013,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,0.94
2013,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Male,1.67
2013,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Female,0.17
2014,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Male,2.56
2014,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,1.48
2014,SL_EMP_FTLINJUR,Finland,NONMIG,Both sexes,1.44
2014,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Female,0.34
2014,SL_EMP_FTLINJUR,Finland,NONMIG,Female,0.35
2014,SL_EMP_FTLINJUR,Finland,NONMIG,Male,2.49
2015,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,1.44
2015,SL_EMP_FTLINJUR,Finland,NONMIG,Both sexes,1.4
2015,SL_EMP_FTLINJUR,Finland,NONMIG,Male,2.57
2015,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Female,0.34
2015,SL_EMP_FTLINJUR,Finland,NONMIG,Female,0.17
2015,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Male,2.48
2016,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,1.43
2017,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,0.93
2018,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,0.99
2019,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,1.13
2020,SL_EMP_FTLINJUR,Finland,MIGPER,Female,0.0
2020,SL_EMP_FTLINJUR,Finland,NONMIG,Female,0.18
2020,SL_EMP_FTLINJUR,Finland,MIGPER,Both sexes,0.05
2020,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Female,0.18
2020,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Male,1.22
2004,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,4.7
2005,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,4.4
2006,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,4.6
2007,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,4.3
2008,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,4.5
2009,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Male,7.62
2009,SL_EMP_FTLINJUR,Poland,NONMIG,Male,7.23
2009,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Female,0.52
2020,SL_EMP_FTLINJUR,Finland,Total or no breakdown,Both sexes,0.7
2020,SL_EMP_FTLINJUR,Finland,NONMIG,Male,1.12
2020,SL_EMP_FTLINJUR,Finland,MIGPER,Male,0.09
2020,SL_EMP_FTLINJUR,Finland,NONMIG,Both sexes,0.65
2000,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,4.41
2001,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,4.2
2002,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,3.8
2002,SL_EMP_FTLINJUR,France,Total or no breakdown,Male,11.0
2003,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,3.7
2003,SL_EMP_FTLINJUR,France,Total or no breakdown,Male,22.0
2003,SL_EMP_FTLINJUR,France,Total or no breakdown,Female,4.0
2004,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,3.5
2004,SL_EMP_FTLINJUR,France,Total or no breakdown,Female,5.0
2004,SL_EMP_FTLINJUR,France,Total or no breakdown,Male,24.0
2005,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,2.65
2005,SL_EMP_FTLINJUR,France,Total or no breakdown,Female,2.0
2005,SL_EMP_FTLINJUR,France,Total or no breakdown,Male,22.0
2006,SL_EMP_FTLINJUR,France,Total or no breakdown,Male,24.0
2006,SL_EMP_FTLINJUR,France,Total or no breakdown,Female,3.0
2006,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,3.02
2007,SL_EMP_FTLINJUR,France,Total or no breakdown,Female,2.0
2007,SL_EMP_FTLINJUR,France,Total or no breakdown,Male,23.0
2007,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,3.4
2009,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,4.65
2009,SL_EMP_FTLINJUR,Poland,NONMIG,Both sexes,4.43
2009,SL_EMP_FTLINJUR,Poland,NONMIG,Female,0.52
2010,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Male,6.04
2010,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Female,0.33
2010,SL_EMP_FTLINJUR,Poland,NONMIG,Both sexes,3.17
2010,SL_EMP_FTLINJUR,Poland,NONMIG,Female,0.33
2008,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,2.0
2009,SL_EMP_FTLINJUR,France,Total or no breakdown,Male,3.71
2009,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,2.17
2009,SL_EMP_FTLINJUR,France,NONMIG,Both sexes,1.96
2009,SL_EMP_FTLINJUR,France,NONMIG,Male,3.33
2009,SL_EMP_FTLINJUR,France,NONMIG,Female,0.46
2009,SL_EMP_FTLINJUR,France,Total or no breakdown,Female,0.48
2010,SL_EMP_FTLINJUR,Poland,NONMIG,Male,5.74
2010,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,3.33
2011,SL_EMP_FTLINJUR,Poland,NONMIG,Both sexes,2.33
2011,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Female,0.22
2011,SL_EMP_FTLINJUR,Poland,NONMIG,Female,0.22
2011,SL_EMP_FTLINJUR,Poland,NONMIG,Male,4.04
2011,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,2.5
2010,SL_EMP_FTLINJUR,France,NONMIG,Female,0.5
2010,SL_EMP_FTLINJUR,France,NONMIG,Male,3.91
2010,SL_EMP_FTLINJUR,France,NONMIG,Both sexes,2.21
2010,SL_EMP_FTLINJUR,France,Total or no breakdown,Female,0.51
2010,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,2.44
2010,SL_EMP_FTLINJUR,France,Total or no breakdown,Male,4.34
2011,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,3.09
2011,SL_EMP_FTLINJUR,France,Total or no breakdown,Male,5.32
2011,SL_EMP_FTLINJUR,France,NONMIG,Female,0.47
2011,SL_EMP_FTLINJUR,France,NONMIG,Both sexes,2.8
2011,SL_EMP_FTLINJUR,France,Total or no breakdown,Female,0.49
2011,SL_EMP_FTLINJUR,France,NONMIG,Male,4.82
2012,SL_EMP_FTLINJUR,France,NONMIG,Both sexes,2.36
2012,SL_EMP_FTLINJUR,France,Total or no breakdown,Female,0.36
2012,SL_EMP_FTLINJUR,France,Total or no breakdown,Male,4.66
2012,SL_EMP_FTLINJUR,France,NONMIG,Female,0.32
2012,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,2.53
2012,SL_EMP_FTLINJUR,France,NONMIG,Male,4.39
2013,SL_EMP_FTLINJUR,France,NONMIG,Female,0.32
2013,SL_EMP_FTLINJUR,France,Total or no breakdown,Male,4.39
2013,SL_EMP_FTLINJUR,France,Total or no breakdown,Female,0.46
2013,SL_EMP_FTLINJUR,France,NONMIG,Both sexes,1.66
2013,SL_EMP_FTLINJUR,France,NONMIG,Male,3.02
2013,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,2.42
2014,SL_EMP_FTLINJUR,France,NONMIG,Both sexes,1.64
2014,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,2.69
2014,SL_EMP_FTLINJUR,France,NONMIG,Male,2.76
2014,SL_EMP_FTLINJUR,France,Total or no breakdown,Female,0.58
2014,SL_EMP_FTLINJUR,France,Total or no breakdown,Male,4.42
2014,SL_EMP_FTLINJUR,France,NONMIG,Female,0.28
2015,SL_EMP_FTLINJUR,France,Total or no breakdown,Male,4.67
2015,SL_EMP_FTLINJUR,France,NONMIG,Both sexes,0.17
2015,SL_EMP_FTLINJUR,France,NONMIG,Male,0.32
2015,SL_EMP_FTLINJUR,France,NONMIG,Female,0.02
2015,SL_EMP_FTLINJUR,France,Total or no breakdown,Female,0.47
2015,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,2.55
2016,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,2.74
2017,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,2.64
2018,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,2.74
2019,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,3.53
2020,SL_EMP_FTLINJUR,France,Total or no breakdown,Both sexes,2.54
2019,SL_EMP_FTLINJUR,Georgia,Total or no breakdown,Male,6.0
2011,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Male,4.36
2012,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Female,0.32
2012,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Male,3.91
2012,SL_EMP_FTLINJUR,Poland,NONMIG,Male,3.65
2012,SL_EMP_FTLINJUR,Poland,Total or no breakdown,Both sexes,2.3
2012,SL_EMP_FTLINJUR,Poland,NONMIG,Female,0.32
2012,SL_EMP_FTLINJUR,Poland,NONMIG,Both sexes,2.15
2019,SL_EMP_FTLINJUR,Georgia,Total or no breakdown,Female,0.0
2019,SL_EMP_FTLINJUR,Georgia,Total or no breakdown,Both sexes,3.0
2020,SL_EMP_FTLINJUR,Georgia,MIGPER,Male,0.0
2020,SL_EMP_FTLINJUR,Georgia,MIGPER,Female,0.0
2020,SL_EMP_FTLINJUR,Georgia,NONMIG,Both sexes,3.0
2020,SL_EMP_FTLINJUR,Georgia,MIGPER,Both sexes,0.0
2020,SL_EMP_FTLINJUR,Georgia,Total or no breakdown,Both sexes,3.0
2020,SL_EMP_FTLINJUR,Georgia,NONMIG,Female,0.0
2020,SL_EMP_FTLINJUR,Georgia,Total or no breakdown,Female,0.0
2020,SL_EMP_FTLINJUR,Georgia,Total or no breakdown,Male,6.0
2020,SL_EMP_FTLINJUR,Georgia,NONMIG,Male,6.0
2021,SL_EMP_FTLINJUR,Georgia,MIGPER,Male,0.0
2021,SL_EMP_FTLINJUR,Georgia,Total or no breakdown,Male,5.0
