Year,SeriesCode,Country,Migratory status,Sex,Value
2000,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Male,1.6
2000,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Both sexes,0.9
2001,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Male,1.6
2001,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Female,0.0
2001,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Both sexes,0.8
2018,SL_EMP_FTLINJUR,Malta,NONMIG,Male,0.86
2018,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,0.0
2018,SL_EMP_FTLINJUR,Malta,NONMIG,Both sexes,0.53
2019,SL_EMP_FTLINJUR,Malta,MIGPER,Male,5.9
2019,SL_EMP_FTLINJUR,Malta,NONMIG,Male,0.84
2019,SL_EMP_FTLINJUR,Malta,MIGPER,Both sexes,3.27
2019,SL_EMP_FTLINJUR,Malta,NONMIG,Both sexes,0.52
2019,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,0.0
2020,SL_EMP_FTLINJUR,Bulgaria,Total or no breakdown,Both sexes,3.68
2000,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,1.3
2000,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,12.0
2000,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,6.4
2001,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,5.8
2001,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,0.6
2001,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,11.5
2002,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,11.4
2002,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Both sexes,0.74
2002,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Male,1.4
2002,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Female,0.05
2003,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Female,0.1
2003,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Both sexes,0.7
2003,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Male,1.3
2004,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Male,1.3
2004,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Female,0.1
2004,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Both sexes,0.7
2005,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Female,0.1
2005,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Male,1.2
2005,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Both sexes,0.6
2006,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Female,0.04
2006,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Both sexes,0.72
2006,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Male,1.39
2009,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Male,0.0
2002,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,0.9
2002,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,5.9
2003,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,5.6
2003,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,10.7
2003,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,1.0
2004,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,0.7
2004,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,12.7
2004,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,6.4
2005,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,11.8
2005,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,6.1
2005,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,0.8
2006,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,5.8
2006,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,0.5
2006,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,11.5
2007,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,5.4
2007,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,10.6
2019,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,1.97
2019,SL_EMP_FTLINJUR,Malta,MIGPER,Female,0.0
2019,SL_EMP_FTLINJUR,Malta,NONMIG,Female,0.0
2019,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,1.18
2020,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,2.68
2020,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,3.88
2020,SL_EMP_FTLINJUR,Malta,NONMIG,Female,1.31
2020,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,0.94
2020,SL_EMP_FTLINJUR,Malta,MIGPER,Male,7.84
2020,SL_EMP_FTLINJUR,Malta,NONMIG,Both sexes,2.08
2020,SL_EMP_FTLINJUR,Malta,MIGPER,Female,0.0
2020,SL_EMP_FTLINJUR,Malta,NONMIG,Male,2.58
2020,SL_EMP_FTLINJUR,Malta,MIGPER,Both sexes,4.38
2021,SL_EMP_FTLINJUR,Malta,NONMIG,Female,0.0
2021,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Male,6.0
2021,SL_EMP_FTLINJUR,Malta,MIGPER,Both sexes,8.0
2007,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,0.6
2008,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,0.7
2008,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,5.1
2008,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,10.2
2009,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,9.1
2009,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,1.0
2009,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,4.9
2010,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,0.5
2010,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,10.1
2010,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,5.1
2011,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,0.6
2011,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,4.4
2011,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,8.5
2012,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,0.2
2012,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,8.1
2012,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,3.9
2013,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,3.8
2013,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,7.3
2013,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,0.7
2014,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,5.7
2014,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,0.5
2014,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,3.0
2015,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,2.0
2015,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,4.2
2015,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,0.1
2016,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,4.31
2016,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,2.27
2016,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,0.44
2017,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,2.2
2018,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,2.82
2021,SL_EMP_FTLINJUR,Malta,NONMIG,Both sexes,2.0
2021,SL_EMP_FTLINJUR,Malta,MIGPER,Female,0.0
2021,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Both sexes,3.0
2021,SL_EMP_FTLINJUR,Malta,MIGPER,Male,15.0
2021,SL_EMP_FTLINJUR,Malta,NONMIG,Male,3.0
2021,SL_EMP_FTLINJUR,Malta,Total or no breakdown,Female,0.0
2000,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Both sexes,14.0
2001,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Both sexes,12.0
2018,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,0.4
2018,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,5.5
2019,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,5.49
2019,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,0.52
2019,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,2.87
2021,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Both sexes,2.55
2021,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Female,0.23
2021,SL_EMP_FTLINJUR,Belarus,Total or no breakdown,Male,5.13
2000,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Male,6.0
2000,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,3.4
2000,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Female,0.3
2001,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Male,6.0
2001,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,3.3
2009,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Both sexes,0.0
2009,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Female,0.05
2009,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Male,0.89
2009,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Female,0.0
2009,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Both sexes,0.49
2010,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Female,0.0
2010,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Both sexes,0.52
2010,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Female,0.05
2010,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Male,0.0
2010,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Male,0.92
2010,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Both sexes,0.0
2011,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Male,1.22
2011,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Both sexes,0.0
2011,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Female,0.0
2011,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Male,0.0
2011,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Female,0.06
2001,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Female,0.4
2002,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Female,0.3
2002,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,3.2
2002,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Male,6.0
2003,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Male,5.0
2003,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Female,0.3
2003,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,2.9
2004,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Female,0.3
2004,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Male,5.0
2004,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,2.9
2005,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Female,0.3
2005,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Male,5.0
2005,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,3.0
2006,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Female,0.3
2011,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Both sexes,0.68
2012,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Female,0.0
2012,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Male,0.0
2012,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Both sexes,0.0
2012,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Male,0.97
2012,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Female,0.06
2012,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Both sexes,0.55
2013,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Both sexes,0.0
2002,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Male,19.0
2002,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Both sexes,11.0
2002,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Female,2.0
2003,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Male,20.0
2003,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Female,2.0
2003,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Both sexes,12.0
2004,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Female,2.0
2004,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Male,17.0
2013,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Female,0.0
2013,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Male,1.58
2013,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Both sexes,0.92
2013,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Male,0.0
2013,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Female,0.18
2014,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Both sexes,0.03
2014,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Both sexes,0.81
2014,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Male,1.37
2006,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Male,5.0
2006,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,2.7
2007,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Male,4.0
2007,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Female,0.4
2007,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,2.3
2008,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Female,0.4
2008,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Male,5.0
2008,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,2.7
2009,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,2.12
2009,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Female,0.25
2009,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Male,3.84
2010,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Female,0.26
2010,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Male,4.04
2014,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Male,0.05
2014,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Female,0.17
2014,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Female,0.0
2015,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Both sexes,0.83
2015,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Female,0.0
2015,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Both sexes,0.0
2015,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Female,0.16
2015,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Male,1.42
2004,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Both sexes,11.0
2005,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Male,16.0
2005,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Female,2.0
2005,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Both sexes,11.0
2006,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Female,1.0
2006,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Both sexes,10.0
2006,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Male,16.0
2007,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Female,1.0
2015,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,Male,0.0
2016,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Both sexes,0.8
2017,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Both sexes,0.88
2018,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,Total or no breakdown,Both sexes,0.78
2009,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Female,0.6
2009,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Both sexes,12.6
2009,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Male,16.4
2010,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Male,12.8
2010,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Both sexes,10.9
2010,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Female,5.0
2011,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Female,2.5
2011,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Both sexes,10.6
2011,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Male,13.2
2012,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Female,0.7
2012,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Male,13.4
2012,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Both sexes,10.6
2007,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Male,19.0
2007,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Both sexes,9.0
2008,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Male,17.0
2008,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Female,1.0
2008,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Both sexes,10.0
2009,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Female,2.0
2009,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Male,16.0
2013,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Male,14.3
2013,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Both sexes,11.0
2014,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Male,14.2
2014,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Female,0.7
2014,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Both sexes,11.2
2015,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Both sexes,9.0
2016,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,Female,4.0
2016,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Female,4.0
2010,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,2.24
2011,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Female,0.27
2011,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Male,3.7
2011,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,2.09
2013,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Female,0.4
2013,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,2.04
2013,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Male,3.53
2014,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Male,3.5
2014,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,2.0
2014,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Female,0.3
2015,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,1.72
2016,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,1.76
2017,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,1.81
2018,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,1.93
2019,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,4.87
2020,SL_EMP_FTLINJUR,Canada,Total or no breakdown,Both sexes,5.13
2000,SL_EMP_FTLINJUR,Chile,Total or no breakdown,Both sexes,11.97
2001,SL_EMP_FTLINJUR,Chile,Total or no breakdown,Both sexes,10.21
2002,SL_EMP_FTLINJUR,Chile,Total or no breakdown,Both sexes,11.39
2003,SL_EMP_FTLINJUR,Chile,Total or no breakdown,Both sexes,11.56
2004,SL_EMP_FTLINJUR,Chile,Total or no breakdown,Both sexes,9.28
2009,SL_EMP_FTLINJUR,Chile,Total or no breakdown,Male,10.4
2009,SL_EMP_FTLINJUR,Chile,Total or no breakdown,Both sexes,6.9
2009,SL_EMP_FTLINJUR,Chile,Total or no breakdown,Female,1.2
2011,SL_EMP_FTLINJUR,Chile,Total or no breakdown,Both sexes,5.5
2012,SL_EMP_FTLINJUR,Chile,Total or no breakdown,Both sexes,6.0
2013,SL_EMP_FTLINJUR,Chile,Total or no breakdown,Both sexes,5.12
2017,SL_EMP_FTLINJUR,Chile,Total or no breakdown,Female,0.36
2017,SL_EMP_FTLINJUR,Chile,Total or no breakdown,Both sexes,3.41
2017,SL_EMP_FTLINJUR,Chile,Total or no breakdown,Male,5.31
2018,SL_EMP_FTLINJUR,Chile,Total or no breakdown,Both sexes,3.06
2018,SL_EMP_FTLINJUR,Chile,Total or no breakdown,Male,4.64
2018,SL_EMP_FTLINJUR,Chile,Total or no breakdown,Female,0.54
2011,SL_EMP_FTLINJUR,Colombia,Total or no breakdown,Both sexes,4.03
2012,SL_EMP_FTLINJUR,Colombia,Total or no breakdown,Both sexes,3.5
2013,SL_EMP_FTLINJUR,Colombia,Total or no breakdown,Both sexes,8.95
2014,SL_EMP_FTLINJUR,Colombia,Total or no breakdown,Both sexes,4.0
2015,SL_EMP_FTLINJUR,Colombia,Total or no breakdown,Both sexes,18.04
2017,SL_EMP_FTLINJUR,Colombia,Total or no breakdown,Both sexes,0.0
2000,SL_EMP_FTLINJUR,Costa Rica,Total or no breakdown,Both sexes,9.6
2001,SL_EMP_FTLINJUR,Costa Rica,Total or no breakdown,Both sexes,9.5
2002,SL_EMP_FTLINJUR,Costa Rica,Total or no breakdown,Both sexes,7.5
2003,SL_EMP_FTLINJUR,Costa Rica,Total or no breakdown,Both sexes,7.0
2004,SL_EMP_FTLINJUR,Costa Rica,Total or no breakdown,Both sexes,6.1
2005,SL_EMP_FTLINJUR,Costa Rica,Total or no breakdown,Both sexes,6.4
2006,SL_EMP_FTLINJUR,Costa Rica,Total or no breakdown,Both sexes,7.2
2007,SL_EMP_FTLINJUR,Costa Rica,Total or no breakdown,Both sexes,9.9
2008,SL_EMP_FTLINJUR,Costa Rica,Total or no breakdown,Both sexes,9.1
2009,SL_EMP_FTLINJUR,Costa Rica,Total or no breakdown,Both sexes,10.54
2016,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Both sexes,8.0
2016,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,Male,10.0
2016,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,Both sexes,8.0
2016,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Male,10.0
2017,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Both sexes,8.0
2017,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,Both sexes,8.0
2017,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Male,10.0
2017,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,Male,10.0
2018,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,Female,1.0
2018,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Male,10.0
2018,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,Both sexes,8.0
2018,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,Male,10.0
2018,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Female,1.0
2018,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Both sexes,8.0
2019,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Male,12.0
2019,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,Male,12.0
2019,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,Both sexes,10.0
2019,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Both sexes,10.0
2019,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Female,1.0
2019,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,Female,1.0
2020,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,Both sexes,2.9
2020,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,Male,3.6
2020,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,Female,0.7
2020,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Male,3.6
2020,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Female,0.7
2020,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Both sexes,2.9
2021,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,Female,0.8
2021,SL_EMP_FTLINJUR,Uzbekistan,MIGPER,Female,0.0
2021,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,Male,7.5
2021,SL_EMP_FTLINJUR,Uzbekistan,MIGPER,Both sexes,0.0
2021,SL_EMP_FTLINJUR,Uzbekistan,MIGPER,Male,0.0
2021,SL_EMP_FTLINJUR,Uzbekistan,Total or no breakdown,Female,0.8
2010,SL_EMP_FTLINJUR,Costa Rica,Total or no breakdown,Both sexes,9.34
2011,SL_EMP_FTLINJUR,Costa Rica,Total or no breakdown,Both sexes,10.21
2012,SL_EMP_FTLINJUR,Costa Rica,Total or no breakdown,Both sexes,9.56
2013,SL_EMP_FTLINJUR,Costa Rica,Total or no breakdown,Both sexes,8.3
2014,SL_EMP_FTLINJUR,Costa Rica,Total or no breakdown,Both sexes,5.84
2015,SL_EMP_FTLINJUR,Costa Rica,Total or no breakdown,Both sexes,6.16
2016,SL_EMP_FTLINJUR,Costa Rica,Total or no breakdown,Both sexes,9.72
2000,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Female,0.51
