Year,SeriesCode,Страна ,Age,Freq,Location,Sex,Value
2017,SH_STA_MORT,Viet Nam,,,,FEMALE,123.82824
2018,SH_STA_MORT,Viet Nam,,,,FEMALE,130.01153
2019,SH_STA_MORT,Viet Nam,,,,FEMALE,133.75627
2020,SH_STA_MORT,Viet Nam,,,,FEMALE,124.25708
2000,SH_STA_MORT,Slovenia,,,,FEMALE,11.92772
2001,SH_STA_MORT,Slovenia,,,,FEMALE,8.78397
2002,SH_STA_MORT,Slovenia,,,,FEMALE,8.48001
2003,SH_STA_MORT,Slovenia,,,,FEMALE,8.78605
2004,SH_STA_MORT,Slovenia,,,,FEMALE,9.56221
2005,SH_STA_MORT,Slovenia,,,,FEMALE,9.24344
2006,SH_STA_MORT,Slovenia,,,,FEMALE,7.69201
2007,SH_STA_MORT,Slovenia,,,,FEMALE,6.95828
2008,SH_STA_MORT,Slovenia,,,,FEMALE,5.93653
2009,SH_STA_MORT,Slovenia,,,,FEMALE,6.8378
2010,SH_STA_MORT,Slovenia,,,,FEMALE,6.03675
2011,SH_STA_MORT,Slovenia,,,,FEMALE,6.08541
2012,SH_STA_MORT,Slovenia,,,,FEMALE,5.83472
2013,SH_STA_MORT,Slovenia,,,,FEMALE,5.4229
2014,SH_STA_MORT,Slovenia,,,,FEMALE,5.01055
2015,SH_STA_MORT,Slovenia,,,,FEMALE,5.03828
2016,SH_STA_MORT,Slovenia,,,,FEMALE,4.6334
2017,SH_STA_MORT,Slovenia,,,,FEMALE,4.43436
2018,SH_STA_MORT,Slovenia,,,,FEMALE,4.36618
2019,SH_STA_MORT,Slovenia,,,,FEMALE,3.46777
2020,SH_STA_MORT,Slovenia,,,,FEMALE,4.53314
2018,SH_STA_MORT,Узбекистан,,,,FEMALE,30.71034
2019,SH_STA_MORT,Узбекистан,,,,FEMALE,29.839
2020,SH_STA_MORT,Узбекистан,,,,FEMALE,30.17849
2020,SH_STA_MORT,Узбекистан,,,,FEMALE,30.17849
